 	le	melanzane	vogliono	girate	</S>
i	0.96986336	0.023788543	0.0017061603	0.0010141239	0.0036279734
m	0.8379082	0.16196759	0.0001230078	2.6967484e-08	1.2497361e-06
a	0.61597645	0.3075	0.0042843036	0.024922825	0.047316473
r	0.8297501	0.1698608	8.0559075e-05	1.7745693e-05	0.00029075774
a	0.28784057	0.6530689	0.0018448448	0.009463029	0.047782604
n	0.3889029	0.5842117	0.007814828	0.001223078	0.017847449
g	0.088162296	0.836185	0.0009955064	0.008646178	0.066011116
i	0.08747185	0.33299187	0.0023279134	0.01691344	0.5602949
à	0.4467065	0.46079177	0.020811828	0.0021039972	0.06958591
n	0.022645785	0.80012864	0.1712688	0.0017017282	0.0042550634
e	0.14983013	0.44546166	0.003538362	0.038314376	0.3628554
i	0.007842956	0.03156175	0.089239925	0.057263777	0.81409156
t	0.0012357105	0.016317477	0.9582566	0.015715638	0.008474637
è	0.014847358	0.03489277	0.014604111	0.52387255	0.41178325
l	0.00035601543	0.0028490662	0.95782715	0.034676474	0.004291298
u	0.040544026	0.06489454	0.049524665	0.6393962	0.20564057
n	7.275325e-05	6.48923e-05	0.28170022	0.7073546	0.010807543
e	0.002392393	0.004013451	0.017245242	0.94815284	0.028195975
v	0.00018580115	9.451382e-05	0.1605627	0.7961406	0.04301638
o	0.0014288002	0.0018707147	0.002886191	0.9778946	0.015919745
t	0.00032439997	9.697663e-05	0.08554475	0.76459354	0.14944032
i	0.0034336671	0.0032880802	0.0040449942	0.9715396	0.01769364
m	0.000150105	1.4162711e-05	0.020217896	0.61382765	0.36579013
m	0.0021871794	0.0022642412	0.0030297204	0.9258699	0.06664896
è	0.04288013	0.009083725	0.013307708	0.4656095	0.469119
n	0.0038558396	0.0027313614	0.014873874	0.9632404	0.015298554
e	0.08018667	0.05322632	0.079191916	0.5664524	0.22094269
</S>	0.00012878886	1.4152577e-05	0.0010798209	0.11913438	0.8796428
