 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a	0.95553344	0.011012894	0.0012458273	0.0055302903	0.024994671	0.0011161008	0.0003119329	5.6487817e-05	0.00019826187
k	0.56204623	0.4310256	0.006163537	0.0002080173	0.0005378355	1.8775268e-05	4.443777e-09	2.833399e-09	6.527965e-08
à	0.43918213	0.08747834	0.29203862	0.12014042	0.030509029	0.028884191	0.0006458939	2.1861179e-05	0.0010995516
j	0.026667284	0.9684588	0.0039399173	0.0005559556	0.0002951741	6.416621e-05	1.06394855e-05	1.1791834e-06	6.8069658e-06
o	0.014019731	0.9377827	0.047126237	0.0003549511	0.0002712309	9.622892e-05	6.823477e-05	2.7417733e-05	0.00025324526
t	0.018904157	0.85875726	0.121312134	0.00063277833	0.0002992533	6.7027824e-05	9.866006e-06	8.11761e-07	1.6640974e-05
r	0.18842319	0.07968479	0.6347661	0.039499465	0.033595555	0.014656202	0.0053905095	0.000282798	0.0037013043
a	0.10850778	0.7025587	0.081755474	0.022894934	0.029156081	0.021107124	0.013517221	0.0023151957	0.018187359
ù	0.0061612544	0.5659377	0.28408623	0.08517095	0.058441136	7.1126786e-05	0.00012532833	1.572096e-07	6.199645e-06
d	0.007975626	0.09006121	0.8444157	0.036055908	0.021452485	2.8692814e-06	3.4452907e-05	2.4189103e-07	1.6309383e-06
i	0.010781519	0.027336933	0.94019794	0.007564933	0.00085850444	6.037223e-05	0.0009110099	0.0010857699	0.011203023
a	0.00039321015	0.026697626	0.18249962	0.7529837	0.03570466	0.0003184966	4.7894602e-05	5.3522012e-06	0.0013494036
a	0.0004972363	0.0050854906	0.037140075	0.3201232	0.63682956	0.00018614142	6.8071175e-05	1.7163202e-06	6.845292e-05
s	5.726514e-05	0.0003280861	0.006087309	0.21841747	0.7747206	0.00015626817	0.00018959677	2.2118975e-06	4.118058e-05
ò	0.008421143	0.010291159	0.24409623	0.4509762	0.14418884	0.009612712	0.0700571	0.0056347055	0.056721903
z	0.0007266097	0.0017457561	0.016502382	0.62006134	0.336291	0.021804012	0.001272214	0.00025665236	0.0013401092
i	0.030021882	0.028988078	0.14660564	0.25460652	0.08517604	0.08466778	0.023823265	0.044969756	0.301141
g	7.4491385e-05	0.0003339692	0.00022379246	0.030134307	0.40447196	0.44155616	0.11590107	0.000299906	0.0070043616
r	0.012073433	0.013912647	0.11327248	0.3076875	0.19869378	0.1043661	0.058365367	0.04426816	0.14736055
à	0.0036724575	0.02226873	0.005573544	0.06844295	0.06565944	0.021522889	0.008240067	0.065282404	0.73933756
t	0.00571192	0.008711025	0.013843071	0.1878804	0.3121843	0.398131	0.04211764	0.0055784592	0.025842179
s	0.029930081	0.029951237	0.040494625	0.05019494	0.05016922	0.66795075	0.06949867	0.03566227	0.026148224
i	0.014589564	0.05738989	0.014027656	0.032477062	0.061556328	0.10100938	0.04487347	0.13035437	0.5437223
i	0.00046041398	0.006993999	0.00028369177	0.009365593	0.124342665	0.123258255	0.3298716	0.022001078	0.38342267
n	0.0015704643	0.007919862	0.00072790805	0.002507865	0.18630688	0.114234045	0.32862028	0.18955362	0.16855912
ì	0.0022736199	0.0012015485	0.0041117813	0.010442243	0.02180474	0.036656052	0.5237826	0.26832634	0.13140102
t	0.0010902777	0.00075298606	0.00093325257	0.0030763214	0.02118236	0.038282886	0.8695832	0.050961085	0.014137663
t	0.0036527792	0.0032877836	0.0037148609	0.0042600436	0.005493194	0.041335322	0.16302665	0.7149828	0.06024659
a	0.0023254568	0.008412947	0.0020851395	0.0038261954	0.006924401	0.009337045	0.16253199	0.48806837	0.31648842
</S>	0.00010612185	0.00028655713	6.124689e-05	0.00013827164	0.0009981369	0.0065472717	0.280767	0.1477798	0.5633156
