 	il	dito	si	gonfiò	</S>
o	0.9757758	0.018045647	0.0030934073	0.0011279568	0.0019571616
d	0.98354775	0.01643927	4.025075e-06	1.5910209e-07	8.872821e-06
à	0.6388252	0.012308767	0.03408292	0.11054398	0.20423912
t	0.024230871	0.9747652	0.00043550145	0.00022293176	0.00034542326
t	0.27696344	0.6669341	0.0066377567	0.005324681	0.044140026
i	0.058814455	0.115814954	0.01820869	0.11408723	0.6930747
l	0.0058659134	0.6047329	0.27926308	0.05074306	0.05939498
o	0.057189643	0.10740153	0.6128074	0.076412976	0.14618847
è	0.00012536801	0.019369025	0.8790653	0.045982346	0.055457998
p	0.0070727183	0.13664092	0.8015484	0.0459791	0.008758836
r	0.00087070896	0.003619679	0.31060836	0.6305035	0.05439778
i	0.0039624455	0.0077238344	0.07835283	0.42053536	0.48942554
m	7.157172e-06	5.8581914e-05	0.050742082	0.84968287	0.09950928
m	0.0030344555	0.0046776016	0.120400175	0.8640845	0.0078032375
è	0.02756756	0.041340914	0.12523142	0.4359285	0.36993158
n	0.034494616	0.041233517	0.06372764	0.72094196	0.13960221
o	0.117075056	0.12563704	0.058630858	0.557296	0.14136107
</S>	5.7316043e-05	0.00011392266	0.0022159093	0.35034192	0.6472709
