 	non	è	li	dimentichiamo	mai	i	i	padri	e	le	madri	</S>
e	0.94446534	0.013130033	0.0069442075	0.0004583896	0.005187945	0.004765645	0.00696591	0.0154875675	0.0017578297	0.00059427007	4.3763164e-05	0.00019896786
n	0.7517604	0.1874475	0.060464635	1.7557864e-05	0.0001190458	0.0001065269	1.60286e-05	6.7616405e-05	2.1387133e-07	5.44713e-08	5.6578107e-09	4.2256804e-07
è	0.16174467	0.109772936	0.3450774	0.08019602	0.10912994	0.12851605	0.045218334	0.013745614	0.0005379592	0.0012976346	1.2403258e-06	0.0047622495
n	0.14125142	0.6157241	0.2370144	0.0037284505	0.0011680585	0.0003175957	0.00024982812	0.00043612663	5.6356173e-05	4.0372044e-05	6.270166e-07	1.26577215e-05
a	0.16011019	0.5131555	0.32318172	0.001122056	0.001441388	0.00022952765	0.000121653495	4.455354e-05	1.8890776e-05	0.0003046977	2.6307933e-05	0.00024350488
l	0.006978471	0.14523369	0.8353594	0.0066975295	0.0037669172	0.0011643446	0.00039476706	0.00024885195	1.7265596e-05	4.384981e-05	1.5869334e-06	9.335803e-05
l	0.012232586	0.025169918	0.06989234	0.82173496	0.045405272	0.008734568	0.0072753923	0.004250929	0.00024612475	0.0035798065	7.5096773e-06	0.0014705865
i	0.007172058	0.047953565	0.15292396	0.6389972	0.04561884	0.016312758	0.023365153	0.0073073544	0.005392531	0.037136763	0.00031513534	0.017504737
m	0.0010685248	0.01105689	0.26983297	0.0141720995	0.6037312	0.08097258	0.013930403	0.0028423022	0.00067692075	0.001668015	2.7438253e-07	4.771591e-05
o	0.006150278	0.016625829	0.039725054	0.5419174	0.3242017	0.055342358	0.006820962	0.001782102	0.000192325	0.0035715639	1.226184e-05	0.0036582267
n	0.012661164	0.016659856	0.07504479	0.018536558	0.5853902	0.2494783	0.029455315	0.010830469	0.00040553953	0.001055954	2.8521066e-07	0.00048164246
ì	0.00841305	0.022917226	0.035793435	0.3944526	0.3834608	0.10432719	0.023559423	0.0035630348	0.00043152831	0.0067338236	8.159369e-05	0.016266294
s	0.025743794	0.02003606	0.03022484	0.04707874	0.20052783	0.34144625	0.14919326	0.13597599	0.038735483	0.009049261	1.6912987e-05	0.001971672
u	0.028871827	0.030576354	0.036688298	0.3585869	0.09375635	0.073858395	0.038021527	0.011111031	0.026522037	0.22580229	0.0008535538	0.07535142
m	3.7185833e-05	0.00046729128	0.0058585727	0.00036485484	0.506475	0.30820647	0.15050694	0.0100273155	0.014560176	0.0031460375	4.392228e-06	0.00034580054
e	0.0047039213	0.0064158267	0.008720748	0.32648104	0.19293112	0.21729565	0.19975077	0.021978104	0.0036727472	0.003457577	6.895276e-05	0.014523552
m	0.00018709108	0.00059269264	0.0038649081	0.0010190468	0.11652239	0.27435106	0.5406532	0.03679546	0.018620394	0.0020632716	1.2455532e-05	0.005317988
a	0.0039961035	0.005392204	0.0071395184	0.3613079	0.0966155	0.12796418	0.28413415	0.06000604	0.008792576	0.0026236593	0.00090070104	0.04112739
i	0.00024088752	0.0005357701	0.0040113763	0.0010088754	0.041981954	0.13244653	0.60731065	0.08075932	0.10412119	0.0064963726	3.6382608e-05	0.021050658
t	0.00016132287	5.9374255e-05	0.0008172112	0.00043520945	0.007230082	0.035782885	0.14361887	0.50815535	0.28150332	0.02075997	7.632721e-06	0.0014688054
u	0.00363688	0.0033034133	0.006659513	0.16608974	0.03577158	0.07502887	0.22064233	0.2692339	0.06959684	0.085453816	0.0016221597	0.062960915
s	6.0147253e-05	5.161582e-05	0.0009610747	0.0004832601	0.0014414465	0.007000939	0.05373643	0.1934813	0.65240127	0.083058365	6.561737e-05	0.0072585074
t	0.010157056	0.008106933	0.019401032	0.12778017	0.02367936	0.045729253	0.15161367	0.16977447	0.23509318	0.1477161	0.0068369037	0.054111924
a	0.00032376862	0.0006822162	0.0014762278	0.00059588	0.0025881252	0.0019458296	0.0055417833	0.019284466	0.045077078	0.009633271	0.60524845	0.3076029
c	0.00012181947	0.00013238445	0.0013202336	0.0002019207	0.0009143696	0.002854623	0.018880766	0.05129525	0.7233166	0.1420192	0.000658901	0.05828389
i	0.007851622	0.0067032394	0.011408582	0.10383835	0.026379414	0.04520862	0.15144569	0.21191235	0.19978788	0.13705185	0.0040186984	0.09439377
ù	0.0006382429	0.00044991044	0.0018264564	0.00051753613	0.0006151702	0.002414003	0.0134467445	0.015599821	0.19325079	0.71832746	0.004635463	0.048278384
r	0.023719333	0.011105969	0.015923865	0.001137386	0.00684381	0.02795377	0.040296275	0.0074124956	0.16914347	0.64446187	0.0137993945	0.03820238
i	0.003487007	0.003146108	0.0048244875	0.004836479	0.0038686797	0.0052910135	0.009784493	0.0055317115	0.09430282	0.07363927	0.69402933	0.097258635
a	0.00017494707	0.00012572858	0.0006490177	7.340645e-05	0.00016520295	0.00043900078	0.0013346894	0.0018218528	0.08058506	0.51064926	0.005271515	0.39871028
m	0.0011085072	0.00019283433	0.0014589677	5.6952485e-05	0.00024976127	0.00067578984	0.0013068166	0.009268446	0.17803368	0.70757973	0.009057939	0.09101061
a	0.0014076252	0.00096210046	0.002789962	0.022230761	0.0060471096	0.015089088	0.06174658	0.025133783	0.22091033	0.596941	0.007733563	0.03900811
t	0.00023967781	0.00016721041	0.0005138762	7.653334e-05	4.869573e-05	0.00015463815	0.00024015122	0.00051419286	0.011878284	0.9346706	0.0064165434	0.04507953
e	0.00075415085	0.00055009796	0.0016153699	0.0008799835	0.00035531633	0.00043994727	0.0005761875	0.0010106427	0.0044498	0.011074977	0.96120733	0.017086172
s	9.261321e-05	8.909601e-05	0.0006189055	6.440336e-05	5.4592467e-05	0.00012608436	0.00024065447	0.0015558186	0.010536431	0.34810868	0.036000293	0.6025124
m	0.0020241335	0.0015071282	0.003956694	0.0020200019	0.0010548246	0.0012806845	0.0016305735	0.0026990413	0.008279803	0.02172325	0.8256626	0.12816125
