 	la	casa	la	costruiscono	i	muratori	</S>
t	0.9836377	0.0071509928	0.0020517493	0.0019741512	0.0039162743	0.00042395084	0.0008449723
o	0.85226333	0.10995605	0.018556843	0.013269847	0.0053617484	0.00025597942	0.00033622744
s	0.05771188	0.93439233	0.0078163585	7.234657e-05	6.5933673e-06	4.663903e-08	5.9717144e-07
p	0.78734535	0.04482285	0.07012908	0.035779063	0.038236257	0.0030779266	0.020609457
ì	0.019704236	0.20831211	0.6324956	0.05047017	0.06601452	0.003703236	0.0193001
t	0.03881446	0.83331144	0.12510303	0.0018556126	0.0005146829	9.766099e-05	0.00030321165
i	0.36759847	0.28539664	0.10531115	0.02245507	0.12629229	0.018026674	0.07491962
t	0.001037855	0.55975246	0.41265845	0.017128326	0.006366519	0.000283292	0.0027730814
o	0.04715628	0.065650076	0.31207332	0.11299631	0.2984796	0.05602337	0.10762102
f	0.00010389706	0.07773539	0.8623348	0.03144663	0.009983396	0.0046575	0.013738473
a	0.051132806	0.0618887	0.38673902	0.18211824	0.15157947	0.03946377	0.12707798
b	8.7382774e-05	0.017554538	0.65184563	0.22096819	0.020424204	0.021502372	0.067617714
b	0.024068495	0.032715317	0.3658123	0.45585534	0.03899324	0.01451062	0.068044685
r	0.0025505924	0.13754874	0.21891372	0.016999384	0.0012540348	0.011003606	0.6117299
i	0.053126935	0.3499588	0.16727674	0.020501576	0.009259416	0.0131543605	0.3867222
k	0.0002249375	0.011036208	0.076389134	0.79144603	0.030940475	0.015200509	0.07476269
è	0.030113854	0.03787604	0.1448182	0.5811665	0.0632038	0.023722798	0.11909885
o	0.0024449108	0.0045724474	0.04771955	0.85423106	0.064574614	0.005520887	0.020936657
n	0.00014230839	0.0004628194	0.001882181	0.4735575	0.49200457	0.014154299	0.017796282
e	0.0035262776	0.0043731136	0.01480821	0.18642059	0.52528787	0.13361152	0.13197239
i	7.989342e-06	4.4104905e-05	0.0002449958	0.089810565	0.88259006	0.016770303	0.010532026
f	5.0480547e-05	9.9920035e-05	0.00047302822	0.07959687	0.87339354	0.043213177	0.003172991
a	0.0003066172	0.00032081245	0.0010565112	0.01834478	0.69193405	0.27401686	0.014020313
b	3.6690956e-06	3.151389e-05	0.000106636035	0.009689925	0.2910506	0.55332816	0.14578943
b	0.00050256995	0.000495433	0.001253882	0.01377485	0.30559066	0.64673865	0.03164405
r	0.00016416618	0.0008469701	0.00057955325	0.0027386367	0.019837644	0.63689154	0.33894154
i	0.0024449693	0.012961207	0.0058206934	0.009559383	0.28785753	0.4694095	0.2119467
k	7.5655184e-06	9.2548085e-05	0.00011056926	0.0020312814	0.1724232	0.7181827	0.10715213
a	0.0011616442	0.0011799381	0.0014693659	0.003515305	0.02992776	0.9100434	0.052702606
t	3.2941844e-05	9.661384e-05	0.00019208332	0.0030372294	0.1661678	0.6356051	0.19486822
ò	0.004796858	0.004742366	0.005523119	0.0042831716	0.105061784	0.6674071	0.20818557
r	0.0004024163	0.00048772222	0.0012760172	0.0106967455	0.25734672	0.31303194	0.4167584
i	0.0016762378	0.0017011544	0.0018315463	0.0024077278	0.0163508	0.7883956	0.18763694
</S>	3.7901993e-06	2.6912097e-05	2.1208449e-05	9.66574e-05	0.013096781	0.25680515	0.7299495
