 	voglio	che	Maria	è	di	venire	domani	</S>
t	0.25647217	0.5089388	0.015500174	0.032186292	0.023883173	0.07399929	0.074878	0.0141420895
è	0.026197823	0.004636389	0.077338286	0.079729564	0.06384514	0.29920265	0.4465204	0.0025297017
l	0.9555917	0.042150415	0.0020157676	0.00015866531	4.9502258e-05	1.2998976e-05	9.251824e-06	1.1667752e-05
o	0.7769367	0.15980254	0.01581487	0.016107017	0.0076725846	0.012098098	0.008208286	0.0033599017
k	0.077502824	0.777996	0.1376806	0.004330472	0.0014448975	0.00047354458	0.00055926933	1.2416218e-05
a	0.09745925	0.43219432	0.06396427	0.13287427	0.030878881	0.008474612	0.005644103	0.22851035
i	0.04426171	0.7677838	0.16987655	0.00665904	0.0008086075	0.0006012004	0.0010597401	0.008949275
M	0.0032191807	0.09216136	0.49986246	0.35515785	0.015983535	0.0072371084	0.013499961	0.01287859
a	0.03911851	0.036825936	0.02821237	0.5171948	0.26070863	0.005497393	0.004391211	0.108051136
r	0.07013248	0.37438494	0.4025271	0.017549835	0.0005397233	0.0005055209	0.0012003448	0.1331601
ì	0.11873364	0.33563197	0.014604333	0.06028837	0.022386935	0.012320032	0.017505964	0.41852874
a	0.010584329	0.03748043	0.70939237	0.10715587	0.061215468	0.017879283	0.04509869	0.011193559
è	0.00021280716	0.0005728294	0.050539173	0.75912035	0.13047051	0.009924921	0.00944818	0.03971112
n	0.0063819042	0.021259598	0.29980254	0.28067985	0.2857243	0.016711606	0.039583825	0.04985642
a	0.037870277	0.06950101	0.10616414	0.18463022	0.36669618	0.016650824	0.027091637	0.19139569
r	0.0001828157	0.00019922058	0.0212023	0.14291157	0.26452896	0.06360075	0.48129413	0.026080197
t	0.060075402	0.07046841	0.05992548	0.11883901	0.49024588	0.013026695	0.008586623	0.17883246
i	0.0015634225	0.0022374126	0.17319438	0.5595842	0.18234439	0.0023739806	0.002269925	0.07643224
à	5.660382e-05	8.769003e-05	0.027712055	0.26501054	0.36741772	0.05434073	0.045133047	0.2402416
v	0.0018075885	0.0021516106	0.0058559054	0.004326458	0.021467263	0.2078483	0.37977567	0.37676722
v	0.030386139	0.029413883	0.033751912	0.030469028	0.1827611	0.17342676	0.26479426	0.25499693
r	0.07188638	0.06447718	0.2171249	0.07941602	0.16523434	0.13449769	0.15732041	0.110043086
i	0.008918543	0.008902338	0.015864255	0.024839498	0.02643029	0.09772715	0.18829364	0.62902427
</S>	1.1310747e-05	1.1619671e-05	0.00012460994	0.0005834597	0.000392423	0.04990929	0.10562835	0.8433389
