 	i	bambini	piccoli	a	volte	si	vestono	pure	da	soli	</S>
a	0.98148215	0.0068460098	0.0016766144	0.0021280309	0.0011284837	0.003897446	4.1125502e-05	0.0020304348	0.00054411485	6.269598e-05	0.00016295572
p	0.16252959	0.8354885	0.0019732143	5.029446e-06	2.8617455e-06	5.734828e-07	3.557385e-08	4.3461146e-08	3.278597e-09	6.45805e-09	7.4372295e-08
e	0.17768975	0.30273852	0.3905753	0.04827552	0.06992262	0.0070997123	0.00050471316	0.0023249285	0.00029950784	4.332806e-06	0.00056505145
t	0.01800092	0.9788574	0.0030309302	7.339529e-05	2.7801736e-05	9.195315e-06	1.9419652e-08	1.8265786e-07	1.3614265e-08	1.0121581e-09	5.4648776e-08
à	0.16428402	0.3694868	0.37043837	0.038201712	0.028359296	0.01365339	0.0031472293	0.0051679374	0.0041302433	3.3710046e-05	0.0030973013
c	0.024164803	0.60826224	0.34570986	0.009025672	0.008513237	0.0024621808	5.990501e-05	0.0011911854	0.0003755002	4.5142886e-05	0.00019026901
i	0.10983428	0.79053956	0.056189943	0.0051983274	0.010185026	0.0011236592	0.00028645465	0.00075502106	0.0043668374	0.0004382637	0.021082712
a	0.007427634	0.34488896	0.63356036	0.007093739	0.005227324	0.0009392194	3.37235e-05	9.4755946e-05	3.5993366e-05	1.72356e-05	0.00068102585
k	0.0003430731	0.03466008	0.93697196	0.018179037	0.00960322	0.00022082611	1.0921524e-06	9.468027e-06	6.117441e-07	4.788672e-08	1.0513877e-05
è	0.010513442	0.046833813	0.40161124	0.20181276	0.07423776	0.002345856	0.000310988	0.004297108	0.020052841	0.020682096	0.21730204
c	0.0015553025	0.0054265154	0.81023	0.1477426	0.028353864	0.0051611243	0.00010304362	0.0006923648	0.00024244611	0.00012083425	0.00037184692
c	0.020981973	0.05312686	0.527178	0.15066756	0.07472039	0.0059406646	0.00033693548	0.007389346	0.0331952	0.0071988376	0.11926426
i	0.19021337	0.33594856	0.3160283	0.07268618	0.05976602	0.0039038337	0.00044820955	0.00019770133	0.0005207783	0.0055878256	0.014699224
a	0.0021162692	0.0067226687	0.22002153	0.40136266	0.34952495	0.014994451	0.000104862724	0.00032891947	0.0001127251	0.00019111871	0.0045198556
f	0.00030556758	0.0030300245	0.07430585	0.5837555	0.2769334	0.05963347	0.0001421156	0.0008393358	5.9791804e-05	2.3974771e-06	0.0009925409
o	0.007953139	0.0102295	0.07974512	0.40217718	0.09328281	0.12361465	0.012506366	0.06616801	0.091021426	0.010380271	0.10292147
r	2.2427199e-05	0.00022476082	0.0029191368	0.2826331	0.24427032	0.45657343	0.0012783875	0.0020804214	0.00060731167	5.485766e-05	0.009335741
