 	ieri	abbiamo	deciso	di	andare	al	mare	tutti	ma	mio	fratello	non	voleva	venire	</S>
e	0.25787935	0.2308899	0.059139274	0.048325688	0.0279626	0.08422345	0.008774292	0.14545693	0.009304472	0.10695047	0.00022210075	0.004924117	0.011902216	0.0014924463	0.0025526695
t	0.9959823	0.003096776	0.00074909505	9.615764e-05	1.0736836e-05	1.1255318e-05	4.7619372e-07	5.2092724e-05	4.162768e-08	3.7117354e-07	1.1973056e-07	4.112652e-09	5.4287995e-07	7.053392e-08	6.736353e-08
t	0.7211237	0.043996412	0.02526201	0.06296137	0.09439269	0.004775678	0.0009920681	0.021915343	0.0007950897	0.0042452165	0.0014575269	0.00024047223	0.010527138	0.002645471	0.004669854
è	0.05168735	0.036659457	0.187991	0.3144779	0.07973332	0.13106932	0.01025289	0.06525754	0.006718449	0.07107207	0.0030308787	0.0029830656	0.03131525	0.005507305	0.0022441994
d	0.09680617	0.86471903	0.036660105	0.00068169803	0.00024597233	0.00016518241	1.4863201e-05	0.00057518325	6.370084e-06	7.69124e-05	1.6013144e-06	6.3948937e-06	9.65022e-06	4.561224e-06	2.6306849e-05
e	0.025129301	0.80528075	0.16234836	0.0027013156	0.0011127567	0.00035875035	0.0012140482	0.00017473602	0.0004356558	0.00031315372	0.00052648236	0.00013579143	2.4737925e-05	3.1634285e-05	0.00021253602
c	0.0037189624	0.48882696	0.47819188	0.027178569	0.0011794933	0.00056807324	1.6595628e-05	0.00022208368	2.170169e-06	8.228954e-05	1.4270316e-06	1.1820066e-06	1.7526628e-06	1.0571234e-06	7.487051e-06
i	0.0034900515	0.39168388	0.5097816	0.05032871	0.0069999043	0.0010767865	0.0021355955	0.00463138	0.0014304031	0.004507688	0.00037083367	0.0040117297	0.0021556318	0.004003518	0.013392303
d	0.000893839	0.25113958	0.6739399	0.07110933	0.002450862	0.00015184644	5.0506143e-05	0.00013840194	7.359082e-06	3.4687808e-05	9.543288e-06	2.1694173e-06	4.944384e-07	7.7926563e-07	7.0699316e-05
è	0.0030126295	0.27711725	0.6231096	0.07665639	0.010106479	0.00071892067	0.0019462465	0.0007644089	0.00062809844	0.001972073	8.593165e-05	0.0010809269	0.00024969585	0.00040451207	0.002146834
t	0.0032226148	0.09311029	0.5168031	0.34586653	0.031198649	0.0037091752	0.000982389	0.0028533202	0.0004474719	0.0010248792	4.9362152e-05	0.0001393965	0.00028278193	6.178601e-05	0.0002481909
s	0.014350306	0.12283736	0.6895794	0.10681993	0.016702574	0.0034234165	0.0047888276	0.0036131719	0.0035636453	0.010443898	0.00018222153	0.0075026336	0.005408659	0.0033320955	0.0074518723
a	0.013825277	0.028838236	0.17694895	0.10622152	0.024528319	0.046537258	0.020925285	0.054277383	0.0449716	0.10109876	0.025817757	0.06311668	0.040381886	0.061516475	0.19099464
m	0.0002358454	0.0025396354	0.06849183	0.8349824	0.08139659	0.008849957	9.010936e-05	0.0018405771	1.6700951e-05	0.00093195663	9.709459e-06	0.000114828574	0.00020263955	0.00022013669	7.710424e-05
o	0.002725972	0.04859012	0.29045662	0.34522954	0.2810911	0.008704541	0.0025434953	0.003419094	0.0005209006	0.0013731234	2.9945526e-05	0.00076113024	0.0036386438	0.0035776072	0.007338116
n	0.00020746884	0.0012785076	0.01509594	0.5532709	0.40198717	0.023921732	0.0007212441	0.0019248782	0.00011263884	0.0005796644	2.3354392e-05	3.0078747e-05	2.4866291e-05	1.4032395e-05	0.0008075764
a	0.0033500236	0.027702559	0.1651474	0.2559395	0.4593789	0.04500276	0.013271223	0.0061552287	0.001030824	0.0026637847	4.1137788e-05	0.0013074828	0.0017183252	0.0029021888	0.01438865
p	9.121979e-05	0.0003135697	0.004039301	0.21158318	0.6153762	0.15244286	0.005942157	0.0053868694	0.0003873561	0.0005455407	4.508968e-05	4.2403506e-05	3.27598e-05	3.49491e-05	0.0037366475
à	0.0154237645	0.019945335	0.057305563	0.08397934	0.2784896	0.32729942	0.11823549	0.0067322073	0.031168584	0.018795878	0.0012576808	0.017134354	0.005771665	0.0044138986	0.014047211
m	0.0006787741	0.0013427448	0.007655664	0.10695142	0.72092694	0.097779974	0.04296882	0.008712213	0.008809921	0.0015162067	0.000551821	0.000440411	0.0007138381	0.00028914041	0.0006620804
e	0.011751225	0.02285167	0.07703155	0.11356646	0.5381145	0.12202045	0.06813089	0.010046813	0.009843558	0.0017495704	0.00026362028	0.0006811846	0.003942334	0.00860834	0.0113978
s	3.8430335e-05	7.2708455e-05	0.00029807916	0.01594398	0.07160214	0.80724216	0.030745754	0.06143427	0.0036144783	0.0024110428	0.00020997417	0.00018341924	0.0004230971	0.0005503892	0.005230086
i	0.013394966	0.015271526	0.027279694	0.038681574	0.15165716	0.44959137	0.12435227	0.020151641	0.054587245	0.01644358	0.0015741345	0.02247841	0.008308902	0.021084365	0.03514316
t	9.703001e-06	1.5061947e-05	4.2073334e-05	0.0040088315	0.009176911	0.888131	0.004110855	0.07313203	0.0036667422	0.009588462	0.00016957479	0.00050507725	0.000531117	0.001956952	0.0049556023
à	0.0061253947	0.006914696	0.012918611	0.019738583	0.09204581	0.4401746	0.11515847	0.049424313	0.13853285	0.028484317	0.003226993	0.021819105	0.007850134	0.018915042	0.03867114
l	0.00016030355	0.00017908617	0.00050058874	0.0037227003	0.028693916	0.08266233	0.70172507	0.09850266	0.06203427	0.00739726	0.009744471	0.0012004303	0.000606925	0.0007515293	0.0021185218
a	0.007892234	0.008546738	0.01274242	0.015957102	0.052373055	0.15561177	0.30421343	0.07601031	0.15256034	0.015265024	0.015998797	0.007831325	0.016893703	0.120073035	0.03803075
s	1.7709755e-05	9.102405e-06	1.1661511e-05	0.00034930962	0.0012010358	0.15643688	0.006001661	0.66665065	0.033389673	0.05984335	0.0031436274	0.0018266009	0.0036191903	0.018296327	0.049203273
s	0.006097558	0.0055113146	0.0075881174	0.00998749	0.03418704	0.15792674	0.14894351	0.061732307	0.37390402	0.042323556	0.04559558	0.014835971	0.004627947	0.031623527	0.055115327
a	0.0015639692	0.0019082159	0.0022306887	0.010921889	0.008117726	0.24118625	0.026043978	0.15463619	0.09762153	0.037924495	0.021548202	0.021463959	0.0056537003	0.0258156	0.34336358
ò	2.1975502e-05	1.2549262e-05	1.3683432e-05	0.00028836422	0.00037770884	0.074601576	0.0040493947	0.40768602	0.046976067	0.3314053	0.008525925	0.010603846	0.0040454078	0.020943481	0.09044871
l	0.0074196705	0.0016463291	0.0008307073	0.0017795588	0.0075031584	0.016271256	0.02033173	0.52949846	0.030257504	0.19775319	0.037774768	0.039272267	0.024745813	0.0446305	0.04028509
i	0.0023162875	0.0014909357	0.0017838652	0.0022492663	0.005278721	0.023627114	0.06316678	0.096475504	0.17754921	0.053301957	0.04145681	0.027882215	0.03274388	0.2741512	0.19652623
m	3.2897275e-05	7.7991435e-06	6.968117e-06	4.6357218e-05	0.00012449603	0.006357508	0.0025091718	0.33694893	0.04199266	0.3175362	0.027104562	0.03384831	0.008318366	0.032409795	0.19275606
a	0.0016737895	0.001667745	0.0024700677	0.0031268385	0.010708559	0.038021956	0.19075231	0.13238473	0.28861982	0.09312547	0.11729141	0.03792727	0.020246511	0.035738375	0.026245158
t	5.0785307e-05	1.6309978e-05	2.0530668e-05	7.344774e-05	9.849769e-05	0.0027128642	0.0074524805	0.21371944	0.079636455	0.43909046	0.06572123	0.12654997	0.008125266	0.020229273	0.03650302
o	0.0031350646	0.0023282599	0.0025019813	0.0027554033	0.0041202162	0.010204183	0.022086248	0.016452597	0.17803095	0.12579866	0.37616384	0.15074633	0.0107376585	0.040224694	0.05471385
n	2.6792775e-05	7.204826e-06	8.74165e-06	5.167241e-05	4.2053143e-05	0.0024184422	0.0010502273	0.17730305	0.01531926	0.48491585	0.02374235	0.19419855	0.011544049	0.0429021	0.046469703
a	0.0016099627	0.0012358824	0.0014990881	0.001632852	0.0031883782	0.0101656625	0.036475	0.01461251	0.21316493	0.17847721	0.24798411	0.19510251	0.017517995	0.055167917	0.022166014
d	8.122036e-05	1.389763e-05	1.911985e-05	4.2209078e-05	4.1869425e-05	0.0006892244	0.0024493523	0.068331786	0.03525146	0.2924025	0.06046475	0.44608772	0.01795703	0.047444075	0.028723808
e	0.0026029386	0.0019800053	0.0022107554	0.0022881033	0.0034088478	0.007439657	0.022296697	0.0070290365	0.14811634	0.12252908	0.4001867	0.24012794	0.006964938	0.022468679	0.010350311
r	6.881297e-05	1.2259267e-05	1.6020373e-05	3.9416824e-05	2.9088407e-05	0.00058314827	0.00096642826	0.06832831	0.014286486	0.24777728	0.038413387	0.48749754	0.020643372	0.06879379	0.052544698
f	0.005561764	0.0033542514	0.0034774635	0.0034876165	0.0042411475	0.006706539	0.012230576	0.0038134288	0.07686017	0.06374144	0.533977	0.21051133	0.0022060124	0.031231593	0.038599722
ò	0.0012913104	0.0016309478	0.0017089921	0.006006059	0.0015253463	0.03159827	0.006935575	0.30869654	0.009549034	0.14320205	0.010681083	0.06555424	0.006163647	0.034940008	0.37051693
m	0.0009368134	0.00042562166	0.00045135527	0.0006231656	0.00083373184	0.00054317113	0.011738972	0.019548867	0.02573395	0.0549154	0.39720556	0.2721716	0.11539966	0.01037087	0.08910131
u	0.005786066	0.0049758204	0.0051995064	0.005240432	0.00618381	0.008523174	0.018386293	0.009848744	0.08009874	0.06379275	0.49992824	0.22541592	0.043749686	0.013482122	0.009388754
è	0.00013632365	3.9007984e-05	4.3672582e-05	8.294859e-05	6.0610368e-05	0.00038863914	0.00058370194	0.043099392	0.0058789863	0.07548743	0.050377145	0.43740863	0.09531882	0.057570267	0.23352432
t	0.00083057315	0.00019857289	0.00014192509	0.00015622126	0.00017429012	0.000100552985	0.0002303039	0.0008726757	0.0021355948	0.008000794	0.075688004	0.07746158	0.38829166	0.10878102	0.3369363
e	0.0035835227	0.001041342	0.001080654	0.0009837359	0.001044893	0.0015757196	0.00268689	0.0033765268	0.016980493	0.024041066	0.15386254	0.15282723	0.12107189	0.34034866	0.17549486
s	4.7226105e-05	8.292776e-06	7.1146906e-06	1.2694984e-05	1.0381859e-05	6.5729546e-05	3.1294698e-05	0.008440059	0.00051688065	0.0178324	0.0050578644	0.15854953	0.065435305	0.06782687	0.67615837
e	0.0027649575	0.0007705771	0.0006239913	0.00067119015	0.00081594253	0.0014634263	0.0007814243	0.0020683154	0.007891217	0.027123215	0.08108195	0.16008544	0.030417843	0.20216846	0.48127213
n	5.5777982e-05	6.2492295e-06	3.909087e-06	1.2270383e-05	4.1577305e-06	0.00011619155	5.811739e-06	0.012095339	9.95876e-05	0.030229595	0.0006470986	0.104504615	0.035999738	0.20637779	0.6098419
a	0.00047112902	0.00011663747	0.00012775655	0.00012581222	0.00020016482	0.0005821605	0.0011552817	0.001275044	0.00986049	0.022001896	0.034051474	0.100741155	0.07491246	0.56677467	0.1876039
r	0.00017830201	3.589092e-05	4.2915108e-05	4.031405e-05	1.6653274e-05	7.0301845e-05	0.00019263782	0.0035585817	0.0016648684	0.016257118	0.011942598	0.25705284	0.118820526	0.20368984	0.38643664
t	0.0050614565	0.0018651603	0.0019343551	0.0017824925	0.0018065699	0.002414339	0.003376744	0.002160464	0.015586948	0.019283397	0.18165885	0.16195084	0.011859678	0.20133601	0.3879227
i	0.00021533245	0.00027017164	0.00028204557	0.0009855579	0.00018548661	0.0037259785	0.00077620515	0.05295499	0.00061777415	0.031850338	0.00054508867	0.022357512	0.0027009707	0.0493728	0.83315974
</S>	9.702947e-05	1.5103109e-05	1.4909739e-05	2.5404124e-05	8.368856e-06	7.983109e-05	1.534376e-05	0.004889965	0.00019222374	0.009536761	0.001630981	0.06304559	0.0188271	0.08146911	0.8201523
