 	ho	finito	di	scrivere	</S>
s	0.80720806	0.124984026	0.040586337	0.0007426901	0.026478846
p	0.62511	0.123820804	0.23276709	0.0021750121	0.01612713
ì	0.05087792	0.051485755	0.8939122	0.0008910778	0.0028331184
c	0.01529294	0.9834958	0.0011408052	4.5813167e-06	6.604049e-05
c	0.013963123	0.8585109	0.009984891	0.0581078	0.05943325
e	0.039220806	0.9554035	0.00025204578	0.0018239933	0.0032996847
t	0.06087196	0.8802972	0.023415597	0.006440081	0.028975228
s	0.10976983	0.06309782	0.021876331	0.728351	0.07690501
a	0.439931	0.028232886	0.2855847	0.13071921	0.11553212
à	0.019391783	0.027063224	0.9425814	0.0052780616	0.0056854715
t	0.002816744	0.056424055	0.9383928	0.0008456863	0.0015206726
s	0.0054406174	0.047147978	0.44197586	0.42298013	0.08245553
e	0.0058565075	0.010390802	0.0593754	0.5024125	0.42196482
g	2.8071654e-05	5.4785065e-05	0.9608278	0.0026116795	0.036477655
r	0.018205319	0.054595295	0.24606402	0.5744497	0.10668568
à	0.011116679	0.01070585	0.61122644	0.13998887	0.2269622
t	0.013046743	0.016057752	0.7128068	0.14843374	0.10965493
s	0.0035166296	0.004267208	0.027713956	0.9542127	0.01028945
i	0.010177964	0.008634722	0.09789098	0.66920656	0.21408984
</S>	0.00016861488	5.6746052e-05	0.18855764	0.008416216	0.8028008
