 	lo	sentii	che	viene	</S>
t	0.98908395	0.003232496	0.0018659956	0.00080232206	0.0050152424
o	0.9794941	0.010534194	0.0056675305	0.0015877878	0.0027164598
n	0.91937345	0.059315834	0.013122979	0.007358944	0.0008287802
ì	0.20922852	0.07155796	0.037300363	0.13977803	0.54213506
k	0.022760887	0.8869159	0.0076474724	0.074557714	0.0081180455
u	0.7707987	0.10748183	0.054926116	0.019732222	0.047061156
s	0.032125868	0.2134809	0.046157975	0.5858744	0.12236083
a	0.12644576	0.18890288	0.5857826	0.031731658	0.06713714
n	7.869613e-05	0.0020114551	0.92873806	0.039758623	0.029413175
a	0.018443149	0.031901974	0.50594217	0.3995307	0.044182014
r	0.00034310334	0.015594796	0.38941845	0.24681002	0.3478336
t	0.04254365	0.069094986	0.31936333	0.5369571	0.03204101
i	0.0035550005	0.005661119	0.08036156	0.7470618	0.16336052
</S>	4.1794756e-05	0.00086818106	0.042938836	0.68179846	0.27435276
