 	il	morto	vuole	pianto	</S>
t	0.95186096	0.040575624	0.001926728	0.0018503099	0.0037863369
o	0.96743864	0.03079891	0.0011956102	0.0001791546	0.0003876974
n	0.41326413	0.58509463	0.0016359235	3.4263928e-07	4.9755854e-06
a	0.4481785	0.46928093	0.00412402	0.007962315	0.07045425
p	0.29127002	0.6831591	0.003874786	0.0001913334	0.021504778
e	0.111045025	0.8138248	0.003917407	0.0033968561	0.06781583
s	0.010933581	0.8288516	0.023623653	0.0025920193	0.13399924
a	0.1441628	0.7627665	0.004514374	0.004498833	0.08405766
m	0.0044913287	0.30656692	0.03237163	0.07699455	0.57957554
m	0.12403683	0.746082	0.05158892	0.010592955	0.0676994
è	0.11596095	0.12631536	0.0024928304	0.0033953257	0.7518355
n	0.3302116	0.620608	0.046716344	0.00015482496	0.0023092348
o	0.6857082	0.20598361	0.02615545	0.009786757	0.07236593
t	0.0063448413	0.014515752	0.6322728	0.20035683	0.14650977
è	0.054321222	0.062425155	0.03177054	0.40537357	0.44610947
l	0.0015569084	0.0036016577	0.60454834	0.28178167	0.10851143
i	0.012018339	0.013775974	0.01716512	0.94235873	0.014681826
g	5.970263e-06	5.547845e-06	0.0013182372	0.9773655	0.021304771
l	0.0019801233	0.0021497747	0.002439558	0.9558182	0.037612386
e	0.0008615883	0.0006921984	0.009710318	0.8937486	0.094987415
m	3.52084e-05	2.328505e-05	0.0022119004	0.82878315	0.16894643
m	0.001113698	0.0011286829	0.0013588156	0.91120756	0.08519124
è	0.034472022	0.020905778	0.022886546	0.275281	0.6464547
n	0.0053762095	0.0038585698	0.019383006	0.88819	0.08319217
o	0.045781832	0.035745747	0.052916348	0.38531014	0.48024592
</S>	3.712976e-05	1.9111105e-05	0.00034514625	0.14224507	0.85735357
