 	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.97289306	0.012384568	0.0025038843	0.0020393434	0.0030678085	0.00016190877	0.0043964237	0.0020807113	2.1497746e-05	0.00045081542
n	0.89332426	0.10437833	0.0015116892	0.0004091686	0.00029070483	7.55886e-05	7.923208e-06	9.66685e-07	8.25916e-08	1.1758605e-06
è	0.1485455	0.07218115	0.21147646	0.42670313	0.09396081	0.018129192	0.0018276268	0.0024777423	0.005546826	0.019151503
g	0.19902387	0.71012557	0.07229878	0.014169033	0.0038023603	4.8115293e-05	0.00029060466	0.00014233377	1.7364873e-05	8.201189e-05
r	0.025945127	0.29565668	0.5486832	0.123190336	0.004924783	1.4877072e-05	2.231795e-05	1.7254168e-05	0.0009304252	0.0006150169
a	0.025701368	0.25634867	0.65243596	0.051732145	0.0048571234	0.00016887108	7.188522e-05	0.00011989368	0.00589898	0.002665106
t	0.0023638853	0.019608326	0.34927264	0.58767706	0.040169127	0.0003942932	0.00020388752	0.0001539064	4.794376e-05	0.00010894329
s	0.025208956	0.034205895	0.39098668	0.41491967	0.044174626	0.0060942783	0.01902362	0.026737822	0.020887561	0.017760875
a	0.009958629	0.333747	0.16435461	0.22747006	0.044243727	0.009376786	0.043636028	0.10070048	0.024947625	0.041565053
m	0.00014911724	0.008278263	0.05922327	0.7365146	0.18469866	0.0043252516	0.0035398665	0.0028915089	3.888643e-05	0.0003404836
à	0.014608527	0.023859207	0.25660402	0.53087884	0.10412214	0.04528443	0.0063327565	0.003394225	0.004057711	0.01085824
i	0.041143112	0.024853928	0.23926723	0.12636355	0.37195244	0.121675484	0.047936395	0.019029004	0.00030545634	0.0074733826
è	9.5712225e-05	0.0004812355	0.00086744124	0.026988778	0.8751143	0.082377926	0.011917374	0.001787515	5.1697098e-06	0.00036456
n	0.0019901625	0.0005980888	0.0039760377	0.024997858	0.43515104	0.48671812	0.04000308	0.0062492737	8.195387e-06	0.0003081595
a	0.013187896	0.023322016	0.14396739	0.23643583	0.3343772	0.10028771	0.0070769964	0.0011620743	0.0069227433	0.13326009
g	0.0002496049	0.00047449736	0.0012815982	0.010752468	0.30599388	0.12412014	0.3745427	0.13178493	0.011261535	0.03953868
r	0.0060422937	0.008023863	0.032662325	0.06184583	0.09985286	0.23048669	0.3437948	0.029196635	0.009821188	0.17827353
à	0.005833544	0.012453109	0.009144424	0.020367235	0.08727556	0.022414634	0.16050817	0.038612347	0.04662144	0.5967695
m	0.00201432	0.0018239408	0.002980638	0.006723746	0.08169485	0.6733038	0.12875025	0.07652252	0.0107713705	0.015414575
m	0.028617984	0.030225765	0.044063326	0.052636053	0.063130446	0.38100952	0.19695663	0.11192796	0.08207782	0.009354446
a	0.12812328	0.15555093	0.13728559	0.13235137	0.2509803	0.059605453	0.039104763	0.0132787265	0.037128482	0.04659112
s	0.000282638	0.0032829854	0.0007734114	0.0016955629	0.041926023	0.03089745	0.37818697	0.39221886	0.02926936	0.12146677
o	0.019329367	0.023030352	0.018071603	0.020043885	0.020836849	0.06558266	0.05952618	0.11639447	0.19803494	0.4591497
n	1.8171317e-05	0.00030108853	6.7150286e-05	0.00019717266	0.007551444	0.0008981384	0.22829945	0.6302402	0.029435068	0.102992065
a	0.0032147544	0.003171238	0.0038770426	0.0043635746	0.0048535788	0.037502225	0.051547423	0.22188596	0.5933417	0.07624251
d	0.00012981029	0.00028810327	0.00014667505	0.00015099254	0.0011670153	0.0020051461	0.029461218	0.53559464	0.15902665	0.27202973
e	0.0029202574	0.0027866992	0.0030739042	0.003120403	0.0031177334	0.013322184	0.013294808	0.0684885	0.86192435	0.027951235
r	8.217147e-05	0.00026108138	9.6494594e-05	9.387794e-05	0.000719278	0.00077465	0.012706204	0.1759167	0.10483069	0.7045189
f	0.002778964	0.0026258011	0.0024889063	0.0024066987	0.0022004838	0.0056368606	0.0046813115	0.01811477	0.8580101	0.10105613
ò	0.00015506882	0.0028402226	0.00047651702	0.00057177024	0.0031400975	0.0001859389	0.009473681	0.005899922	0.01861803	0.9586388
m	0.0016955521	0.001214015	0.0011426486	0.00094021886	0.0034246964	0.022089256	0.0022575033	0.012921385	0.4956132	0.45870158
m	0.009472501	0.009108529	0.009458843	0.009125545	0.009356373	0.017269842	0.01376734	0.0404134	0.73886436	0.14316328
u	0.04955023	0.053525735	0.046692785	0.042683206	0.0527706	0.021702092	0.019930672	0.018030927	0.1355404	0.55957335
</S>	0.00036318914	0.0005146944	0.00029368454	0.00020923346	0.00034884783	0.00054022414	0.00021851198	0.0014952878	0.23290415	0.76311225
