 	lo	posso	finire	di	scrivere	</S>
o	0.95547664	0.0064722	0.021262152	0.012662644	9.483719e-05	0.0040314416
s	0.4902358	0.50975	9.538584e-06	3.075279e-06	4.6107218e-07	1.1161858e-06
ò	0.47189093	0.02490049	0.005718398	0.39478955	0.08968379	0.013016735
z	0.09181799	0.90156996	0.0061786817	0.00034869756	1.773648e-05	6.703023e-05
o	0.6102109	0.29844868	0.06362371	0.009758337	0.006813506	0.011144856
s	0.0075223777	0.8124238	0.055799037	0.11800287	0.00026872402	0.005983123
p	0.045414373	0.06461064	0.34483573	0.22787872	0.2304061	0.08685437
i	0.00064724643	0.013616631	0.49776295	0.25070038	0.02997402	0.20729871
c	0.00020066374	0.030212412	0.685089	0.27784777	0.00033009416	0.006320045
c	0.057894226	0.054512363	0.26640698	0.06819635	0.4416485	0.11134163
è	0.00090386916	0.0027181336	0.84672517	0.007569657	0.059923936	0.08215912
t	0.12918678	0.2293259	0.36104912	0.24168636	0.0056606075	0.033091284
s	0.04387622	0.057860218	0.7075741	0.11163605	0.044758543	0.034294877
i	0.029164132	0.049632408	0.17667896	0.16578753	0.03276977	0.5459672
à	5.3578708e-05	0.0026336322	0.03182759	0.9362821	0.0007540282	0.028449075
t	0.0019401704	0.028219003	0.018187203	0.94836545	0.0012307558	0.0020575
s	0.003087538	0.006405381	0.123435296	0.44903392	0.35757008	0.060467776
e	0.0057164626	0.008841136	0.019547844	0.07920481	0.3299505	0.5567392
g	1.1480937e-05	0.0002457555	0.000569904	0.8036084	0.003370606	0.19219382
r	0.011347753	0.015860533	0.1688221	0.20704943	0.30167505	0.29524514
à	0.0034606305	0.006792977	0.010902372	0.32758924	0.17142224	0.47983253
t	0.004574865	0.056443658	0.006733735	0.6524295	0.12898317	0.15083507
s	0.0019401619	0.0030073943	0.004318195	0.021275239	0.92148024	0.04797873
i	0.0027002569	0.0036621473	0.0038735059	0.033698644	0.52280194	0.43326348
</S>	3.653289e-05	0.0003185989	6.711543e-05	0.04913144	0.006697027	0.9437493
