 	io	non	ho	cosa	da	mangiare	</S>
e	0.96768403	0.008297944	0.005007442	0.002815886	0.011867857	0.0015944684	0.0027325018
v	0.9498387	0.050136704	1.579983e-05	8.053672e-06	1.3546568e-07	1.8860993e-08	5.562606e-07
ò	0.31232092	0.45299634	0.13094988	0.059428517	0.01837029	0.012212834	0.013721257
e	0.5350382	0.25952974	0.17144914	0.027400138	0.0050025927	0.0008158517	0.0007643972
n	0.0059603974	0.9472421	0.036353406	0.010367836	6.505954e-05	5.0344092e-06	6.2186577e-06
è	0.010997357	0.06570224	0.68166447	0.14098035	0.019624382	0.04188726	0.03914397
c	0.0022792844	0.22105168	0.5647571	0.20662943	0.0022413298	0.0015993684	0.001441765
h	0.00814178	0.03493634	0.35753524	0.47725636	0.0054366942	0.07017948	0.0465142
o	0.08319854	0.035872493	0.3055925	0.494567	0.0021373667	0.04763007	0.031002022
t	0.0012524636	0.009218632	0.080037855	0.60413694	0.28753194	0.0057752165	0.0120469155
i	0.053694826	0.06822093	0.06680091	0.14250425	0.048269164	0.5228169	0.09769297
è	2.7141446e-05	0.0001999889	0.0038347424	0.034511946	0.74360305	0.074245185	0.14357805
n	0.011445712	0.022755843	0.01295267	0.1257622	0.7034321	0.09115106	0.032500308
a	0.029414842	0.030838266	0.047474895	0.12913258	0.35135242	0.25122505	0.16056192
f	2.2223343e-05	0.0001591924	0.00040560373	0.0020732558	0.94410807	0.045680236	0.007551452
à	0.005102313	0.006810471	0.0063239476	0.009543686	0.048401456	0.8996118	0.024206325
o	0.00045033934	0.0014689526	0.0024628036	0.0035785735	0.14891241	0.688394	0.15473288
</S>	4.027939e-05	0.00010876172	8.5584965e-05	0.00024064002	0.015153144	0.10685708	0.87751454
