 	il	ladro	è	entrato	da	qui	</S>
o	0.90307516	0.045769397	0.008833323	0.0035494252	0.022213684	0.012466477	0.004092562
l	0.99783105	0.0021242942	3.944355e-05	4.2014935e-06	1.9952222e-07	3.292352e-07	3.1074543e-07
à	0.4551587	0.40474933	0.029855262	0.0049242275	0.0561819	0.042244904	0.006885553
d	0.14940062	0.83732224	0.011732804	0.0012108025	0.00024901622	5.883515e-05	2.5634778e-05
r	0.16868508	0.8128849	0.01501696	0.0018873229	0.0010727748	3.1385232e-05	0.0004216451
o	0.15359372	0.7064823	0.031688597	0.050012745	0.03695755	0.0014107259	0.019854441
i	0.002435814	0.029052962	0.9434698	0.023203665	0.0016976885	7.0337606e-05	6.967645e-05
m	0.003177762	0.008171359	0.9456045	0.01825919	0.020948423	0.0028099925	0.0010287273
b	0.006907633	0.0489563	0.09063366	0.62054616	0.15168385	0.028213691	0.05305869
ì	0.0058890367	0.014591712	0.07951942	0.6611625	0.009648265	0.005810882	0.22337814
k	0.0038362287	0.016077528	0.03206126	0.8865669	0.04703452	0.008590758	0.005832819
e	0.015676893	0.031797644	0.026003864	0.86211	0.053519737	0.00092358066	0.009968299
a	0.00048174168	0.00047506808	0.030539036	0.072614916	0.81444186	0.024828522	0.056618903
p	0.00056149944	0.00021244469	0.011011274	0.0023994988	0.07012611	0.88531756	0.030371616
ò	0.00020935688	0.00028555174	0.00087705086	0.004422298	0.016468741	0.94241154	0.035325423
t	0.00078167766	0.0011400747	0.008335633	0.025097314	0.13102709	0.75908744	0.07453079
t	0.004838079	0.0051473514	0.0067658788	0.016755866	0.021877548	0.89772564	0.046889637
u	0.0003784911	0.0002959038	0.0010629531	0.0006517882	0.017603427	0.91737044	0.06263693
</S>	2.799436e-06	2.0019093e-06	1.9833178e-05	4.5312586e-06	0.00064072036	0.9422962	0.05703383
