 	è	facile	che	stanno	ancora	svegli	</S>
è	0.973075	0.012056833	0.005550463	0.006373088	0.0008940523	0.0004885265	0.0015620486
f	0.63562304	0.35714653	0.0029989404	0.0033080685	0.00091565197	6.541379e-06	1.3772442e-06
à	0.44312263	0.33148068	0.035206083	0.050329696	0.13805234	0.0010077852	0.00080074853
c	0.0019488601	0.99141425	0.0030449824	0.001838434	0.0012862545	0.00045072663	1.6492775e-05
i	0.036355887	0.8301028	0.038775414	0.0041647935	0.00055626465	0.008102284	0.08194258
l	0.08313537	0.7947504	0.058266804	0.0032973732	0.010392952	0.0037601707	0.046396874
e	0.028574156	0.33520505	0.22964354	0.050295588	0.0056318915	0.05368702	0.29696274
k	0.00043618062	0.01398022	0.77977085	0.17916624	0.0048367623	0.000706985	0.0211027
a	0.012610746	0.12939405	0.40637684	0.32876322	0.0019034505	0.023177315	0.097774394
s	0.00044565377	0.0052408488	0.26585573	0.64731616	0.0108258715	0.0037403968	0.06657526
t	0.05969425	0.11131372	0.36451545	0.29410985	0.024647096	0.011102717	0.13461688
è	0.083154775	0.019531555	0.480732	0.20370834	0.013117475	0.012873162	0.18688275
o	0.012925982	0.02276795	0.09710766	0.63359946	0.21156096	0.004592995	0.017444981
n	0.00051460945	0.003813947	0.026396984	0.57421756	0.2876483	0.09055564	0.016852874
e	0.009774132	0.020447113	0.084287964	0.3191702	0.0242338	0.11517671	0.42691004
a	0.00010965815	0.00016250859	0.010610401	0.18649931	0.74180526	0.014753444	0.046059534
n	5.9635735e-05	0.0002683397	0.001896291	0.025229542	0.75082713	0.22079478	0.00092433445
k	0.004370597	0.008303584	0.057025243	0.16036156	0.18039842	0.43682805	0.15271251
ò	0.006364574	0.003960981	0.008469581	0.0513587	0.030926814	0.020516803	0.87840253
r	0.003105638	0.0033818935	0.011011425	0.06417137	0.7722569	0.039467365	0.106605396
a	0.10869376	0.111465186	0.13178462	0.16964154	0.3660693	0.061062858	0.051282752
a	0.00022648404	9.472898e-05	0.0040396657	0.015546645	0.06744003	0.41731924	0.49533316
t	5.3804477e-05	0.00012496252	0.00023056132	0.0012505724	0.085026234	0.79206353	0.12125034
s	0.0007705569	0.00064134074	0.00395085	0.006572222	0.2997806	0.637593	0.0506914
ù	8.799263e-05	5.7073517e-05	0.00014189776	0.00015549385	0.0022706664	0.040281296	0.9570056
n	0.00016787222	0.00010363376	0.00017118565	0.0004198379	0.039154492	0.89018464	0.069798365
n	0.009959331	0.0077500646	0.011253696	0.009569085	0.06037616	0.80610025	0.09499142
i	0.041394502	0.027147371	0.018391011	0.030165384	0.07354876	0.38183716	0.4275158
t	0.00012665811	6.946311e-05	0.0002207611	0.00022237077	0.030128429	0.71046466	0.2587676
i	0.002652229	0.002153675	0.0029106573	0.0024108288	0.01120106	0.14421916	0.8344524
</S>	6.2595377e-06	1.5924772e-06	2.7737444e-05	2.1988504e-05	0.0012801744	0.14373691	0.85492533
