 	la	pasta	vuole	sale	</S>
i	0.97921354	0.016632933	0.00048813905	0.0030273753	0.00063797715
p	0.050046925	0.9492127	0.00046250582	0.00027577637	2.1271685e-06
à	0.188734	0.024335742	0.0021641497	0.54588187	0.23888421
s	0.035977274	0.9526686	0.01022475	0.00095749	0.00017184704
t	0.17822082	0.8011223	0.004625058	0.014037089	0.001994735
a	0.035132285	0.95085377	5.93178e-05	0.0037984452	0.010156082
ì	0.027416287	0.62114877	0.026237998	0.28548506	0.039711855
t	0.010291422	0.030549467	0.64751446	0.25282767	0.05881705
e	0.016611496	0.0158263	0.03502053	0.52207273	0.41046894
l	9.25959e-05	0.016348273	0.027143134	0.4519147	0.5045013
e	0.008559548	0.0032124536	0.023220591	0.84685326	0.118154205
à	2.9069055e-05	0.0032548194	0.013331237	0.52368385	0.459701
l	0.00039173625	0.00025930128	0.0041051744	0.9464404	0.048803326
a	0.0007179094	0.00013060794	0.0005303398	0.91213477	0.08648632
</S>	0.00018887324	2.5042706e-05	0.00017764163	0.18775791	0.81185055
