 	lo	ho	finito	di	fare	</S>
t	0.9549466	0.019758526	0.006632515	0.01393123	0.00064727716	0.0040840046
o	0.97906196	0.0014468582	0.00092608196	0.018245779	2.2619042e-05	0.00029659853
s	0.77155584	0.19956726	0.018305777	0.009470064	0.0008817159	0.00021937463
p	0.7186467	0.0028658207	0.004786347	0.14325695	0.032230444	0.098213725
ì	0.0023807778	0.03014808	0.037010837	0.89990264	0.0033431337	0.027214464
c	0.009248879	0.44758323	0.5394088	0.0035248853	9.003723e-05	0.00014422266
c	0.018169282	0.04595052	0.9139364	0.0068134987	0.0029203305	0.012209956
e	0.07395244	0.06797377	0.8294228	0.0015294262	0.015860924	0.01126064
t	0.011079308	0.10461729	0.78984797	0.030713936	0.0041828942	0.059558623
s	0.085973375	0.05750543	0.63959116	0.03242404	0.029829241	0.1546767
a	0.08400357	0.24921274	0.13136734	0.35896862	0.0372686	0.13917914
a	0.00084432843	0.044047467	0.03213125	0.9103168	0.0064043165	0.006255767
t	0.0010903771	0.0010874672	0.0067215944	0.58889544	0.091111585	0.31109357
s	0.008150543	0.016776312	0.2701059	0.08863737	0.20472163	0.41160828
è	0.0005375698	0.0016234178	0.0014606596	0.008469598	0.15555988	0.8323488
k	0.0030373123	0.00859027	0.023565719	0.32181823	0.52241963	0.12056883
à	0.0056316117	0.0068667037	0.016254105	0.017404916	0.94739544	0.006447147
m	0.0042666965	0.0071019502	0.004019404	0.06270552	0.80996984	0.11193664
i	0.0059880633	0.008289575	0.007769249	0.01090655	0.8558103	0.111236304
</S>	6.702073e-05	0.00030791396	2.4265106e-05	0.0024369964	0.04783016	0.9493336
