 	la	pasta	vuole	sale	</S>
i	0.97921354	0.016632933	0.00048813905	0.0030273753	0.00063797715
p	0.050046925	0.9492127	0.00046250582	0.00027577637	2.1271685e-06
à	0.188734	0.024335742	0.0021641497	0.54588187	0.23888421
s	0.035977274	0.9526686	0.01022475	0.00095749	0.00017184704
t	0.17822082	0.8011223	0.004625058	0.014037089	0.001994735
a	0.035132285	0.95085377	5.93178e-05	0.0037984452	0.010156082
t	0.027416287	0.62114877	0.026237998	0.28548506	0.039711855
è	0.059363898	0.059463456	0.03227036	0.11064643	0.73825586
l	0.02083388	0.124898836	0.76971394	0.023679944	0.0608734
i	0.14392711	0.145383	0.15203762	0.2507924	0.30785984
à	0.00027252504	0.012397873	0.03166646	0.5401346	0.41552854
l	0.0011710356	0.0014406119	0.04490543	0.8563522	0.09613069
a	0.004078984	0.00072271586	0.0030872512	0.92064196	0.07146906
</S>	0.00025198457	0.00016109795	0.0015119709	0.2258154	0.77225953
