 	quando	è	arrivato	Giovanni	Anna	stava	e	dormiva	</S>
m	0.99630153	0.002036478	0.00035625	0.0005066695	0.00026585982	0.00031574015	0.00019336495	6.6670164e-06	1.7407858e-05
ò	0.5129056	0.47768226	0.0070837354	0.0023197995	2.230613e-06	6.504183e-07	1.384553e-06	6.527983e-07	3.6784206e-06
t	0.054510172	0.70787996	0.1852487	0.05030597	0.0016518683	0.00039955776	3.522008e-06	1.2217565e-08	2.774385e-07
t	0.329453	0.20981927	0.38013515	0.042604815	0.01395758	0.021473687	0.0010711144	7.868421e-05	0.0014066678
i	0.42931855	0.114322074	0.13077609	0.048600666	0.19773784	0.07212473	0.0029780157	9.092314e-05	0.004051113
è	0.00027582812	0.2050871	0.633603	0.1593822	0.0014185435	0.0002319027	1.4642164e-06	4.028892e-09	1.7578758e-08
t	0.0013976293	0.049585856	0.6045586	0.34295666	0.0008422218	0.00065449986	3.919503e-06	2.6561104e-08	6.2047485e-07
t	0.03751747	0.036730323	0.38005573	0.42233407	0.02103571	0.059124667	0.020092832	0.0027210992	0.020388111
a	0.027067851	0.035259727	0.82597804	0.04396023	0.0077332933	0.012883728	0.013272542	0.0010450579	0.03279955
s	8.17734e-06	0.0030159957	0.7437935	0.2500272	0.0018974774	0.0011989367	5.6175642e-05	9.230305e-08	2.4196202e-06
e	0.03313858	0.050288055	0.19553988	0.33867064	0.058890283	0.2068975	0.10227865	0.0018194029	0.012477049
o	3.5706612e-06	0.0010267213	0.46692795	0.5232243	0.0059827194	0.0024881253	0.00030342475	9.488717e-07	4.2206157e-05
G	2.2194426e-06	6.11294e-05	0.0036298712	0.9717774	0.0217488	0.0027486007	9.896533e-06	1.1957938e-07	2.1971207e-05
i	0.012771126	0.017586855	0.07146327	0.5562008	0.06530409	0.0045463475	0.0017535967	0.0399702	0.23040375
o	9.240801e-05	0.0009665242	0.07939929	0.89659786	0.016462404	0.00035164872	3.1052412e-05	9.274562e-05	0.0060060606
v	1.5139751e-05	0.00022563133	0.00325436	0.48826998	0.45334506	0.054207895	0.00019352249	3.304529e-06	0.00048508483
à	0.006708646	0.011916062	0.029615127	0.27297035	0.3965965	0.0054169237	0.0016658691	0.041579384	0.23353112
n	0.00081763114	0.002020703	0.0020067366	0.0768126	0.88136286	0.033403743	0.0022497973	0.00019421414	0.0011317024
n	0.022409892	0.024041777	0.030887332	0.09798671	0.7168259	0.019115826	0.0037771529	0.011807352	0.07314804
i	0.032626722	0.035667542	0.037925124	0.4898622	0.38226843	0.0083731115	0.0003435887	0.0009600511	0.011973293
e	3.4495704e-05	0.00018995773	0.0028059564	0.00807677	0.895541	0.08626798	0.0013896758	7.181709e-05	0.0056223823
A	4.212364e-06	6.335728e-05	0.00052849046	0.0062751747	0.34348446	0.64076865	0.0069264877	8.589998e-05	0.0018632924
n	0.00014621043	0.00034344496	0.0003550825	0.0018752525	0.3518836	0.6282229	0.014916543	0.00029568785	0.0019613083
n	0.0058575477	0.004639297	0.0052053407	0.013735995	0.6818002	0.192488	0.020820059	0.010100136	0.065353364
a	0.032961577	0.017785624	0.012367081	0.06331997	0.6857663	0.17565003	0.0032327275	0.00067995634	0.00823674
ì	3.4500415e-05	0.00014806447	0.0010339104	0.0009536951	0.0866072	0.8303448	0.064166486	0.00058723066	0.016124124
s	9.388852e-06	6.0399158e-05	7.665622e-05	0.00019656602	0.021725157	0.9425461	0.03470985	6.066864e-05	0.00061515084
t	0.0031097727	0.002625658	0.0023222407	0.0028274136	0.14121708	0.39817068	0.1876995	0.12921588	0.13281181
i	0.0005871548	0.00063964986	0.0037648468	0.0052829986	0.033373546	0.09987627	0.10525903	0.29846394	0.45275253
g	2.730878e-06	3.2383854e-05	0.00024506458	0.00039237732	0.0065376023	0.22065304	0.72525436	0.018009132	0.028873382
g	0.0012097838	0.0009777512	0.0010812244	0.0018842354	0.1540022	0.4553823	0.34422413	0.015525128	0.025713203
h	0.0025248257	0.0021840786	0.0033556337	0.0061066677	0.13990206	0.6409396	0.10185047	0.0062289257	0.096907735
e	0.0037810372	0.004598096	0.0071168356	0.0076545747	0.043022875	0.30530635	0.35433775	0.059424188	0.21475832
c	0.00011641337	0.00041640122	0.00097197894	0.0002470004	0.0022209769	0.1079206	0.7275286	0.045233604	0.11534448
è	0.0014526541	0.0017071698	0.0016574506	0.001703314	0.026417334	0.103304476	0.47534698	0.25479892	0.13361168
p	0.005818437	0.011818595	0.0038842794	0.0026625348	0.010209708	0.20605068	0.24075435	0.34445578	0.17434566
l	0.0016525371	0.0019675018	0.0019298691	0.0016480942	0.003310699	0.009223989	0.06501499	0.794572	0.12068029
o	0.0005871696	0.0011796731	0.00754809	0.0037778947	0.0017759003	0.0060808226	0.081085764	0.5334692	0.36449552
n	8.565647e-06	6.002471e-05	0.00026534556	7.23335e-05	8.471471e-05	0.0025005732	0.16215232	0.5433311	0.29152507
n	0.0031187998	0.0037865029	0.003390204	0.0028301426	0.01266338	0.03750519	0.20537199	0.581492	0.14984182
e	0.0009607036	0.0014061116	0.0019467074	0.0012320143	0.0018653927	0.005823484	0.027874913	0.5648696	0.3940211
</S>	2.9597195e-05	0.00011745929	0.00022959273	2.8081504e-05	4.7837817e-05	0.0009165195	0.039121002	0.52272487	0.43678504
