 	i	genitori	non	è	che	li	dimentichiamo	mai	</S>
u	0.9859385	0.0031570073	0.0011663357	0.0021880204	0.00071696535	0.0055423453	0.0009048338	9.522745e-05	0.00029071845
g	0.21005528	0.7885341	0.0013920902	1.2668714e-05	3.745579e-06	1.865779e-06	2.1154813e-08	2.5937603e-09	1.5529508e-07
e	0.11131711	0.22839846	0.27774864	0.117851615	0.075216964	0.16225319	0.001615069	0.006055825	0.01954312
n	0.33600524	0.6616226	0.0019866088	0.00019300559	7.774777e-05	6.389766e-05	1.0672955e-05	2.7378464e-06	3.7530233e-05
i	0.052470393	0.829958	0.074368455	0.006569804	0.0014381241	0.009853232	0.00013824357	0.006664761	0.018539028
t	0.10446682	0.8130869	0.06266661	0.013223719	0.0031620278	0.002782947	5.9255806e-05	5.6457684e-05	0.00049525546
ò	0.14692596	0.34232038	0.15719208	0.030349392	0.03604754	0.2570663	0.0025940088	0.0043784734	0.023125859
r	0.042720802	0.24440485	0.40496355	0.18782598	0.067626186	0.04468681	0.0018750682	0.0018028045	0.0040939767
u	0.2215253	0.44622874	0.15853094	0.009648063	0.02486482	0.048658613	0.0014724832	0.023868907	0.0652021
e	0.0011583198	0.04691348	0.614921	0.30051163	0.025614403	0.009324793	2.1591539e-05	0.0002945295	0.001240206
n	0.0011678252	0.10098564	0.5246919	0.28503454	0.06389471	0.022658076	1.3627451e-05	6.8583635e-05	0.0014851375
è	0.023735283	0.066038586	0.27182147	0.15538311	0.25834528	0.09207701	0.0005630977	0.032374524	0.09966162
n	0.0043879533	0.028688848	0.2916218	0.5142296	0.10208245	0.05326757	6.6235116e-05	0.0010858674	0.0045696585
u	0.08131555	0.099744596	0.21346436	0.22822349	0.30787063	0.011800924	0.00024709228	0.007959176	0.049374152
s	4.9706756e-05	0.00013241224	0.001785497	0.05399033	0.10030193	0.83942944	0.0035123515	8.323942e-05	0.00071517477
a	0.012078927	0.015357401	0.030813396	0.032956637	0.2610589	0.14404535	0.3678125	0.080669165	0.0552078
l	3.030674e-05	6.814882e-05	0.0005747779	0.0114176795	0.020371225	0.8326311	0.118457325	0.0037934422	0.012655901
l	0.0033311453	0.003968429	0.0066478616	0.0083475355	0.046327963	0.05592335	0.68683916	0.14614533	0.042469207
i	0.0011870075	0.0012620955	0.0018844809	0.013981507	0.0044100056	0.031718552	0.16774344	0.47314328	0.30466962
m	0.00011127088	0.0001719016	0.00059926265	0.008183201	0.004611357	0.24458197	0.11344943	0.22349013	0.40480143
o	0.0074777366	0.008216954	0.011880003	0.015852086	0.071188495	0.07874761	0.7522176	0.035164937	0.0192546
n	0.0015942758	0.0019713044	0.003457394	0.012010509	0.014664492	0.43284228	0.29166925	0.07396331	0.16782725
ì	0.020074775	0.020045543	0.021540416	0.029537106	0.06290744	0.09649397	0.41360816	0.24515723	0.09063533
s	0.009453584	0.010398422	0.022423277	0.08081248	0.06700513	0.1790514	0.19274932	0.16031675	0.27778968
o	0.018121121	0.018431563	0.020409439	0.027523737	0.02840116	0.070452765	0.31559673	0.44422904	0.056834437
m	1.1423509e-05	1.42545705e-05	3.7959802e-05	0.0005625517	0.00013122393	0.0040989844	0.0014358481	0.73775184	0.2559559
e	0.0031918841	0.0031900886	0.0037015064	0.0045368047	0.010454448	0.0141618885	0.20802586	0.66046804	0.09226946
m	7.9175545e-05	9.099527e-05	0.00016923659	0.00087994226	0.00048224078	0.016224943	0.012494646	0.44871598	0.5208628
a	0.0015731915	0.0016098598	0.001751463	0.0021316898	0.002946657	0.007103611	0.092547216	0.73209834	0.15823792
i	1.2259822e-05	1.4947225e-05	3.5130757e-05	0.00028780816	0.00011390531	0.004218011	0.0017346173	0.44119182	0.55239147
</S>	0.00015302164	0.00021380765	0.00024416717	0.00060109206	0.00018917576	0.015870966	0.0058519477	0.20539193	0.7714839
