 	se	vieni	a	casa	mia	ogni	sabato	compra	pane	di	portare	</S>
a	0.9670515	0.0018057227	0.0062431074	0.007591708	0.0016939851	0.005699559	0.0020408628	0.0007743981	0.0053930725	0.0012635307	2.0875414e-05	0.0004216264
n	0.37895542	0.61852956	0.0007731328	0.0015147661	0.00014618471	7.50067e-05	2.5314193e-07	1.8277088e-07	5.137077e-06	1.3062619e-07	1.8672432e-08	1.8343515e-07
è	0.07261419	0.015766177	0.4763059	0.07807824	0.2598755	0.08020687	0.0016788319	0.006148773	0.0009204351	0.0024102835	0.0017325573	0.0042622387
r	0.19095801	0.617137	0.08611647	0.10004349	0.0035815556	0.0008003558	0.00019329971	0.00034862474	0.00059535226	0.00012599467	5.122299e-05	4.8578142e-05
t	0.0994427	0.15723024	0.46522394	0.14153992	0.01179924	0.031882253	0.0067912918	0.020323426	0.0018387727	0.034195583	0.027153783	0.002578955
i	0.074726604	0.058729764	0.3509884	0.080904245	0.053404216	0.07884533	0.023289947	0.050213516	0.011466199	0.16661064	0.024992215	0.025828894
n	0.0003650754	0.040047698	0.22631794	0.7177842	0.00701017	0.0072359634	2.4004083e-05	0.00013069982	0.00039249138	0.00068717625	2.208505e-06	2.406922e-06
è	0.005320881	0.011402543	0.72215414	0.1574125	0.07073824	0.008366559	0.002233963	0.0054435073	0.0003826915	0.0077667353	0.007842393	0.000935826
s	0.0022188223	0.04469516	0.25197366	0.5566189	0.13418585	0.005985795	0.00077330304	0.0010951636	0.0015183482	0.0007391928	7.2000104e-05	0.0001237037
s	0.0069228974	0.011883835	0.42419478	0.11801305	0.19384702	0.019512791	0.016527584	0.02288064	0.0130803	0.14463992	0.014429241	0.014067905
u	0.005872792	0.017954756	0.13907301	0.16166823	0.028410994	0.0076467884	0.052372314	0.04751562	0.062425736	0.37936676	0.016941516	0.08075155
m	1.1060708e-05	0.0008248565	0.13016304	0.6270013	0.22240354	0.01721796	0.00041932336	0.0003391884	0.00036468782	0.001237243	4.3377063e-06	1.3410684e-05
u	0.002716794	0.00414838	0.29084665	0.09090835	0.53962857	0.033060905	0.01121702	0.0027290077	0.0024880588	0.008468407	0.0027255628	0.01106229
k	0.00020971912	0.001022615	0.04993219	0.1572644	0.5755993	0.20590931	0.005407193	0.0015685383	0.0007388279	0.0010208581	0.00022923865	0.0010977734
u	0.0041949055	0.004958687	0.16421731	0.055656992	0.520739	0.088771135	0.07548533	0.0133543825	0.009786538	0.012206328	0.0050526126	0.045576803
à	0.000171478	0.0005748643	0.011563147	0.031604666	0.21082492	0.6538895	0.07224962	0.008652105	0.0011359346	0.0018463597	0.0011731823	0.006314294
