 	avete	fatto	già	le	verdure	</S>
i	0.9697921	0.022008933	0.00079491356	0.0055206893	0.00039231658	0.0014910146
k	0.9397676	0.05999111	0.00023423169	2.978312e-06	1.03714946e-07	3.8885246e-06
à	0.12395716	0.09338799	0.0535594	0.39874545	0.06349615	0.26685387
m	0.04803915	0.93772304	0.012107785	0.00061818043	0.0003682042	0.0011435483
a	0.2004645	0.3246366	0.46757725	0.00035712562	0.0029290891	0.0040352736
t	0.004425837	0.112699986	0.87303513	0.0038815178	0.0010914588	0.00486607
o	0.1246026	0.14225721	0.06346223	0.047276787	0.36666757	0.2557336
g	0.0001471556	0.0014691786	0.29159787	0.69676787	0.0026573213	0.0073606614
i	0.012063177	0.023455065	0.38874534	0.19232666	0.30599242	0.07741741
à	0.00015163874	0.000869339	0.083772235	0.8862337	0.0029383115	0.026034756
t	0.0070724515	0.0114854	0.23564826	0.73865265	0.0015889232	0.0055522583
a	0.0056220596	0.0068914783	0.027092088	0.23057237	0.61898893	0.110833116
l	1.6680204e-05	2.9157758e-05	0.0005941362	0.9618809	0.0034238847	0.034055196
à	0.0008305919	0.001017861	0.0030156656	0.09031175	0.87345487	0.03136927
c	0.00024571118	0.001664072	0.0071080113	0.6183527	0.3027671	0.069862396
h	0.0002760629	0.00028331194	0.00083819893	0.020802977	0.9632038	0.01459568
a	0.0036715476	0.0064244443	0.0073051644	0.04520618	0.8608946	0.076498024
n	0.0037972254	0.0070934235	0.008004432	0.3126566	0.5587544	0.109693974
a	0.0012600479	0.0015113164	0.0015281554	0.012786452	0.96358925	0.01932487
</S>	0.00013086734	0.0002907173	0.00034095754	0.042357292	0.0798012	0.877079
