 	forse	stanno	ancora	svegli	</S>
f	0.9891689	0.006386027	0.0009274625	0.00074580405	0.0027718532
ò	0.43143055	0.43770748	0.10689875	0.010632874	0.013330362
r	0.6776748	0.24281372	0.0766579	0.0017139465	0.0011396735
s	0.03371061	0.7623188	0.042367384	0.07067594	0.090927206
i	0.10387536	0.15506707	0.17609468	0.03682883	0.52813405
s	0.00021569345	0.97619516	0.02079856	0.0027246817	6.601475e-05
t	0.0109049305	0.67011964	0.07338761	0.04862172	0.19696607
è	0.0023384998	0.43860447	0.011191728	0.12670048	0.4211649
o	0.015512085	0.7714531	0.2097264	0.0011156822	0.0021926898
n	0.00010706108	0.59922874	0.39010972	0.0093231695	0.0012312817
e	0.0020919356	0.15077725	0.16796485	0.17346321	0.50570273
a	8.1042344e-05	0.033946525	0.9040514	0.010272072	0.051648855
n	0.00016688279	0.0048471224	0.8676413	0.12601908	0.0013255833
k	0.004974146	0.032557834	0.2948113	0.46837357	0.19928317
ò	0.00061544403	0.050535716	0.019831603	0.009747356	0.91926986
r	0.010109565	0.008790315	0.88527	0.020290371	0.07553972
a	0.18011554	0.21809565	0.53053564	0.04407148	0.027181653
a	9.0073474e-05	0.032602593	0.058411803	0.5121163	0.39677924
t	0.0001301775	0.0006059263	0.062198043	0.85760444	0.07946137
s	0.0032140985	0.0019888924	0.17101552	0.73713213	0.08664934
ù	5.782867e-05	0.00020213527	0.0012977552	0.060287777	0.9381545
n	0.00016597885	3.9190047e-05	0.027203908	0.93620884	0.03638201
n	0.0046863332	0.0026736206	0.033208773	0.8710849	0.08834631
i	0.010655019	0.012285228	0.03433602	0.68451256	0.25821114
t	0.00070659415	0.0001476355	0.042655326	0.8830528	0.07343767
i	0.0018232914	0.0014805151	0.0073620616	0.099157214	0.8901769
</S>	3.9230736e-06	1.4618348e-05	0.0006141799	0.2014946	0.79787266
