 	dopo	Giovanni	é	tornato	a	casa	</S>
d	0.9238719	0.05831273	0.004846902	0.0045269486	0.006253904	0.0009486837	0.0012390309
ò	0.8385185	0.16122901	0.0002036404	2.8594864e-06	2.5323889e-06	7.760698e-06	3.5720463e-05
p	0.3841447	0.61418	0.0015909156	7.6848235e-05	4.5522756e-06	1.8393366e-06	1.1115498e-06
u	0.16169327	0.72105217	0.0947817	0.010144628	0.0074604484	0.0012700022	0.003597792
o	0.008771908	0.9462108	0.044930007	7.517076e-05	4.9942532e-06	4.622353e-06	2.6131968e-06
G	0.00032676247	0.8992708	0.09974298	0.00037315328	1.4017957e-05	7.6813936e-05	0.00019544637
i	0.009997859	0.1268588	0.48400003	0.012369065	0.0047156555	0.0693257	0.29273292
o	0.00059610524	0.9921284	0.0059520686	3.4409284e-05	9.867718e-06	6.3701635e-05	0.0012155189
v	0.0008549031	0.30365872	0.68895143	0.005395513	0.00013335142	0.00040500995	0.0006009874
à	0.00752834	0.05892065	0.70519626	0.060819868	0.00450919	0.024959028	0.13806665
n	0.00066433486	0.061460447	0.9184825	0.018040037	0.0005440279	0.00016777427	0.0006408571
n	0.033847786	0.09837005	0.7772657	0.03783538	0.004642244	0.008940823	0.03909797
i	0.05780527	0.4229115	0.5118739	0.0022436527	0.00018433294	0.00048402898	0.004497335
j	0.00038245646	0.020727059	0.87584084	0.08256468	0.0027060055	0.00091298035	0.016866012
ù	0.010978877	0.021965042	0.2699968	0.43869737	0.051383454	0.039846297	0.16713215
r	0.0012835433	0.008052826	0.7009236	0.23981291	0.039932374	0.0025349276	0.0074598193
i	0.014702464	0.015326018	0.07010756	0.7192164	0.121169925	0.013119113	0.046358533
s	4.0996543e-05	0.0007966841	0.0072205416	0.41574854	0.33310097	0.18131955	0.06177276
e	0.011115999	0.010153232	0.029383427	0.66885555	0.20513359	0.03431443	0.04104376
è	1.912936e-05	0.00019168084	0.0006871799	0.051112358	0.4472337	0.42130437	0.07945155
s	0.000855439	0.0011681558	0.0028945613	0.07026835	0.07927895	0.82670385	0.018830653
s	0.0015913182	0.0016142966	0.003193297	0.042234316	0.15939003	0.7037942	0.08818258
u	0.000602363	0.001630613	0.0024130186	0.0041980757	0.09685043	0.43348268	0.46082288
</S>	2.5440604e-06	1.0203986e-05	1.755606e-05	0.00040625408	0.06661648	0.8078969	0.12505001
