 	non	ha	mangiato	mai	un	rustico	</S>
e	0.991409	0.0035240683	0.00044248573	0.0013677366	0.0018925937	0.0003282452	0.0010359368
n	0.9460292	0.048742663	0.0051884116	3.428251e-05	1.1019381e-06	1.3918143e-06	2.9746996e-06
è	0.19562002	0.04084054	0.48201704	0.14140332	0.029130254	0.04734379	0.06364504
c	0.13000993	0.85088813	0.017287161	0.0009811854	0.00023523791	0.00015399659	0.00044448534
h	0.046574343	0.899268	0.030590994	0.001900368	0.00076791766	0.0034227867	0.017475635
i	0.10255571	0.7986645	0.07181923	0.0019332638	0.0008908471	0.0031205001	0.021015793
f	0.0055429414	0.07434555	0.9136208	0.0036519414	0.00047158398	0.00012049033	0.002246637
a	0.20317802	0.06651869	0.51869434	0.07693757	0.021352632	0.03342897	0.07988976
m	0.0004677598	0.038836814	0.14337638	0.6973943	0.06555713	0.008135842	0.0462318
è	0.021865651	0.05601261	0.12925558	0.7254007	0.027467262	0.010088604	0.029909654
n	0.032252435	0.026228672	0.745779	0.09079125	0.07367058	0.005855861	0.025422271
a	0.2643918	0.33926326	0.2390202	0.08148327	0.024808997	0.0070399526	0.04399245
m	0.0004922005	0.007913241	0.021991607	0.34947523	0.48521125	0.008071256	0.12684518
à	0.035617243	0.054550853	0.051455967	0.34106445	0.23396674	0.0959897	0.18735509
i	0.009749139	0.011521589	0.21103272	0.08528265	0.5552813	0.017804023	0.109328546
è	9.087061e-05	0.0002942413	0.003078646	0.011485282	0.34927663	0.5413686	0.094405785
n	0.0013058999	0.0013549677	0.029380074	0.011823923	0.5467623	0.3146713	0.09470157
a	0.013874371	0.014964192	0.025750889	0.0363787	0.29498085	0.36269686	0.25135416
n	0.00035101728	0.0005112442	0.0034427985	0.0051105283	0.6830186	0.16129996	0.14626579
r	0.009002186	0.009520286	0.01711933	0.01960336	0.1136882	0.4468215	0.38424513
ù	0.0007353953	0.0010345285	0.001891495	0.0015325595	0.031409964	0.76783174	0.19556428
s	0.00038311273	0.00040791414	0.010710078	0.0013594266	0.11413967	0.6951452	0.17785458
t	0.0023743878	0.0023994169	0.0032896209	0.0029161677	0.012002121	0.6392246	0.33779377
i	3.464849e-05	0.000106482694	4.2397034e-05	8.8087196e-05	0.00088828895	0.6380934	0.36074668
k	7.631999e-07	3.455777e-06	6.2966046e-06	6.005656e-06	0.0012103987	0.7360898	0.2626833
o	0.0025254032	0.0025834688	0.0036434522	0.0036186911	0.013762968	0.46129096	0.5125751
</S>	3.4269742e-05	4.4375418e-05	0.00015966294	6.466519e-05	0.003648312	0.7892027	0.20684606
