 	qui	dentro	vuole	un	tappeto	</S>
e	0.3791798	0.5794672	0.003612303	0.026656466	0.006375066	0.0047092447
t	0.9747439	0.021289455	0.00396495	1.0013596e-06	7.612615e-08	5.27605e-07
t	0.79408616	0.019172171	0.0161508	0.14681053	0.012622425	0.011157846
ù	0.9665341	0.008114851	0.0024479898	0.015127196	0.0048640976	0.0029118753
m	0.028686875	0.9465428	0.024162946	0.0005313602	3.400428e-05	4.20261e-05
è	0.29362753	0.6934638	0.0028971403	0.005916609	0.00019627059	0.0038986695
s	0.029101543	0.77302676	0.19347198	0.0037762837	0.00014127254	0.00048226866
a	0.15771449	0.3544448	0.029355444	0.2823402	0.03369314	0.14245194
t	0.1543648	0.1770413	0.37285578	0.26443142	0.004351782	0.026954848
è	0.02909497	0.074037805	0.018535798	0.5980183	0.13034016	0.14997296
l	0.0006452576	0.008103921	0.975135	0.013342504	0.001177619	0.0015957126
i	0.07063758	0.10907854	0.10452463	0.32682925	0.16627032	0.22265968
è	0.0010207986	0.0002752766	0.020016776	0.19744962	0.6381933	0.14304425
n	0.0035103022	0.005974403	0.09911829	0.8257468	0.059083655	0.0065665375
a	0.008797699	0.0070050587	0.014806448	0.70949703	0.14507408	0.114819705
t	0.00022153585	4.378805e-05	0.001698431	0.91411096	0.077040814	0.0068843877
a	0.0026677651	0.0017349474	0.0025736736	0.018457927	0.9516852	0.022880482
p	2.2537606e-05	2.8307431e-06	4.348693e-05	0.043864742	0.90620124	0.049865127
p	0.0022037604	0.0012987793	0.0017173399	0.011354014	0.8749972	0.10842894
è	3.373675e-05	4.6725318e-06	5.8234727e-06	0.0012650727	0.95139515	0.047295585
t	0.0018997107	0.0012078636	0.0043255896	0.21113957	0.2806781	0.5007492
o	0.0013304733	0.0010968919	0.0013022653	0.0071173594	0.72207326	0.26707974
</S>	2.3338584e-05	4.949038e-06	1.3278839e-05	0.003961261	0.46996072	0.5260365
