 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.9443986	0.019511463	0.0120990435	0.009148157	0.0068190694	0.005584671	0.0006081617	0.0018309039
m	0.9216463	0.078294516	3.442384e-05	2.4355626e-05	3.414126e-07	2.6846061e-08	1.715102e-09	1.0343946e-07
a	0.591052	0.3279149	0.048562124	0.019455716	0.0020477904	0.0032705644	0.0017517979	0.005945137
r	0.8941767	0.105660826	0.00010337336	4.4456894e-05	1.2223097e-06	5.040624e-07	7.501603e-07	1.2122607e-05
a	0.27064905	0.6484486	0.038228996	0.01612789	0.004546456	0.010054005	0.0019744528	0.009970514
n	0.23679586	0.7214311	0.027584001	0.013541604	7.516333e-05	0.00012255569	9.016206e-06	0.00044072402
g	0.08848431	0.7957458	0.05299172	0.0014381533	0.0011822297	0.013719337	0.0132242935	0.033214133
i	0.107314534	0.72723067	0.020054134	0.0025674258	0.00013417915	0.0017255098	0.0026369474	0.13833655
à	0.20348363	0.5969394	0.18105182	0.014390249	0.00037380794	0.0005375304	0.00021263133	0.0030109202
n	0.015686052	0.68401533	0.26439208	0.027038975	0.0056341244	0.0027477222	0.00018636032	0.0002994493
e	0.14016218	0.47572342	0.16273881	0.01181884	0.0014269333	0.006267499	0.011493677	0.19036868
è	0.0003837037	0.003863587	0.95611936	0.034108005	0.00023086344	8.1182865e-05	8.032679e-05	0.0051329415
n	0.003371236	0.08441951	0.72882897	0.18016468	0.0022177757	0.00080639124	6.295878e-05	0.00012841214
e	0.05119367	0.044775236	0.54228204	0.05640718	0.0044306684	0.00348318	0.017763913	0.27966407
s	0.00010348034	0.00029455652	0.35547978	0.6217049	0.011273644	0.001133398	0.00018447367	0.009825825
e	0.017454203	0.035179395	0.20638865	0.39551052	0.020800915	0.027286801	0.16760413	0.12977538
g	0.00010060331	0.00010938626	0.09363842	0.675326	0.12882051	0.03440448	0.0050835274	0.06251707
i	0.007234296	0.016235584	0.20224804	0.5051162	0.16227214	0.022586327	0.045834538	0.038472902
r	0.00021831556	0.00023326825	0.038513184	0.4310104	0.32998812	0.08957129	0.002201311	0.10826412
è	0.035894282	0.046122678	0.10420354	0.4037845	0.07295369	0.10315567	0.16711949	0.066766165
t	0.00083188654	0.0013966778	0.045276623	0.17001134	0.7429828	0.028049598	0.0033507624	0.008100336
s	0.02605263	0.029299486	0.05302583	0.12608464	0.67645925	0.05220163	0.030367242	0.0065093855
i	0.040692993	0.022908384	0.061492894	0.06602741	0.34290934	0.077648796	0.12685274	0.26146743
d	0.00018588164	2.0021913e-05	0.0015953258	0.0042712516	0.6584157	0.21122181	0.046760242	0.07752984
ò	0.008302668	0.008295679	0.022748053	0.07079886	0.6625139	0.19427794	0.028840486	0.00422238
p	0.0018630115	0.001949105	0.0060453024	0.030584767	0.3783283	0.43753102	0.05271052	0.09098797
u	0.0063295914	0.006087315	0.00817504	0.0134328315	0.0755228	0.3290131	0.4991667	0.062272575
e	0.000104294624	2.2405244e-05	0.00017973862	0.000454229	0.019050999	0.2723754	0.44390872	0.26390418
m	0.00019824535	7.9275946e-05	6.0227423e-05	0.0010479816	0.013898655	0.21607254	0.3236372	0.4450058
a	0.00030984296	0.00023833629	0.0008354471	0.004966019	0.05751985	0.44466233	0.44450077	0.046967514
r	0.00032385933	0.0002481965	0.00017051425	0.0011137391	0.0052474723	0.5447355	0.16440153	0.2837593
è	0.0012493891	0.0011373941	0.0007949516	0.0013803191	0.0007371277	0.012489639	0.93757296	0.044638164
i	0.0017497756	0.0015926854	0.0027557544	0.0065296725	0.006331097	0.065805435	0.27726337	0.6379722
</S>	0.00024122799	0.00019300962	0.00011224168	0.00041462667	0.00063781254	0.045013502	0.2062769	0.74711066
