 	dove	aveva	per	stare	non	aveva	</S>
p	0.8607254	0.085228436	0.0026787617	0.00972551	0.026039004	0.009977464	0.0056255297
u	0.95055586	0.015990915	0.025114462	0.0012845679	0.0065858397	0.00011404515	0.00035433096
ì	0.6257739	0.2910359	0.081420586	0.0009956108	0.0007275425	2.4101435e-06	4.40828e-05
c	0.008813632	0.84918374	0.13652734	0.0039769043	0.0014758359	3.2755886e-06	1.9252659e-05
h	0.02907748	0.3470469	0.39541316	0.16919476	0.0015415086	0.011685453	0.04604081
e	0.047646534	0.9244231	0.022999598	0.0015284105	0.00032983502	0.000308106	0.0027644574
n	0.007253968	0.08161173	0.85692024	0.049192388	0.0012634704	4.7513917e-05	0.0037106536
a	0.07212988	0.02064454	0.6779676	0.12510718	0.0011225789	0.006550802	0.096477374
s	0.00028729578	0.0032799102	0.11632029	0.85886955	0.009801767	0.0003502894	0.011091011
t	0.05735945	0.022386195	0.43591696	0.23513393	0.017089419	0.062470973	0.1696431
a	0.03083336	0.02190684	0.025418123	0.80013263	0.01119052	0.031920835	0.07859758
s	0.00047313832	0.0015399555	0.007944854	0.8709811	0.05639516	0.003033246	0.059632506
ì	0.029914577	0.0012810935	0.03475967	0.021111008	0.0028529312	0.6844146	0.22566608
e	0.0062203924	0.015399268	0.02503933	0.04508464	0.51555955	0.26791185	0.12478488
n	0.001399377	0.0007731912	0.0020785506	0.0048534507	0.7376151	0.06632493	0.18695542
ì	0.002621096	0.0026154965	0.00907257	0.019361448	0.2831567	0.58265835	0.10051437
c	0.00047156663	0.00037157192	0.0004949327	0.0031644623	0.21977824	0.7409837	0.034735434
h	0.00052082294	0.0005258733	0.00078375224	0.0010515411	0.0058997893	0.972838	0.018380234
e	0.0058828406	0.005530778	0.005464982	0.008186871	0.022480458	0.8650561	0.087397896
</S>	0.004863577	0.0008376746	0.0031333228	0.010825661	0.10688264	0.45734373	0.41611332
