 	io	non	ho	niente	da	mangiare	</S>
e	0.9689663	0.009182956	0.004709601	0.0039957776	0.01021566	0.0010052788	0.0019243804
v	0.92820406	0.07169586	2.2329345e-05	7.718387e-05	1.9244472e-07	8.240152e-09	2.861198e-07
ò	0.3794359	0.45046592	0.1300119	0.014981327	0.013093284	0.005285232	0.006726449
e	0.54472905	0.2912912	0.15429309	0.0049307602	0.0038501052	0.000452156	0.00045361932
n	0.0076779863	0.9555304	0.03619616	0.0004508385	0.00013964248	2.2479335e-06	2.6888927e-06
è	0.013705452	0.09267972	0.76329774	0.044028636	0.028471267	0.029259648	0.028557498
c	0.002440358	0.26751631	0.6847774	0.042227056	0.0012151339	0.00092494814	0.0008986694
h	0.006196132	0.025274651	0.2052794	0.71180737	0.0016338228	0.027224462	0.022584116
o	0.07142037	0.029161654	0.19243301	0.67797315	0.00041269042	0.016611591	0.011987566
t	0.0057574366	0.038418185	0.4551405	0.3718711	0.08384218	0.013604679	0.03136581
ì	0.073636904	0.09188415	0.08697657	0.010336932	0.06871807	0.5360916	0.13235582
p	0.0028649603	0.012386807	0.043648846	0.68716085	0.20428647	0.027805422	0.021846658
o	0.031244475	0.037050057	0.048309043	0.09850694	0.19330114	0.43723363	0.1543547
t	2.1506636e-05	7.106438e-05	0.0013107677	0.1493085	0.5488697	0.09694383	0.20347458
i	0.016610283	0.01930404	0.024423711	0.043044392	0.26162067	0.5495529	0.085443966
n	2.4128147e-05	8.9908935e-05	0.0004644136	0.021404006	0.75126034	0.107911356	0.118845895
a	0.002736755	0.003552108	0.005893853	0.02747809	0.24270932	0.6926401	0.024989815
f	1.7764642e-05	9.92191e-05	0.00029176677	0.0008375546	0.8435623	0.11296882	0.042222504
à	0.006789826	0.008051987	0.007915433	0.0017270651	0.03069668	0.87503165	0.06978743
o	0.00061883	0.0014315003	0.0028821002	0.0013599647	0.1159668	0.64882463	0.22891626
</S>	4.3633816e-05	0.00010263833	9.791614e-05	6.877655e-05	0.015286346	0.16498126	0.81941944
