 	non	aveva	dove	aveva	per	stare	</S>
e	0.94714355	0.04257044	0.002120919	0.0013582474	0.0016577671	0.00395973	0.0011895112
n	0.99278647	0.0066295145	0.0005681786	4.6398886e-06	1.0778967e-06	8.372777e-07	9.40313e-06
ì	0.2229665	0.023729919	0.013805232	0.092211775	0.12319405	0.0036103835	0.5204821
c	0.030783229	0.88595355	0.08102639	0.0017412315	0.00019187214	4.1152125e-05	0.00026245054
h	0.008226133	0.59327203	0.378555	0.016872386	0.00025578766	7.689402e-05	0.002741779
e	0.013209109	0.61467123	0.36380115	0.005848285	8.591565e-05	5.427414e-05	0.0023298848
p	0.014612855	0.18406424	0.7826289	0.009473188	0.0040480075	0.0009660513	0.0042067273
u	0.29869524	0.06254759	0.024323206	0.009928303	0.224139	0.017094664	0.36327204
ì	0.0004781511	0.006060723	0.17290612	0.46128267	0.2669577	0.056661814	0.035652813
c	0.022910414	0.016851252	0.17267329	0.5180765	0.20830917	0.027770225	0.03340913
h	0.0010680757	0.007938101	0.027158506	0.71511453	0.16651244	0.03381715	0.048391175
e	0.005829321	0.022836708	0.03683249	0.71268034	0.17583133	0.004906036	0.041083694
n	0.0007168223	0.00030950172	0.0031281784	0.011389506	0.30691886	0.6283594	0.04917776
a	0.025225319	0.024306158	0.02719899	0.043586105	0.69047767	0.18359862	0.0056071067
s	9.317879e-06	5.4813872e-06	6.7479305e-05	0.00015921018	0.0053674155	0.9845355	0.009855566
t	0.030165644	0.016754624	0.01526648	0.004004562	0.12206559	0.693081	0.11866212
a	0.00013065262	0.0012796066	0.0012152848	0.00085095357	0.0029668699	0.9859432	0.00761344
t	6.718156e-06	2.3019616e-05	0.00020300728	0.00021562602	0.0020897887	0.9732709	0.02419106
ì	0.014578726	0.0018305292	0.0010698547	0.00010765041	0.005295799	0.26396665	0.71315086
</S>	0.00022957972	0.000117791125	0.0005891823	0.00041374707	0.0013773798	0.034521993	0.9627503
