 	sembra	che	il	ladro	è	entrato	da	qui	</S>
i	0.8954599	0.024130113	0.03151975	0.002727522	0.015386842	0.00667911	0.017230531	0.004151764	0.002714626
f	0.99534386	0.00070517097	0.0039406936	7.4279938e-06	1.2698059e-06	5.9885076e-07	1.0987153e-07	2.094947e-07	6.7761414e-07
è	0.037816636	0.5789587	0.30120283	0.022375138	0.04441348	0.0036110317	0.0029124585	0.0065054847	0.0022042228
n	0.6513773	0.16461359	0.17214206	0.005930521	0.0036659024	0.0012095246	0.0008043597	0.00014418177	0.000112629394
e	0.029677793	0.5101154	0.39018473	0.007751634	0.011595391	0.010546072	0.027741766	0.0005928077	0.0117944805
t	0.0012047439	0.23840535	0.7504831	0.008864467	0.00077259354	0.00011908166	3.8764487e-05	3.06588e-05	8.13204e-05
e	0.0018677008	0.6448966	0.22034112	0.04413583	0.015688624	0.0122638	0.055062287	0.0017644797	0.003979465
k	3.7931448e-05	0.30831936	0.6813813	0.008020162	0.002142422	4.018114e-05	3.9315306e-05	7.308749e-06	1.1905976e-05
a	0.00038891882	0.2696408	0.2637822	0.4373919	0.008760114	0.004232835	0.009655549	0.0014017698	0.0047458406
o	5.8734204e-05	0.103325695	0.6914525	0.19262788	0.007252572	0.0019169818	0.00038151108	0.00024246435	0.0027416977
l	0.0018142613	0.06325767	0.77174157	0.09986802	0.0612704	0.0014233661	0.00029181936	0.00011627971	0.00021664346
à	0.0024660183	0.059793707	0.053031817	0.5862351	0.07126656	0.02609557	0.13330369	0.033697467	0.034109984
d	0.001895859	0.0052165193	0.06286449	0.69661766	0.15454261	0.07218008	0.0029568013	0.0020986337	0.001627292
r	0.0019441067	0.02272281	0.029319579	0.8035806	0.037171815	0.097048804	0.0025240043	0.00084634626	0.0048420276
o	0.0076147234	0.033738386	0.040408067	0.14334738	0.07796716	0.32197967	0.031183258	0.0518292	0.2919321
m	3.731423e-05	0.000890907	0.004864185	0.011533791	0.51975125	0.33298483	0.056711026	0.019176302	0.054050446
b	0.0005042413	0.006747128	0.0073959553	0.23483574	0.08079303	0.5637907	0.098700196	0.00435603	0.0028769725
ì	0.000588832	0.011912272	0.021773616	0.045089163	0.0622768	0.6039167	0.044187035	0.0034443687	0.20681119
k	0.0023283288	0.00062663906	0.005368083	0.027467364	0.043314926	0.6605878	0.18883923	0.027469488	0.04399815
e	0.0030676296	0.013876752	0.017948931	0.07022385	0.03017337	0.6984401	0.14599289	0.006411866	0.013864622
a	8.364667e-05	0.00025019355	0.00092324533	0.0005896	0.032478623	0.04818338	0.4693013	0.2853153	0.1628747
p	0.0005798666	0.00012543808	0.0009714088	0.00015874078	0.0071153846	0.0011371154	0.02705321	0.8758577	0.087001234
ò	0.00015523148	8.165518e-05	0.00017871856	0.00044529885	0.0017411557	0.002628099	0.023712372	0.9229417	0.048115745
t	0.0005931303	3.2769778e-05	0.00040074246	0.00056664314	0.0023877507	0.008537489	0.028322514	0.75817287	0.20098625
t	0.0019144987	0.001351833	0.0017625771	0.0023013083	0.0026239601	0.009772895	0.009559648	0.9028092	0.067904174
u	5.9246577e-05	0.00015137486	0.00017657761	8.2639745e-05	0.00053487805	0.0003579779	0.005944586	0.93853575	0.054156873
</S>	3.3013316e-06	1.8873509e-06	4.91609e-06	2.0015912e-06	2.7886099e-05	8.861283e-06	0.0004583716	0.92157763	0.07791515
