 	ho	rotto	una	bottiglia	</S>
è	0.96190876	0.010730064	0.01218793	0.0034502822	0.011722985
g	0.9317442	0.06720289	0.00062888203	0.000262498	0.00016148578
l	0.2340968	0.19552115	0.08199141	0.033373788	0.4550169
a	0.8777164	0.022384318	0.0018490545	0.0046981825	0.093352
s	0.025568804	0.8911437	0.052625336	0.020313935	0.010348316
a	0.0537105	0.23681132	0.14067991	0.07125515	0.49754313
m	0.0014697472	0.19198225	0.71487916	0.08542649	0.0062423963
i	0.040723056	0.52305055	0.27140397	0.02344267	0.14137982
a	0.0011071056	0.021527851	0.7665494	0.036866903	0.17394873
b	0.00016266535	0.035522845	0.4502775	0.5081965	0.005840509
u	0.019340457	0.16366109	0.45651862	0.05665067	0.3038291
t	0.00020916823	0.0018500322	0.8833923	0.09701393	0.017534649
t	0.13412122	0.20322812	0.30602852	0.065891154	0.290731
ì	0.027115686	0.0062903045	0.34044814	0.26947683	0.35666907
g	0.004067023	0.005037241	0.2556087	0.5120789	0.22320807
l	0.099227875	0.14577328	0.37007955	0.10344381	0.2814755
i	0.020707512	0.013070287	0.16449393	0.52182174	0.2799065
a	5.2513107e-05	5.1488376e-05	0.03668834	0.6964013	0.26680633
</S>	9.336019e-06	8.774792e-05	0.012904014	0.9326699	0.05432907
