 	quando	venne	Giovanni	Anna	aveva	già	dormito	</S>
m	0.9967332	0.0019892026	0.0006384733	0.00016396937	0.0002549299	0.00017648125	1.8168224e-05	2.5620007e-05
ò	0.8988831	0.09658352	0.0045157834	2.1690728e-06	2.7599517e-06	5.339492e-07	2.5051618e-06	9.636578e-06
t	0.024806779	0.96196556	0.013021383	0.00019677766	6.209136e-06	3.1384343e-06	1.17038965e-08	2.8312684e-07
t	0.36680245	0.49879158	0.07411003	0.0110627655	0.02069267	0.024105031	7.310374e-05	0.0043623736
i	0.41839236	0.075367026	0.07959703	0.35369575	0.017103883	0.040001158	0.0006222199	0.015220575
ì	0.00012584872	0.92210686	0.07725235	0.00050875905	1.8559844e-06	4.2429892e-06	1.0228305e-08	2.7635814e-08
r	0.0003940897	0.62021464	0.37874728	0.0006091276	1.1182462e-05	2.1724043e-05	4.0127496e-08	1.8955501e-06
t	0.04616653	0.10223073	0.7693035	0.005675513	0.023496702	0.035062242	0.0013170899	0.01674762
e	0.07308421	0.19045576	0.27997547	0.02609356	0.03888312	0.14395672	0.008599254	0.23895194
o	2.5156032e-05	0.06049142	0.932149	0.00581461	0.00073210604	0.0007586658	1.4913946e-06	2.7568462e-05
G	8.3005665e-07	0.0012917791	0.9938791	0.004731691	4.6559697e-05	2.9394028e-05	1.0729727e-07	2.0501462e-05
i	0.011656585	0.026919497	0.6942221	0.029221939	0.01416629	0.0038949833	0.02430297	0.19561556
o	5.3737676e-05	0.0050185802	0.97968787	0.011678452	0.00030712463	5.102908e-05	5.335428e-05	0.0031498156
v	1.0417205e-05	0.0020310997	0.78128684	0.21315657	0.0019220276	0.0010562602	2.667238e-06	0.0005341736
à	0.005788009	0.016831107	0.26048836	0.4218779	0.041113537	0.006263193	0.020051653	0.22758627
n	0.0005823622	0.0021153463	0.10866385	0.82894546	0.056446422	0.0021519782	0.00022664062	0.0008679675
n	0.018925244	0.02380404	0.09340782	0.7429813	0.048594248	0.0048425295	0.0059733507	0.06147152
i	0.023496881	0.034921717	0.7482777	0.16737773	0.013704277	0.0005266395	0.0006580681	0.011036939
e	6.935484e-05	0.0002743882	0.05328563	0.63305986	0.29628137	0.007048556	0.00012872244	0.0098521095
A	1.874597e-05	0.001012648	0.058201887	0.5415917	0.2657411	0.11951013	0.0015283509	0.012395431
n	0.00020057868	0.00042511575	0.0031496333	0.2014349	0.70707977	0.080688454	0.0025772282	0.004444284
n	0.004275331	0.0036729309	0.009273936	0.40081483	0.42767912	0.08972297	0.010361661	0.054199193
a	0.031335708	0.022570994	0.08682787	0.20945351	0.5867346	0.049071454	0.0013036699	0.012702183
g	7.751509e-05	0.00015899059	0.002506835	0.018112812	0.5666228	0.36142707	0.0068234494	0.04427053
i	0.002316767	0.0026106467	0.0036327082	0.0632951	0.4093754	0.2004188	0.22026788	0.098082796
à	3.956671e-05	7.9486366e-05	0.00014318916	0.0020068497	0.07814715	0.8468756	0.041858763	0.030849444
ì	0.00030379972	0.0012873434	0.0009908262	0.01096078	0.04122783	0.76360136	0.14021258	0.041415446
c	0.00025771867	0.00052047276	0.00036339878	0.0040286714	0.024060048	0.5546365	0.3316285	0.08450476
h	0.00018583638	0.00010981279	0.0001429546	0.0024530136	0.0302673	0.10140399	0.81986463	0.04557252
e	0.0025281443	0.0018670278	0.0017798399	0.008310008	0.042862143	0.16588327	0.41451937	0.36225018
p	0.0008676716	0.0009893521	0.00013759294	0.0013097989	0.0032381916	0.3032619	0.618285	0.071910486
l	0.00067717064	0.000763393	0.00051332614	0.00089774677	0.0006817516	0.005539338	0.63501316	0.355914
ò	6.281078e-05	9.3314986e-05	0.0007704319	8.675901e-05	0.00072318525	0.0010038977	0.4202881	0.5769716
s	0.00020956821	0.00026695928	0.00011799875	0.0003314365	0.00061024626	0.018203435	0.6809332	0.29932714
o	0.0004480406	0.00046459935	0.00042984812	0.00059905247	0.0009901042	0.0025665308	0.81122017	0.18328165
n	2.3126606e-05	4.2902222e-05	1.0310998e-05	2.0601208e-05	4.8185688e-05	0.0024012942	0.6759272	0.3215264
t	0.00045670065	0.00046763624	0.00038117525	0.0007938872	0.0015270199	0.0043740384	0.8336745	0.15832505
a	0.000141079	0.00015976392	0.00012521277	0.00013788058	0.00021563061	0.0005828576	0.83960366	0.1590339
</S>	8.201907e-05	0.00011662408	1.6440368e-05	5.6025998e-05	7.102276e-05	0.0053708125	0.41843453	0.5758525
