 	mio	fratello	non	mi	ha	mai	scritto	una	lettera	</S>
a	0.9456518	0.04342686	0.0021794767	0.0008830358	0.0011833997	0.0025845335	0.0009192739	0.002624119	2.9715984e-05	0.0005177039
d	0.355145	0.6448195	3.0687846e-05	2.2629063e-06	5.6370317e-07	1.5321112e-06	1.7788868e-07	1.5207937e-07	4.95225e-09	1.4373259e-07
r	0.46335906	0.37019345	0.046616003	0.06904897	0.032705154	0.009516361	0.00088088005	0.0029509896	0.0013795173	0.003349602
e	0.32298484	0.575635	0.025821278	0.025272327	0.014709866	0.008827081	0.0018373668	0.0054593273	0.0029497058	0.01650316
f	0.1650443	0.82541704	0.006705251	0.0016106406	0.00046527732	0.0004867442	0.00011175094	0.00014804254	1.8063337e-06	9.111416e-06
f	0.071570516	0.5082603	0.07062725	0.18669368	0.033528756	0.020167131	0.01354595	0.07929301	0.00570746	0.010606008
ò	0.037702136	0.007261901	0.04060413	0.02834068	0.100373484	0.1566651	0.13572983	0.48135504	0.0053745834	0.006593158
m	0.0030871723	0.72690016	0.07924516	0.062981576	0.07841939	0.03287451	0.0069563375	0.0065729753	0.00029262828	0.0026700872
m	0.25511527	0.28070986	0.03689014	0.36104384	0.022941945	0.0035836466	0.00031481986	0.0038853402	0.0099186925	0.025596408
u	0.66884387	0.09817277	0.0069553293	0.00943705	0.023571115	0.0071633393	0.0011415308	0.001684488	0.019982684	0.16304787
e	0.007524773	0.031301025	0.4453296	0.19286084	0.26734444	0.045869816	0.003737485	0.0056475988	7.7795026e-05	0.00030655882
m	0.00047817416	0.0022317432	0.48254108	0.049138702	0.24728473	0.21113554	0.0038272673	0.0028249028	2.9997906e-05	0.00050794886
o	0.005378159	0.0029672731	0.05195877	0.24916203	0.42968482	0.21358307	0.0038436353	0.0015945882	0.0011399138	0.040687658
m	0.0004522995	0.00058584625	0.15368061	0.055083316	0.4556364	0.31297222	0.010080533	0.0028759695	0.0012573441	0.0073755253
a	0.0072629224	0.0032832948	0.03861691	0.15666212	0.35320923	0.39459687	0.018713903	0.0023702434	0.0010359781	0.024248429
i	0.00040483478	0.0004055193	0.04442998	0.015960142	0.22934733	0.5483642	0.10948098	0.014862726	0.0017694772	0.034974806
g	0.0004238913	0.00032402022	0.02082527	0.0033422336	0.038333572	0.52384615	0.33945295	0.07026301	0.00013252112	0.0030563283
r	0.0059618675	0.0023812097	0.025732128	0.08537567	0.21984357	0.41356677	0.056233004	0.008668012	0.010188625	0.1720492
a	0.009322853	0.0030673002	0.01634237	0.010753307	0.057957996	0.10988925	0.23843834	0.014304795	0.096845776	0.443078
m	0.0002818456	0.00014446431	0.009060431	0.0023625519	0.026415268	0.12060753	0.53596777	0.21684319	0.010062256	0.07825474
m	0.0051747174	0.0038171222	0.012826427	0.025118805	0.057898458	0.25128976	0.52995723	0.08888251	0.017230134	0.0078048953
è	0.060297195	0.008096857	0.024211474	0.044809565	0.08831764	0.13834429	0.24111986	0.031936053	0.05103288	0.31183422
n	0.1499274	0.045749255	0.06930024	0.012579764	0.023871824	0.23546335	0.20435913	0.2257826	0.022786701	0.010179843
a	0.31697345	0.14943266	0.11795393	0.08955816	0.07075369	0.08223489	0.07159099	0.044774555	0.036988623	0.019739091
a	0.00024666553	0.000105395324	0.0038559565	0.0012306559	0.010001022	0.0153398225	0.08502617	0.79546714	0.022318684	0.066408426
n	0.0005512392	8.031612e-05	0.0010985086	9.6383745e-05	0.0003931611	0.0046810284	0.037257735	0.88638896	0.014595274	0.05485743
g	0.0030477592	0.00069330964	0.0042553474	0.0035743958	0.007741132	0.037213624	0.13477021	0.4114018	0.30599448	0.091307916
r	0.00037152736	4.1110292e-05	0.0001440737	0.00022892347	0.0004907893	0.00070331385	0.0024180003	0.018790737	0.5812118	0.39559978
à	0.007682221	0.0040036854	0.007580236	0.0053157397	0.008834352	0.008974662	0.014506914	0.09247533	0.12776141	0.7228654
m	0.0026595497	0.002534745	0.013038651	0.004787486	0.004147699	0.0064273854	0.020511162	0.1469328	0.5058537	0.2931068
m	0.007812735	0.006017144	0.007212899	0.0068856464	0.0071176914	0.009682575	0.036191385	0.024001278	0.8585661	0.036512535
a	0.09168792	0.050547384	0.05774223	0.05153075	0.048164114	0.0453521	0.04419337	0.081395045	0.23357837	0.2958087
</S>	0.0007891064	0.000248125	0.00070775463	0.00030067394	0.00033993658	0.00040290432	0.00079122133	0.011493356	0.34302467	0.64190227
