 	vuole	andare	a	Lecce	</S>
i	0.19890492	0.043117277	0.2621513	0.00612783	0.48969862
t	0.9849236	0.01100313	6.652689e-06	0.0040096887	5.6814453e-05
è	0.006988897	0.0023114753	0.043644756	0.9304756	0.016579311
l	0.8150076	0.18159439	1.7079023e-05	0.003356425	2.441113e-05
i	0.46213815	0.47884467	0.0011903363	0.03510416	0.022722745
n	0.0761329	0.79026407	0.05645164	0.048885632	0.028265797
a	0.03821788	0.63532186	0.10981377	0.091076456	0.12557001
p	0.008272523	0.59441334	0.22636062	0.024872256	0.14608125
à	0.102164656	0.27912942	0.3528884	0.1296897	0.13612778
i	0.033616494	0.67603964	0.25326777	0.019025192	0.01805088
L	0.00047548523	0.009600391	0.95920306	0.017837236	0.0128838075
u	6.250147e-05	0.0029376918	0.9942008	0.0012070551	0.0015918774
p	0.00010234758	0.0055245403	0.9855972	0.005942574	0.0028333215
p	6.0874023e-05	0.00047624097	0.9885666	0.0033853028	0.0075109983
ì	3.3458193e-05	0.000107238906	0.8355672	0.015341003	0.14895105
u	0.00056809187	0.010355416	0.19852103	0.7417096	0.048845854
n	0.0010265422	0.0049046758	0.38871014	0.3608931	0.24446557
a	0.0011977501	0.004013369	0.4048072	0.18645449	0.40352717
</S>	0.0013410329	0.0042142235	0.13272214	0.119359575	0.742363
