 	non	mi	aspetti	che	non	vengo	</S>
m	0.84997505	0.1185598	0.0071709873	0.0030469473	0.011949013	0.0010956903	0.008202422
ì	0.5815967	0.41625607	0.0012665985	1.2519746e-05	2.0804973e-05	1.1439086e-05	0.0008358629
m	0.2508641	0.68429905	0.05830017	0.004789907	0.0012267507	6.470341e-05	0.00045534543
e	0.013692187	0.56095755	0.3865154	0.0022554828	0.002079922	0.003326398	0.031173112
m	0.13609076	0.7767817	0.07918078	0.0057015996	0.0013001617	1.3766169e-05	0.00093117205
ì	0.005902687	0.073025495	0.7358116	0.058695655	0.007740201	0.039387446	0.079436846
n	0.28778097	0.23422247	0.30866745	0.07318893	0.094990864	5.032986e-05	0.0010989327
e	0.08386573	0.37991214	0.32283983	0.068940826	0.047968343	0.012628238	0.08384488
k	0.004269566	0.012518428	0.04815875	0.83560246	0.09450411	0.0002539531	0.0046927636
a	0.0071320524	0.017619565	0.079362735	0.4153606	0.20586564	0.09960755	0.1750518
e	0.0007144935	0.0016669405	0.004693142	0.4887343	0.47021112	0.004745817	0.029234145
n	0.00027163103	8.952966e-05	0.003081183	0.09371232	0.8943239	0.0024862534	0.006035132
è	0.0024999832	0.003245839	0.010157041	0.07084205	0.3122979	0.56006616	0.040891092
r	0.01167841	0.01110277	0.0021607252	0.043400507	0.72790736	0.115868255	0.08788205
k	0.0053056446	0.004865591	0.0054514566	0.010787216	0.02859002	0.9344247	0.01057533
u	0.100307845	0.1145958	0.04334921	0.079492845	0.1297773	0.2495382	0.28293875
m	0.0022094604	0.0017915039	0.0011754264	0.007288161	0.19467494	0.2106211	0.5822394
e	0.0021358447	0.002231964	0.0024766072	0.0043857195	0.012250383	0.84450936	0.13201004
</S>	0.00020498983	0.00014204893	0.00012424184	0.0009362229	0.024197029	0.07916675	0.8952287
