 	Marika	cerca	una	macchina	che	consuma	fa	poco	consumo	in	benzina	</S>
e	0.3993013	0.010710189	0.06404297	0.0758182	0.0775453	0.033845447	0.10376663	0.16328643	0.029027741	0.028961586	0.006849391	0.0068448987
M	0.9733786	0.019068144	0.0072155315	0.00016174275	1.1081079e-05	2.2302347e-06	2.449838e-06	6.148806e-05	9.7239776e-05	8.0330034e-07	4.49749e-07	2.2010178e-07
à	0.007275394	0.30305442	0.42856112	0.16593452	0.057330288	0.0037325455	0.00637763	0.0050909417	0.0013466676	0.0016328124	0.0004046344	0.019258976
r	0.91967577	0.036322523	0.021841552	0.0063607274	0.004013859	0.002679697	0.002076798	0.002895623	0.0035154521	0.0005998214	4.960414e-06	1.3318746e-05
i	0.12870766	0.43901715	0.05751004	0.016361635	0.033680014	0.018596714	0.049151003	0.09531188	0.11879356	0.040084284	0.0013492362	0.0014368846
k	0.028349819	0.38540295	0.5789049	0.002653523	0.0005288544	9.388317e-06	0.00013020243	0.0016018297	0.0023147485	0.00010066629	2.8389586e-06	2.3954343e-07
a	0.010086929	0.66772854	0.27103823	0.017184159	0.0011006246	0.00057341234	0.0019017153	0.003197385	0.005186251	0.00546104	0.0037745177	0.012767209
j	0.0028749923	0.7234861	0.26996827	0.003258517	0.00017531963	1.4288028e-05	3.7567836e-05	5.5357552e-05	9.3203416e-05	1.437043e-05	2.3473472e-06	1.9695133e-05
u	0.0103423	0.49277717	0.3688067	0.08244221	0.0037724134	0.00039227845	0.0023577507	0.004091126	0.0027345521	0.00418407	0.0038382793	0.02426113
r	0.0018733045	0.5626191	0.41874146	0.015905742	0.00039126308	4.1728676e-05	6.4663494e-05	9.537062e-05	0.00016598323	3.2112388e-05	3.2613184e-06	6.6056884e-05
è	0.053211316	0.250039	0.2592184	0.30876	0.045442805	0.010124614	0.014865584	0.01752594	0.023503635	0.012999894	0.0009173377	0.0033914868
i	0.005008426	0.33968988	0.3284625	0.2884203	0.026872922	0.0030477766	0.0028815854	0.003212001	0.00088072714	0.0010965893	0.00017138325	0.00025591772
m	0.0031947123	0.13614592	0.5633469	0.22225137	0.018843578	0.0005190502	0.001001655	0.015983194	0.03532077	0.003359544	1.1559363e-05	2.1714648e-05
i	0.01087703	0.25644907	0.26636848	0.31664804	0.07078192	0.0033078862	0.0018902445	0.002284472	0.0017893105	0.002370407	0.018671395	0.048561726
a	0.00019184125	0.010119041	0.09950748	0.57140946	0.30421972	0.0057270075	0.002103983	0.0021141565	0.00058138056	0.00043735126	5.1098832e-05	0.0035373988
m	0.002131344	0.03399438	0.13035095	0.2146547	0.41843945	0.03207283	0.016119335	0.08925133	0.053166553	0.009378573	2.8290517e-05	0.00041225652
à	0.004970714	0.05757379	0.07824653	0.3889188	0.38169807	0.02456345	0.0058908514	0.003068048	0.00054587226	0.0013040795	0.0037663335	0.049453434
k	0.002066983	0.008729207	0.019550309	0.21209732	0.5229472	0.1379708	0.06366847	0.018523572	0.0069429018	0.0038806968	0.00055487273	0.003067667
i	0.014040092	0.038155735	0.043462623	0.3253172	0.4143868	0.07391687	0.02959981	0.008749951	0.001170938	0.0022673004	0.0056736134	0.043259025
n	6.2841216e-05	0.000292974	0.0016875237	0.015942305	0.29348534	0.500841	0.14659518	0.024121271	0.0024368253	0.002246439	0.00023598337	0.0120523
a	0.005932953	0.012029193	0.014062197	0.10252197	0.3423269	0.36033246	0.11900603	0.017046433	0.0007795593	0.0017709816	0.0009119293	0.023279352
k	2.3187005e-05	7.638264e-05	0.0006150725	0.0032039292	0.08570852	0.4293997	0.38977334	0.066207744	0.004910586	0.004949357	0.0001878383	0.014944389
a	0.0036913287	0.006590651	0.007629251	0.04892236	0.19158939	0.40716258	0.24763122	0.046942044	0.0017473041	0.0037171436	0.0015699911	0.0328067
k	1.8129742e-05	4.4692682e-05	0.00028117155	0.0011439085	0.029319953	0.26809415	0.54148084	0.12392687	0.011347885	0.010785981	0.00023242061	0.013323992
o	0.0031490352	0.004832784	0.005445348	0.027040167	0.10734426	0.39235684	0.33200213	0.082084335	0.003562335	0.00687782	0.0012453202	0.034059633
n	1.5037402e-05	2.9950485e-05	0.00016839238	0.00050804095	0.0116572045	0.15229352	0.57318205	0.19331625	0.027083246	0.027668241	0.00036170846	0.013716394
s	0.00324152	0.0043038856	0.0047355234	0.017241528	0.061449833	0.378891	0.36097598	0.11889594	0.008653787	0.014904289	0.0004468588	0.026259858
u	0.0094592925	0.010114778	0.021327194	0.017201945	0.052501056	0.20372961	0.266947	0.07185062	0.015526926	0.03722277	0.0020001873	0.29211864
m	1.0155221e-05	1.7076794e-05	0.00024809665	0.00028199042	0.0061195022	0.046516754	0.57283986	0.23274131	0.047262177	0.060385343	0.0014870348	0.032090668
è	0.002330978	0.0030175054	0.0032691422	0.011259969	0.03702592	0.33988953	0.36077118	0.18231542	0.020431487	0.0352561	0.000676835	0.0037559944
i	0.00019058773	0.0002602711	0.00042696972	0.0011546031	0.0034733836	0.047098458	0.21482036	0.37301198	0.17982408	0.17363484	0.0011962912	0.004908207
k	4.294748e-05	4.5227327e-05	7.502606e-05	8.8283e-05	0.00037764295	0.0033665656	0.05140506	0.23681307	0.29792804	0.39811403	0.0016107948	0.010133359
à	0.0010831938	0.0013002232	0.0014532965	0.0039296863	0.014732558	0.12077565	0.2813503	0.29144552	0.044911504	0.14624617	0.0043126866	0.08845916
n	0.0002248765	0.00020836179	0.00025778872	0.00043974674	0.000942116	0.012079822	0.062355056	0.23392592	0.32477212	0.3539321	0.004945887	0.0059161843
n	0.012083655	0.012281274	0.012614306	0.016377915	0.026636433	0.17469467	0.23578575	0.23217905	0.04665036	0.16704588	0.002671159	0.06097963
i	0.023339245	0.020760939	0.0209236	0.010737517	0.015864149	0.022507144	0.23808716	0.47454104	0.02941031	0.10241331	0.005764214	0.035651393
a	3.7163096e-05	3.446997e-05	0.00024116023	0.00016150213	0.0010033478	0.0040678503	0.08054871	0.18540724	0.14278981	0.50118613	0.0115078	0.07301481
l	5.964934e-05	3.7837766e-05	0.00010107397	1.9303427e-05	9.110674e-05	0.00027752633	0.011569897	0.10818457	0.24493447	0.57596534	0.017743872	0.041015346
ì	0.0009696329	0.0009194871	0.001073666	0.0015034548	0.0044066254	0.042029936	0.09313342	0.11873118	0.09850489	0.38114935	0.038072046	0.21950634
o	0.00011415992	0.00012609373	0.00019340587	0.00031717424	0.0005342499	0.003127287	0.015125017	0.070528254	0.23066296	0.37312898	0.20648314	0.099659316
k	0.0004317006	0.00027130582	0.00030961307	8.782205e-05	0.000239563	0.0007234573	0.006525666	0.04024205	0.11521496	0.43404773	0.3334294	0.06847666
o	0.00042509614	0.0004190686	0.00047187138	0.00069219683	0.001938991	0.016926019	0.053645715	0.108918004	0.042779412	0.34421512	0.06070302	0.36886552
n	0.000106298554	7.278448e-05	0.000143963	5.9746086e-05	0.0002977513	0.0011864309	0.0076388502	0.02064928	0.051992305	0.49263623	0.28070584	0.14451057
s	0.0063993344	0.0063046566	0.0065936525	0.007815183	0.011887951	0.06346547	0.08416742	0.09844848	0.06287338	0.33883438	0.0188607	0.29434946
ù	0.0021253345	0.001839115	0.0032749209	0.0019323215	0.0035720041	0.0043094642	0.021525789	0.03507102	0.0379459	0.07633309	0.010175013	0.80189604
m	0.00045144247	0.0003590103	0.00039276446	0.00038674436	0.00050060777	0.0020726812	0.0040899394	0.016407099	0.068145275	0.119252965	0.6183212	0.16962029
o	0.021110453	0.021005953	0.021108441	0.022719687	0.026654562	0.07290243	0.08685804	0.101251565	0.06783918	0.24073479	0.07715751	0.24065733
s	0.00011665876	8.811678e-05	0.0001508718	8.644394e-05	0.0001790289	0.00040171557	0.0011236937	0.0028935205	0.007808621	0.036215294	0.47199133	0.47894475
e	0.015077164	0.014034873	0.016009659	0.014607102	0.01666544	0.024669018	0.027353628	0.03043135	0.041352723	0.07295807	0.017256545	0.7095844
b	1.4499338e-05	8.840382e-06	4.302343e-05	9.9697845e-06	4.267738e-05	3.827601e-05	0.00042837407	0.001213174	0.0027411613	0.012324721	0.3599274	0.62320787
e	0.0021548707	0.002171693	0.0022733104	0.0027468703	0.0040599927	0.021375824	0.030702015	0.039203107	0.030862182	0.17221966	0.039780933	0.65244955
n	0.00015472846	0.00010094563	0.00016081959	5.380646e-05	0.00016924842	0.00024247119	0.0006412155	0.0013089392	0.0031569346	0.039415482	0.6667011	0.2878943
z	0.004064785	0.0039154827	0.0040709763	0.0041557727	0.0050997003	0.012370528	0.014633175	0.016686536	0.01360801	0.053095367	0.031959623	0.83634
