 	aveva	lavorato	tutta	la	settimana	</S>
ì	0.94581777	0.025066013	0.0077364896	0.01391126	0.0013154973	0.006153115
c	0.8400116	0.15922706	0.0007416834	1.2589969e-05	4.5461848e-06	2.5520958e-06
h	0.3560989	0.56507045	0.005112874	0.0069855945	0.017754585	0.048977643
e	0.707988	0.2901599	6.108431e-05	1.8359913e-05	0.00018698201	0.0015855584
p	0.094099715	0.90103847	0.0027197667	0.000114184695	0.00041303108	0.0016148846
o	0.35384345	0.09998628	0.063976325	0.048544914	0.049505398	0.38414368
l	0.055654302	0.7802547	0.1267815	0.013520753	0.004223024	0.019565752
e	0.05490047	0.16585575	0.45494694	0.07125076	0.092801444	0.1602447
m	0.0015774015	0.050601993	0.59253937	0.08645826	0.050598595	0.21822435
ì	0.025182353	0.13604902	0.784376	0.024236277	0.012012488	0.018143868
s	0.11933365	0.4785007	0.10709434	0.17137176	0.031955566	0.09174397
o	0.1637092	0.17991807	0.19684035	0.053511437	0.14815906	0.25786185
n	0.0003484263	0.0013533572	0.30148482	0.6169441	0.027528878	0.05234037
t	0.042547025	0.076396845	0.45286238	0.38992852	0.015998319	0.022266828
a	0.047283813	0.048084937	0.24218412	0.45872337	0.021654159	0.1820697
ò	0.00028805842	0.0005410925	0.02882159	0.9128268	0.017951926	0.039570507
l	0.0034859437	0.0073288595	0.027277788	0.62315	0.262914	0.07584339
i	0.011318452	0.01423456	0.043972347	0.43341348	0.41511342	0.08194774
t	1.1080928e-05	2.2023862e-05	0.0007393054	0.6219482	0.18047291	0.1968065
i	0.0013955152	0.0017186138	0.005357092	0.08659062	0.8435826	0.061355494
n	6.6291786e-06	1.2079813e-05	0.0005457988	0.5506809	0.22409615	0.22465849
a	0.00055820815	0.0007747063	0.004166767	0.11736475	0.7948339	0.082301676
d	2.7505248e-05	4.8528193e-05	0.0008268377	0.23959345	0.33099544	0.42850825
d	0.0014061031	0.0015579825	0.0032183214	0.02718528	0.86476374	0.10186856
o	0.0034186342	0.0034675323	0.0062475936	0.045813154	0.5367002	0.40435293
m	2.7657103e-05	4.4061966e-05	0.00068651245	0.08353184	0.32633623	0.5893737
à	0.0023137464	0.00238372	0.0034948722	0.016285365	0.8183359	0.1571865
d	0.00039093045	0.00049938296	0.0012983568	0.048518505	0.8128091	0.13648368
a	0.0064019393	0.0064158714	0.006025958	0.013878564	0.9021172	0.06516053
</S>	6.8570666e-06	7.745312e-06	6.0653834e-05	0.008485031	0.1299255	0.8615142
