 	ha	pensato	che	il	ladro	è	entrato	dalla	finestra	</S>
e	0.9565488	0.020576084	0.0027610005	0.006090202	0.0005915909	0.004265249	0.0019654173	0.0063567203	0.0001360988	0.000708877
p	0.6963989	0.30268514	0.00045755482	0.0004569236	6.484233e-07	2.2345102e-07	9.365669e-08	2.8871133e-07	2.5501388e-09	1.847268e-07
è	0.16417272	0.08297258	0.23028782	0.49701127	0.010787115	0.008146064	0.00039503846	0.0059394557	4.4476083e-06	0.0002835403
n	0.05269904	0.9238775	0.020631023	0.0022443158	0.00024072263	0.00012324858	4.9950268e-05	0.00013027727	1.9302664e-07	3.7249695e-06
s	0.1491354	0.73647606	0.104894094	0.0059035746	0.00021866892	0.00084192137	0.00071393035	0.00060842885	5.4542874e-05	0.0011533723
e	0.14619547	0.5566341	0.26116106	0.018955518	0.0054767174	0.004426449	0.002768052	0.001082077	0.00015847068	0.003141982
t	0.00076563115	0.5279587	0.38022792	0.09017105	0.00045397936	0.00033769553	2.6257524e-06	8.173269e-05	8.684068e-09	6.885641e-07
s	0.017168108	0.062429912	0.7186491	0.11644547	0.011863937	0.03164967	0.0095271785	0.027754018	0.00046108817	0.0040516
e	0.042913806	0.366264	0.19699663	0.0683008	0.04169519	0.13316835	0.00915048	0.09286645	0.011560591	0.037083656
k	0.0005632674	0.19360723	0.3861437	0.41358647	0.0027397675	0.00289304	1.865971e-05	0.00044324086	1.469304e-07	4.5295815e-06
a	0.018623011	0.04010869	0.58297235	0.26178485	0.070023626	0.013012891	0.0042983084	0.006193242	0.00018751736	0.0027954518
o	0.0005630734	0.03401981	0.25932702	0.6769613	0.022089662	0.0046576946	0.0005168143	0.0010659627	3.0065237e-06	0.0007956257
l	0.00026128997	0.0057020304	0.01236788	0.9655384	0.0125884665	0.00307395	0.00011459623	0.00031178302	3.094359e-07	4.121032e-05
à	0.011909818	0.019343272	0.13304913	0.14695539	0.45383057	0.0880636	0.03292239	0.07030168	0.0054585366	0.038165566
d	0.00047915246	0.0037813855	0.05725857	0.23553492	0.6224313	0.063373715	0.015273612	0.0012912126	4.0557024e-05	0.0005355391
r	0.005978541	0.008397904	0.039507095	0.04173952	0.83081716	0.033122968	0.030748336	0.0018758569	0.0005651574	0.0072475453
o	0.011448855	0.018653238	0.019850228	0.057202652	0.3806237	0.05536584	0.22040913	0.0146993445	0.019148426	0.20259857
m	4.065851e-05	0.0003478473	0.00032266034	0.0076404745	0.066114314	0.667111	0.17563692	0.05147932	0.00037794802	0.030928904
b	0.0021218301	0.002609861	0.007851854	0.009743972	0.4798903	0.118402466	0.36214176	0.013939543	0.00081713434	0.0024812056
ì	0.004988306	0.009479525	0.006568104	0.01978248	0.11796363	0.06717357	0.5842662	0.014538945	0.0042567383	0.17098242
k	0.0023775406	0.0029491636	0.0038056266	0.005189117	0.06552797	0.040715404	0.7692693	0.08741084	0.0009680103	0.021787109
e	0.008571476	0.008630986	0.010355154	0.010853221	0.1255327	0.025029663	0.75467706	0.041220915	0.004296855	0.010831905
à	7.1058974e-05	0.0003435372	0.00013873611	0.0008503839	0.0015646952	0.08663074	0.16090412	0.6350907	0.019113313	0.095292725
t	0.000992579	0.001014854	0.0009238751	0.0016545105	0.0073555154	0.030057592	0.057235096	0.8597608	0.006560256	0.034444984
t	0.0018884775	0.0017967167	0.002221374	0.0024278555	0.012711679	0.012746549	0.11794361	0.054275353	0.67413044	0.119857915
i	0.0005852036	0.0014674854	0.0006351195	0.0017043052	0.0013554889	0.015817843	0.021874877	0.042374186	0.47789127	0.43629423
f	2.6445792e-05	0.00011285889	3.029831e-05	0.00022087575	0.00011758523	0.025804136	0.007412911	0.5203889	0.113285325	0.33260074
i	0.0033038238	0.003320149	0.0033603397	0.003798564	0.012755975	0.011135746	0.07123796	0.031747483	0.6026002	0.25673977
n	0.00013110419	0.00026635433	8.3317325e-05	0.0006092944	7.9929574e-05	0.024789253	0.0006131977	0.607583	0.12136534	0.24447922
è	9.936682e-05	9.354353e-05	0.00013434206	0.00013862477	0.0018846676	0.0010672279	0.016131053	0.012340208	0.9234543	0.04465667
s	0.0004102959	0.0003101835	0.0004372739	0.00033347966	0.000470231	0.0042650076	0.007766823	0.0583419	0.6487777	0.27888712
t	0.00012704208	0.00012317556	0.00013610492	0.00013529028	0.00025005135	0.00025513468	0.0013455723	0.00074421655	0.94510376	0.05177971
r	0.00032086845	0.00041261074	0.00033042007	0.000406753	0.00039602714	0.00084715127	0.0010061911	0.0050943703	0.6203045	0.3708811
a	0.00024500652	0.00033255757	0.00025342812	0.00032489508	0.00027739137	0.00071102486	0.0005828788	0.0036727644	0.5149024	0.47869757
</S>	4.0050145e-05	3.9705665e-05	4.714103e-05	5.516109e-05	3.103149e-05	0.00044400714	0.00012212606	0.0041866335	0.20844112	0.786593
