 	se	si	era	vestita	la	mia	figlia	l	avessi	portata	alla	chiesa	</S>
a	0.92359775	0.021321414	0.010405676	0.0027348688	0.008300857	0.011670637	0.0017609292	0.008589769	0.007033682	0.0031865502	0.0006826819	0.0001458404	0.0005692131
n	0.8804656	0.043759115	0.005746037	0.00067284796	0.00033334733	0.0002012208	0.068806335	1.2999828e-05	2.55784e-07	3.3672808e-07	4.3413063e-08	7.759743e-07	1.1045101e-06
ì	0.060475387	0.50945103	0.20483549	0.076314	0.080920435	0.023082431	0.02413103	0.010581172	0.0007471164	0.00038596464	8.1956576e-05	0.0032780832	0.005715863
c	0.04453684	0.7949472	0.1554533	0.0021342614	0.0013232955	0.0006645577	0.0006989503	8.508747e-05	5.130636e-05	3.9699604e-05	1.2328472e-05	3.4140074e-05	1.9045807e-05
h	0.0009834789	0.638469	0.35779053	0.0011135441	0.00050370157	0.00013830046	0.000112570626	2.516451e-05	8.627982e-06	1.4512503e-06	1.9504978e-06	0.00055744254	0.00029421013
a	0.0295722	0.6173812	0.34268418	0.004969496	0.00034564667	0.0001396622	0.0009498524	3.8830716e-05	1.1636901e-05	6.480062e-06	3.2633947e-05	0.0031676635	0.0007004941
n	0.003807112	0.23808345	0.6804319	0.057062723	0.0043709134	0.0016775673	0.013613816	0.00047693102	3.0260267e-06	4.2223332e-06	1.3782128e-06	0.00043516146	3.1778985e-05
d	0.0026820793	0.20011719	0.6788137	0.09715223	0.012129781	0.0018642016	0.0014413452	0.0012834378	4.8093156e-05	6.921e-06	8.825003e-06	0.0032289175	0.0012233133
ì	0.008007214	0.18037066	0.63942057	0.12879874	0.019227356	0.0051271543	0.0038828282	0.003794109	0.0001398166	1.7876311e-05	3.4139393e-05	0.0035893905	0.0075901644
s	0.004207261	0.025544832	0.35242036	0.46315572	0.08381118	0.02448354	0.041117612	0.0017840703	0.0011802008	0.0010955689	0.00017877824	0.00047664167	0.00054418645
o	0.017691886	0.06926927	0.30654767	0.46528348	0.0449028	0.01208153	0.006851445	0.01950618	0.007332436	0.0033619115	0.0023010555	0.033211693	0.011658586
n	8.9830406e-05	0.005795749	0.12500016	0.19270934	0.5986165	0.063414514	0.01119266	0.0021209703	2.5783716e-05	0.000108006614	5.040303e-05	0.000706428	0.00016968281
t	0.0017378613	0.043154508	0.31009096	0.32557043	0.24081577	0.035071336	0.0024614632	0.000738689	0.0018240061	0.00038543585	0.00037443897	0.02361429	0.014160887
a	0.00938193	0.057133947	0.18590464	0.20004794	0.3516057	0.061717495	0.0048265606	0.008187153	0.0036275166	0.0009294176	0.0020246918	0.01064127	0.103971705
i	4.6108304e-05	0.0007975022	0.010790075	0.044685975	0.7136302	0.21147865	0.015489964	0.0024036795	4.2621985e-05	3.675636e-05	2.9662013e-05	0.00024378081	0.0003250056
k	6.986857e-05	5.5188793e-05	0.0005614135	0.0036161214	0.14422557	0.23473094	0.61035436	0.0055855853	5.8435166e-06	1.8262757e-05	3.1834459e-06	0.00065000233	0.00012367214
i	0.0011091011	0.013109539	0.088936836	0.17236885	0.296336	0.20893632	0.020685134	0.0029590065	0.0076802736	0.0012078128	0.0020017745	0.07199951	0.11266991
a	6.985245e-05	0.00016836922	0.001552926	0.019841325	0.19021498	0.5611465	0.20530084	0.010616134	0.00020195001	3.6140267e-05	1.29438395e-05	0.0025736217	0.00826446
t	0.00010525028	3.6492245e-05	0.0002344138	0.0013291141	0.023974873	0.13732967	0.776044	0.056319576	3.5955793e-05	5.7164292e-05	3.6118436e-06	0.0043485686	0.0001812742
è	0.0038855702	0.005864818	0.01709757	0.06281201	0.11563782	0.2461624	0.091913015	0.06769537	0.039912723	0.007797636	0.009186739	0.17180218	0.16023211
r	0.000520962	0.00014779669	0.0010320784	0.018889328	0.022007838	0.13906074	0.72112703	0.084728755	0.0068374886	0.0010652058	0.00033957415	0.0031518068	0.0010915261
a	0.013941253	0.015443867	0.028278152	0.071316935	0.096074335	0.23823313	0.08188083	0.054062705	0.007453352	0.0012777143	0.0018093408	0.1899027	0.20032564
m	0.00010702484	4.462531e-05	0.00015754212	0.000540221	0.009077044	0.09805593	0.13016355	0.69534624	0.024672717	0.0049939035	0.0014687405	0.016110873	0.019261643
u	0.0059649376	0.008240006	0.017342445	0.055229772	0.08684758	0.2868746	0.15162109	0.23696673	0.04906239	0.003070939	0.0019254338	0.044114597	0.05273956
t	0.00013324938	7.688252e-05	0.00022350151	0.0006380825	0.0039693136	0.035692595	0.059084564	0.68310606	0.14449519	0.009470484	0.0014174641	0.004063563	0.05762891
i	0.015698478	0.014935023	0.01927405	0.030744907	0.040524475	0.099537395	0.07334195	0.24242769	0.12812987	0.029768568	0.034626868	0.1200866	0.15090415
n	6.1611245e-05	5.641335e-05	0.0001674737	0.0002194213	0.003318072	0.017072197	0.022939611	0.3121443	0.32839724	0.14421567	0.046169415	0.008733606	0.11650495
ì	0.0059073125	0.006318231	0.009607003	0.01916125	0.026888037	0.08334452	0.049888104	0.25492942	0.35392922	0.05242867	0.010430885	0.06124091	0.06592638
c	0.0010005007	0.00038958518	0.00090938265	0.0039243614	0.0029284752	0.014862191	0.064572856	0.14837423	0.63448524	0.10050495	0.011333057	0.0063730087	0.010342135
h	0.0034386723	0.0037383772	0.0045802244	0.006308671	0.007908992	0.016279299	0.009767996	0.033410534	0.7234935	0.14954622	0.02446044	0.0025945187	0.014472488
a	0.0125208255	0.0119992625	0.013770317	0.013519102	0.019793583	0.029350085	0.041927326	0.06363375	0.63749945	0.11781583	0.002948601	0.0037316685	0.031490184
p	0.00031978832	0.0001495807	0.00028323708	0.00031313312	0.0004493414	0.0011736989	0.0018440995	0.031162811	0.45955944	0.27211797	0.10975661	0.0068817292	0.11598857
à	0.021487102	0.017285421	0.018361427	0.018238997	0.018885942	0.02285403	0.02544602	0.051915113	0.04696414	0.061955072	0.23378266	0.29219085	0.17063321
r	0.0014867285	0.00075236714	0.0013114541	0.003727284	0.0024334374	0.0069639515	0.02246281	0.051596485	0.3375822	0.32254326	0.114104986	0.027769879	0.10726514
o	0.012635356	0.01164867	0.012333792	0.013054435	0.013244283	0.015898393	0.015275388	0.02606552	0.23176178	0.3654396	0.22578521	0.02317578	0.033681776
n	2.9317775e-05	1.47900355e-05	2.766557e-05	1.8103252e-05	4.3474312e-05	8.1684295e-05	0.00010470842	0.0016607727	0.03028267	0.14066797	0.67890155	0.008492714	0.13967448
t	0.004140325	0.0034666252	0.004033216	0.0045891916	0.0048456965	0.007537817	0.0061501246	0.016788667	0.2768042	0.40274236	0.17968501	0.029252218	0.059964467
a	0.0020398356	0.0018659793	0.002198054	0.0017019961	0.0023854782	0.0025057765	0.002849072	0.006394607	0.037935458	0.07302937	0.49206853	0.099183016	0.27584282
s	7.70357e-06	3.2078608e-06	8.519857e-06	4.0544314e-06	7.538643e-06	1.2464897e-05	1.231889e-05	0.0002883876	0.005267252	0.024085555	0.91089064	0.002761429	0.05665082
i	0.00991005	0.006015027	0.0069113793	0.0061696316	0.005822341	0.0066289906	0.006833895	0.011353193	0.018136114	0.047316205	0.32968432	0.38074648	0.16447236
n	2.678766e-06	1.0450516e-06	3.2104808e-06	1.070806e-06	2.1234114e-06	3.2193816e-06	2.9367059e-06	0.00010261676	0.0012183434	0.009506153	0.9610149	0.00092982023	0.027211946
a	0.0020183008	0.0011835911	0.0014936432	0.0014273586	0.0013838519	0.0019354061	0.0016455172	0.0042351075	0.06284684	0.14653018	0.52918077	0.090218	0.15590137
g	1.2460343e-05	3.961817e-06	9.362943e-06	5.1400293e-06	2.7445715e-06	3.7788855e-06	3.8828143e-06	0.00018968117	0.0018168117	0.012769642	0.9578205	0.0013632086	0.025998965
l	0.0012790179	0.0009317854	0.0011097421	0.0011467815	0.0011745176	0.0016718056	0.0013914652	0.0036802795	0.08690689	0.19213311	0.55049556	0.043381397	0.11469767
i	0.00037643575	0.00030949642	0.0005105148	0.00018540696	0.00045121464	0.00037561095	0.00035062985	0.0011230255	0.0053011733	0.010269813	0.3282752	0.11304689	0.5394246
s	9.076402e-06	2.6269638e-06	6.9113794e-06	2.7296833e-06	2.2922752e-06	2.8508e-06	2.5568495e-06	6.6541084e-05	0.0006445119	0.003988559	0.8924109	0.0028563098	0.10000415
ì	0.010469629	0.005469446	0.0065331133	0.005365579	0.004764782	0.0050527886	0.0052909944	0.007841131	0.0062080524	0.0170574	0.22226474	0.43061945	0.2730629
a	0.00069210393	0.00017235601	0.00032016708	0.00039169763	0.00019411856	0.00035843012	0.0007195719	0.0024657587	0.0049236743	0.011964501	0.061558172	0.62145764	0.29478177
</S>	0.00016859257	3.4239703e-05	6.123075e-05	3.351973e-05	2.642357e-05	3.3322565e-05	3.901543e-05	0.00017254881	0.00043813864	0.0017061072	0.063512444	0.21587506	0.71789944
