 	il	ladro	poteva	entrare	da	qui	</S>
o	0.92010343	0.05608151	0.01316989	0.003484474	0.0043775863	0.0020110067	0.0007720586
l	0.98501325	0.004374731	0.010605798	5.5285086e-06	2.1035174e-07	2.203698e-07	2.628745e-07
à	0.7919524	0.08686099	0.009691384	0.04027333	0.038937982	0.026653443	0.005630514
d	0.14432676	0.8150719	0.039745465	0.00070403126	0.00012205782	1.8847897e-05	1.0964595e-05
r	0.17718437	0.7811514	0.040652137	0.00033155092	0.0004417988	1.6028544e-05	0.00022276521
o	0.38138938	0.50383395	0.033897128	0.025498182	0.038012788	0.0010761231	0.01629242
ì	0.0040920996	0.032737873	0.9292266	0.03178083	0.001966609	8.133111e-05	0.00011465347
s	0.006454286	0.042719446	0.8817847	0.06686375	0.0016051815	0.0004765155	9.631842e-05
o	0.07669767	0.13833366	0.30697185	0.06655181	0.09997004	0.14399183	0.1674831
z	0.00015175047	0.00048441693	0.6988572	0.23629917	0.015625423	0.028383754	0.020198356
e	0.03526072	0.06526677	0.060695864	0.2764422	0.18439637	0.26791415	0.110023946
è	9.847394e-05	9.584483e-05	0.10423667	0.6483826	0.049767792	0.12395871	0.07345998
m	0.0054814154	0.0042525227	0.020265017	0.80258775	0.15039553	0.013321345	0.0036963318
b	0.035054367	0.058964718	0.066734746	0.35134992	0.38752407	0.014391915	0.08598024
i	0.18692562	0.16799305	0.23676316	0.14337443	0.22711022	0.0034309165	0.034402627
a	0.0007653698	0.0009169275	0.0074918456	0.13185713	0.48354113	0.20340909	0.17201856
p	8.3900646e-05	3.6954487e-05	0.00038499563	0.008571674	0.03736224	0.898824	0.05473635
ò	0.00013053414	0.000138911	0.00011620558	0.0011267888	0.009074802	0.9264029	0.06300981
t	0.0002746114	0.00034697008	0.00043136757	0.008520093	0.026469234	0.85434574	0.109612
t	0.0018286319	0.0018603192	0.0016827063	0.0028553035	0.0068894564	0.9427752	0.0421084
u	3.8575046e-05	3.7010257e-05	0.0006986884	0.00035786955	0.0007617161	0.979118	0.018988065
</S>	1.1217772e-06	9.776526e-07	8.778666e-06	1.5064049e-05	0.0001147078	0.939092	0.06076747
