 	le	melanzane	vogliono	girate	</S>
e	0.96986336	0.023788543	0.0017061603	0.0010141239	0.0036279734
m	0.8469779	0.15289792	0.00012311249	2.4642874e-08	1.148968e-06
a	0.6204095	0.3012833	0.004279733	0.025576357	0.048451144
r	0.83010954	0.16947044	8.595177e-05	1.9280174e-05	0.00031474172
a	0.29474717	0.6463961	0.0017951414	0.009251619	0.047810066
n	0.3998062	0.5741402	0.0074599874	0.0011808566	0.017412735
g	0.08911562	0.83424485	0.0010000936	0.008757422	0.06688202
i	0.08618958	0.33180517	0.00234705	0.017080266	0.56257796
à	0.4473755	0.46056563	0.020694515	0.002094737	0.069269724
n	0.02265801	0.8013481	0.17008711	0.0016910885	0.004215619
e	0.1482986	0.44530058	0.0035243344	0.038270358	0.36460614
e	0.007853484	0.031879995	0.08873511	0.057517376	0.814014
t	0.0010038663	0.015961068	0.9587419	0.016373735	0.007919414
è	0.014526681	0.03571285	0.014305872	0.5030241	0.4324305
l	0.00037202408	0.003012759	0.95906764	0.033146765	0.0044008694
u	0.04225339	0.0689003	0.05052401	0.62692845	0.21139388
n	7.3104355e-05	6.677125e-05	0.28746432	0.70152885	0.010866993
v	0.0025422133	0.0043233065	0.018249441	0.94580024	0.029084783
o	0.013522604	0.0014403353	0.046644576	0.7932338	0.14515865
t	0.0010820981	0.00035405677	0.22984195	0.54937553	0.2193464
i	0.020579705	0.017908985	0.014416393	0.9260099	0.021084933
m	0.00015136958	9.444066e-06	0.024495963	0.81415164	0.16119164
m	0.00262497	0.0027626746	0.0036913098	0.9548501	0.036071025
è	0.04742166	0.008411593	0.012998752	0.49210265	0.4390654
n	0.0037739188	0.0030072597	0.016747933	0.95699894	0.019471904
e	0.099111386	0.062659346	0.089241214	0.5592965	0.18969157
</S>	0.00016118327	1.5627895e-05	0.0016585464	0.16238728	0.83577734
