 	voleva	un	bar	con	un	forno	che	fa	buoni	rustici	</S>
ì	0.69456273	0.12431969	0.0069294474	0.018314024	0.04197455	0.007430094	0.035542857	0.03308906	0.025539361	0.0030618738	0.00923632
t	0.94813216	0.051687352	0.00013017199	5.605437e-06	3.4614233e-05	7.5662037e-06	1.2904669e-06	8.371833e-07	4.1333888e-07	1.0483321e-08	8.394442e-09
e	0.7165902	0.11878707	0.0811467	0.0038371691	0.04491068	0.022715487	0.0038372772	0.00729446	0.0008150777	9.364517e-06	5.6465728e-05
l	0.8778217	0.11969513	0.0023640627	8.59003e-06	8.248903e-05	4.2342076e-06	4.9603423e-06	1.3102694e-05	5.5094656e-06	3.6968732e-08	1.8919282e-07
a	0.23229456	0.4075806	0.17137991	0.08420082	0.057708986	0.008496043	0.00659849	0.017171817	0.009129265	0.00068761414	0.004751903
è	0.048933223	0.88735455	0.046965368	0.002683353	0.009373346	0.0005427314	0.00072911254	0.0020834117	0.0012599726	1.3168407e-05	6.176045e-05
n	0.008367271	0.57870275	0.41004482	0.0011569116	0.0012043108	9.443859e-05	3.862785e-05	0.00019160775	0.00019392997	3.377486e-06	1.996767e-06
a	0.072969966	0.39520544	0.43751723	0.025633123	0.037955	0.00084767333	0.00044671394	0.0014710146	0.0015016745	0.0017989315	0.024653338
b	0.0009016787	0.049371414	0.518333	0.26709783	0.15933648	0.0016047119	9.123978e-05	0.00014063761	3.7485428e-05	0.00014816332	0.0029372734
a	0.00526987	0.0186206	0.035255175	0.5664364	0.32281238	0.006997598	0.0014204684	0.0015335362	0.001034571	0.009218301	0.03140111
r	0.00064127217	0.0059583196	0.074815616	0.21824767	0.67995065	0.009193482	0.0005147195	0.0004485956	7.38668e-05	0.0003128569	0.009843015
m	0.024851663	0.027545348	0.04388104	0.603075	0.19418898	0.06659203	0.012722352	0.008356135	0.0040961956	0.003166069	0.011525199
è	0.027376125	0.03614936	0.020181596	0.114993736	0.5047601	0.044975594	0.0064828736	0.004292716	0.0020047203	0.012488018	0.22629513
