 	possono	essere	ancora	svegli	</S>
i	0.94624096	0.031141182	0.0064832154	0.0041347668	0.0119997505
s	0.9972109	0.0023676597	0.00038908664	2.6993479e-05	5.3474646e-06
ò	0.67097205	0.008312149	0.25699347	0.018223949	0.04549835
z	0.60403943	0.39242858	0.0031436244	0.00021771842	0.00017063056
o	0.5436665	0.42875755	0.002989018	0.007216725	0.017370237
n	0.05431091	0.8078665	0.082085736	0.019835917	0.0359009
e	0.11458164	0.7520323	0.010905548	0.024332708	0.098147824
ì	0.0051899343	0.5082238	0.124056846	0.015339859	0.34718952
n	0.004633329	0.57924485	0.40740663	0.007187294	0.0015278921
e	0.0478123	0.20198014	0.028725602	0.09168716	0.62979484
a	0.00044036968	0.0041405153	0.95437294	0.015731078	0.025315112
n	0.00066651095	0.0027002436	0.8095754	0.18505906	0.0019988827
k	0.014632869	0.04282445	0.17145966	0.517928	0.25315505
ò	0.008670794	0.0059701065	0.024380675	0.008289624	0.9526888
r	0.0074155326	0.03740646	0.83371544	0.029060438	0.092402115
a	0.20519137	0.2262166	0.45389634	0.07320883	0.04148683
a	0.00026353967	0.0005019115	0.055082392	0.64876276	0.29538938
t	0.00018873347	0.00019545681	0.06299954	0.82307786	0.113538444
s	0.0031504945	0.0029542297	0.10964342	0.78420115	0.10005074
ù	6.453143e-05	4.6646725e-05	0.00096111256	0.03318015	0.9657476
n	0.0002039131	0.00042507146	0.0345287	0.91618377	0.048658546
n	0.009398944	0.0069568013	0.060519084	0.8334797	0.089645416
i	0.039669566	0.029687539	0.05300037	0.5591732	0.3184693
t	0.00024080992	0.00017202	0.023322364	0.780078	0.1961867
i	0.0023453215	0.0017760998	0.009371088	0.13350904	0.8529984
</S>	5.719569e-06	3.065309e-06	0.0006359312	0.1924985	0.80685675
