 	il	morto	vuole	pianto	</S>
o	0.95186096	0.040575624	0.001926728	0.0018503099	0.0037863369
p	0.76587605	0.23291056	0.0012090813	3.7267778e-08	4.318972e-06
e	0.35163757	0.59216535	0.02539614	0.0034348138	0.027366078
s	0.15993896	0.8363787	0.0031166454	1.1998515e-05	0.0005537232
a	0.13952255	0.78635454	0.0071026445	0.0049699303	0.06205032
m	0.008121012	0.7891385	0.019673375	0.00540237	0.17766465
m	0.08775119	0.84009176	0.01539212	0.0026727724	0.05409207
è	0.10940178	0.25961575	0.0015766269	0.0027114707	0.6266944
n	0.6785294	0.29932788	0.021061627	2.523947e-05	0.0010559047
o	0.67671776	0.17171048	0.012202614	0.008052962	0.13131614
t	0.022542823	0.08582754	0.67618316	0.039781682	0.17566484
è	0.059478234	0.0783406	0.014970877	0.202921	0.6442893
l	0.0017220312	0.0065523856	0.872329	0.068239056	0.05115738
i	0.04922772	0.062471528	0.062251046	0.7149955	0.11105424
g	1.8635517e-05	2.6293228e-05	0.009837921	0.9623114	0.027805809
l	0.006729352	0.008702496	0.008876634	0.9136339	0.062057722
a	0.0023604427	0.0020833286	0.03290215	0.8588672	0.103786804
m	6.8696965e-05	5.7723384e-05	0.0072104884	0.9082437	0.08441942
m	0.0014353427	0.0015833961	0.0015369094	0.95212436	0.04332
è	0.08617032	0.0476912	0.039178565	0.45815283	0.36880705
n	0.009427366	0.007593426	0.03194986	0.8873057	0.063723676
o	0.10247843	0.07729737	0.10243451	0.4108628	0.30692688
</S>	4.1772942e-05	2.362036e-05	0.00049964595	0.27701437	0.7224206
