 	io	non	ho	scritto	mai	una	lettera	al	mio	fratello	</S>
e	0.9464833	0.011136946	0.004357696	0.0035987892	0.0057687913	0.013741693	0.0002301487	0.009623083	0.0041936943	4.3304775e-05	0.000822506
v	0.9087468	0.09106385	0.00016422808	7.1144336e-06	5.806266e-06	8.743229e-06	2.9235498e-06	3.5344013e-07	5.629628e-08	4.44488e-09	8.87073e-08
ò	0.4218122	0.34439197	0.13489574	0.03490711	0.04789297	0.010073384	0.0017004688	0.00042738082	0.00092898024	0.0022309874	0.0007388769
e	0.3632562	0.48906732	0.11907372	0.010759101	0.008875438	0.007000503	0.00016854519	0.0010801427	0.00057128456	5.9030368e-05	8.8614484e-05
n	0.019516818	0.93704134	0.040208455	0.0008793379	0.0006789219	0.0015795587	1.0029423e-05	5.4310094e-05	2.9226825e-05	1.6066707e-06	3.1125916e-07
ì	0.008783798	0.10088722	0.7393096	0.10352187	0.013336813	0.018900461	0.0003324717	0.00064368243	0.0011620411	0.010102783	0.0030193096
m	0.0018729945	0.27482942	0.6261451	0.07898423	0.015300887	0.0023773697	5.3350566e-05	0.00015222865	9.400581e-05	2.9140449e-05	0.00016133154
e	0.040887546	0.09685579	0.41229832	0.41660196	0.026261656	0.0031640402	4.0477877e-05	8.382541e-05	6.0349317e-05	0.001140075	0.0026059793
g	0.0016467085	0.024652256	0.3936353	0.45745528	0.10295822	0.010777484	0.00043722865	0.00012340883	0.00010212975	0.00044366208	0.007768244
r	0.0037010284	0.01014773	0.066955924	0.65897787	0.21881388	0.013579979	0.0004027638	0.00063053257	0.00036111657	0.0009966494	0.025432404
a	0.013265211	0.019197242	0.11266269	0.5019945	0.2504836	0.015673773	0.0005585728	0.0010640457	0.0013419272	0.019039711	0.06471869
m	0.00012004982	0.0007851076	0.03581132	0.11816198	0.6727317	0.1656638	0.003335813	0.001156009	0.00069323473	5.3843734e-05	0.0014871483
m	0.0031884736	0.006472087	0.026443569	0.51612926	0.3709081	0.062294632	0.0050662206	0.0008843456	0.00026641265	0.00029377054	0.008053175
è	0.036527	0.029663082	0.075121	0.37338543	0.39601976	0.030550778	0.0025101227	0.00046464233	0.0003745219	0.014726251	0.04065742
n	0.1967437	0.13751575	0.010772681	0.10313532	0.10090638	0.3001748	0.09092215	0.043104168	0.014285911	6.3631596e-05	0.0023755666
a	0.14097735	0.11364368	0.0982955	0.35479105	0.15136336	0.09115512	0.026345773	0.0024449117	0.0015351329	0.0036502841	0.015797883
m	2.5710153e-05	0.00013433042	0.003975028	0.0037187836	0.12236811	0.82638305	0.023863003	0.015775476	0.0030480796	1.469908e-05	0.00069365866
a	0.0064490074	0.0075189485	0.013265267	0.17720671	0.3062259	0.2490644	0.105459645	0.044524744	0.004708546	0.0024075645	0.0831693
i	2.822159e-05	8.279904e-05	0.0013019616	0.0012783365	0.033468086	0.78204614	0.07726059	0.08404053	0.010650848	0.00049457105	0.009347833
a	0.00011534009	0.00016855569	3.8379858e-05	0.00017051412	0.0054747	0.18562385	0.0385091	0.659359	0.10721663	0.00026945092	0.0030545138
n	4.302561e-05	0.00012864519	3.5345493e-05	0.00037690264	0.01420904	0.3276771	0.027945725	0.50417984	0.12467668	0.00020920821	0.00051853084
g	0.0013935843	0.0026641209	0.0042185774	0.08815947	0.15427046	0.24028388	0.21920283	0.17357942	0.026529854	0.011500203	0.078197576
r	0.0010771112	0.0010486003	0.0018347746	0.0059906445	0.021111734	0.11667316	0.014806897	0.20816344	0.053769987	0.28566954	0.28985414
à	0.008789046	0.010096242	0.017342148	0.012789035	0.02688485	0.08037283	0.030758414	0.19282499	0.107452676	0.07037623	0.44231352
m	0.001310167	0.0022089342	0.0028118596	0.0032443	0.00844904	0.112916	0.5772162	0.13144723	0.081895635	0.042951882	0.035548795
m	0.019121278	0.0197182	0.020095192	0.035191555	0.039373584	0.04464065	0.38758108	0.13794899	0.11148281	0.1717273	0.013119378
a	0.12899035	0.11852047	0.10816088	0.099172115	0.095645554	0.21611248	0.078063026	0.038596217	0.0153186	0.048425976	0.052994262
t	0.0002502674	0.0004177136	0.0025497517	0.00068979163	0.0020544776	0.05248304	0.04313378	0.20098183	0.272029	0.095728695	0.32968166
a	0.006723684	0.007284808	0.007490432	0.0062821615	0.008210601	0.009344307	0.032967534	0.026800117	0.05530427	0.19438024	0.64521176
d	1.51238455e-05	3.9334587e-05	0.0003506984	5.857886e-05	0.00033259185	0.01429026	0.0014357524	0.16257566	0.4763282	0.069398105	0.27517566
e	0.0028244145	0.0030622657	0.0029247147	0.0040649525	0.0046561593	0.00491617	0.047235556	0.036455013	0.14409633	0.6898034	0.059961084
r	2.6445108e-05	7.768055e-05	0.00020576203	5.8872196e-05	0.00012235105	0.0023055156	0.0018708805	0.028919356	0.32974276	0.13962719	0.4970432
f	0.0022851166	0.0026761608	0.0022969367	0.0023292543	0.0024825307	0.0023390711	0.010493267	0.0068013687	0.026384097	0.8527672	0.08914498
