 	li	vestono	i	genitori	</S>
t	0.9917882	0.00071789074	0.0044360585	0.0004488544	0.002609109
u	0.9942042	0.0033801326	0.002129792	3.584559e-05	0.00025002178
s	0.9955291	0.0042541414	0.00019947936	2.4763724e-06	1.4721322e-05
i	0.7079015	0.085748546	0.07947621	0.043251105	0.0836227
n	0.56105566	0.36612248	0.015655294	0.0042747348	0.0528918
d	0.07620037	0.51508594	0.13321555	0.13555548	0.13994275
ì	0.0042997734	0.09163378	0.001538732	0.052534174	0.8499935
n	0.11677518	0.4656942	0.2554731	0.04699067	0.11506678
n	0.12746118	0.8083112	0.0254192	0.014915701	0.023892665
o	0.39515653	0.20717889	0.018329363	0.023286836	0.35604835
n	0.032811113	0.15713395	0.5818758	0.01006961	0.21810958
e	0.08277344	0.073760934	0.17470847	0.29243886	0.37631825
i	0.0023353407	0.005391311	0.89764273	0.015087889	0.07954267
g	0.00089103286	0.0026211399	0.94719255	0.04044568	0.00884952
e	0.0060663824	0.004685102	0.08954364	0.8677936	0.031911254
n	0.0004330005	0.0005636727	0.9084957	0.07423257	0.0162751
i	0.0027750111	0.002097263	0.03180434	0.9578287	0.00549468
t	0.0011919884	0.0015726273	0.6862584	0.24643743	0.06453958
ò	0.0066713355	0.0062158015	0.02142151	0.959059	0.0066322936
r	0.009595861	0.018015401	0.24729626	0.5493816	0.17571084
i	0.0033020298	0.003365402	0.006658494	0.9782155	0.008458607
</S>	0.00010068768	6.213443e-05	0.007935323	0.14243366	0.8494682
