 	ancora	sto	cucinando	e	non	sono	pronto	</S>
a	0.9503017	0.02104037	0.0050239493	0.010455751	0.0014484809	0.008897675	0.0011800946	0.0016519753
n	0.6714658	0.32752684	0.0009896066	1.3902409e-05	2.728125e-06	1.302909e-07	6.080705e-08	9.542969e-07
k	0.05315895	0.5109273	0.39901596	0.0062651336	0.018966224	0.0034477105	0.0006849738	0.0075337314
ò	0.08426853	0.6752429	0.13563243	0.0018908716	0.05326301	0.0012096674	0.001786651	0.046705935
r	0.18388554	0.557141	0.2158634	0.03141538	0.004146389	0.00411727	0.0003353189	0.0030956394
a	0.071723826	0.46781072	0.16918904	0.027613286	0.04681018	0.16674799	0.00026501383	0.049839932
s	0.00028101105	0.9060882	0.088784665	0.0040249946	0.0007741591	4.604851e-05	1.3108088e-07	7.62151e-07
t	0.016388243	0.2246843	0.6030534	0.047179956	0.014917286	0.06808014	0.000864394	0.024832211
e	0.009959663	0.34492168	0.052812204	0.066384554	0.08202595	0.323406	0.01679882	0.10369116
m	8.576044e-05	0.60365164	0.3203314	0.071712926	0.0037069875	0.00048585952	1.5359328e-06	2.3778073e-05
a	0.017066488	0.11689028	0.58681446	0.24533953	0.01373694	0.0074773924	0.00012401683	0.012550932
r	0.00047726295	0.10767531	0.6847988	0.18995205	0.013767739	0.000867661	3.7282385e-05	0.0024239516
è	0.016684655	0.053264383	0.23656912	0.54761684	0.05776589	0.037346717	0.0024092451	0.048343126
o	0.007839941	0.0793483	0.44382736	0.23127222	0.2056108	0.027167803	0.0027605765	0.0021729856
c	0.00019678185	0.003849968	0.063260354	0.40500835	0.51163393	0.015368124	5.552843e-05	0.0006269802
e	0.0029068897	0.017896984	0.095777996	0.55571795	0.08078472	0.05268823	0.014096632	0.18013059
e	0.0010644714	0.0034360085	0.03495104	0.096436396	0.7085326	0.105440736	0.002748893	0.047389884
n	0.00044423013	0.001016059	0.009076982	0.083915904	0.7637581	0.13863744	0.00021707822	0.0029342254
ì	0.0044351574	0.008678425	0.026459834	0.22913742	0.1772709	0.41191632	0.014519299	0.1275826
n	0.0058524637	0.0027413089	0.023585709	0.03131069	0.2529774	0.47178304	0.17075545	0.040994026
e	0.06963381	0.06759299	0.08956653	0.16289957	0.1918118	0.38090667	0.00864267	0.02894593
p	4.7104506e-05	7.914555e-05	0.00028339436	0.0007034265	0.0069059706	0.114213936	0.67796475	0.19980222
r	0.01043519	0.010378197	0.013770149	0.013662005	0.03607545	0.05256887	0.5707781	0.29233214
ò	0.0011030053	0.0036737716	0.0019964448	0.004787169	0.0057452056	0.051045634	0.39627102	0.5353778
n	0.00014737813	0.00013862916	0.000837627	0.0005377092	0.0035835232	0.0040408173	0.8760794	0.114634976
t	0.011208151	0.011077492	0.013402295	0.01680918	0.021397475	0.056139685	0.81746	0.052505672
o	0.0005072011	0.00064749725	0.00059434917	0.0007647021	0.0010663061	0.0053035915	0.8474291	0.14368732
</S>	8.295127e-06	1.1935032e-05	2.3830042e-05	3.193121e-05	0.00019597936	0.0011683161	0.55836385	0.44019586
