 	da	da	un	famoso	poeta	</S>
p	0.98159224	0.006878553	0.0014456403	0.0069571333	0.0019985482	0.0011279011
u	0.92697376	0.05220743	0.020305267	0.0003394307	3.8768285e-05	0.00013520329
s	0.05069069	0.90463316	0.044485413	7.9875164e-05	9.081125e-06	0.000101776604
s	0.21330361	0.43439072	0.26557586	0.036982328	0.010045229	0.039702114
è	0.05914396	0.079261445	0.45639572	0.108979166	0.08687021	0.20934951
n	0.009700102	0.69801253	0.27609143	0.0140246395	0.00080345146	0.0013678626
a	0.09709324	0.59980017	0.20234089	0.007084101	0.0068751555	0.08680641
f	0.00044160115	0.050100256	0.91978365	0.0038361982	0.0007428958	0.025095427
a	0.10409079	0.25090498	0.3435032	0.1579779	0.015221345	0.12830187
m	0.00024959783	0.012018695	0.39664385	0.44950822	0.03591033	0.1056694
ò	0.017179286	0.045027632	0.1710737	0.75087583	0.008902239	0.0069413306
s	0.011599865	0.030910088	0.75803214	0.14318182	0.02371407	0.032561995
o	0.108345166	0.12573683	0.20281027	0.46531555	0.085526735	0.012265366
p	2.7823946e-05	0.00017687654	0.0043557673	0.41862926	0.5057368	0.071073405
o	0.008472773	0.011059589	0.023125509	0.23814026	0.67142874	0.047773164
è	8.077622e-06	2.2701919e-05	0.00017854842	0.028332014	0.9531178	0.018340891
t	0.0020117566	0.003228767	0.023070345	0.15503937	0.49034756	0.3263022
a	0.0005888002	0.0007668874	0.0014024002	0.024370981	0.8932155	0.07965551
</S>	2.5323941e-05	6.2829844e-05	0.00018310781	0.012875273	0.58424515	0.40260836
