 	questa	la	costruirono	mastri	che	erano	i	muratori	</S>
t	0.69685686	0.12431052	0.047725953	0.076523915	0.02970049	0.0025974382	0.014277266	0.0029305543	0.0050769937
ù	0.9944476	0.0022313243	0.0011648083	0.0005333336	0.0006992266	0.000592936	0.00031277878	4.6622836e-06	1.3387644e-05
o	0.9387148	0.060942262	0.00015656208	2.4475461e-05	7.2812045e-06	0.00015380605	6.2859954e-07	9.897684e-09	8.2544474e-08
o	0.09977416	0.89592475	0.0038257646	1.986948e-05	1.1628704e-05	0.000441921	1.0952555e-06	1.733851e-08	7.455878e-07
f	0.020598825	0.7743951	0.19709341	0.0010562525	0.000190806	0.0065734214	3.3808818e-05	5.146991e-07	5.7865145e-05
r	0.023240663	0.3907965	0.50967336	0.0068112123	0.0024178552	0.020221937	0.018035984	0.0028999585	0.025902594
a	0.5535899	0.14263123	0.08553153	0.023115152	0.019972501	0.09214345	0.05129736	0.0029820174	0.028736878
b	0.059997946	0.47842082	0.42467794	0.0089024035	0.008647284	0.016287347	0.0028566667	2.2487162e-05	0.00018705787
b	0.01343846	0.19420834	0.74434745	0.02156695	0.00131728	0.00690449	0.009747994	0.0016358371	0.0068333433
i	0.50997233	0.42090398	0.05760215	9.952383e-05	3.7860496e-05	0.0005220353	0.00020627	0.00023799848	0.010417786
k	0.030252013	0.2576715	0.6925006	0.0060944287	0.0014649908	0.010878641	0.00016278878	3.4191602e-05	0.000940889
è	0.020302722	0.22051516	0.65322936	0.0104409335	0.0009311477	0.004206946	0.015903952	0.014743179	0.059726626
s	0.0025187847	0.06765596	0.79830956	0.08743379	0.028263291	0.013475347	0.0006742729	0.00022532872	0.0014437062
s	0.073212855	0.116887026	0.40671462	0.08523722	0.017024625	0.024554394	0.19706012	0.02092277	0.058386385
a	0.060463816	0.022016834	0.07127484	0.015428469	0.02647304	0.0026605332	0.165621	0.26965714	0.36640435
n	0.001459763	0.002858593	0.48436797	0.45136005	0.054705556	0.0004976688	0.004282366	0.00013172437	0.00033624104
o	0.013973702	0.0332928	0.35349658	0.5126287	0.031398013	0.00455947	0.01267694	0.006266175	0.031707723
m	0.001691802	0.0022089586	0.21756674	0.56852674	0.17932601	0.007078945	0.0023797425	0.0004805369	0.020740574
a	0.008845413	0.01836737	0.15177125	0.67616034	0.089253165	0.0019781603	0.0052388026	0.009236909	0.03914859
s	0.00067071803	0.0007474084	0.025144013	0.35902783	0.55234754	0.010244833	0.006218252	0.0011681042	0.044431325
t	0.015673347	0.01695465	0.039099403	0.45764828	0.2822831	0.010709304	0.054801892	0.036234807	0.0865953
ò	0.1280479	0.052459247	0.10209847	0.17766173	0.28289616	0.0071915668	0.0422208	0.12588497	0.08153911
r	0.0051881685	0.013376616	0.08484242	0.13190643	0.46670946	0.22035863	0.021092447	0.008734225	0.04779166
i	0.058248784	0.059694126	0.08542015	0.3045985	0.30877197	0.0035542315	0.015567725	0.08273419	0.08141039
k	0.00021993625	0.00016849143	0.0018306107	0.021775363	0.94062126	0.0015248843	0.006595471	0.0064931805	0.020770926
a	0.0058657397	0.006662334	0.017419346	0.23166066	0.65047467	0.007963483	0.029871495	0.015430153	0.034652162
ì	0.0003144671	0.00025848296	0.0010943537	0.012888749	0.5931522	0.06587909	0.20208183	0.019324413	0.105006374
a	0.0009139829	0.0013559243	0.0018574808	0.008718533	0.060494702	0.69520557	0.21372981	0.009397625	0.008326449
n	4.152233e-05	9.544668e-05	4.736819e-05	0.0025072042	0.022396937	0.08253974	0.8847932	0.0063266433	0.0012518794
e	0.00089910533	0.0015395607	0.0027449199	0.049479175	0.15312381	0.012774861	0.60433036	0.124156676	0.050951466
e	1.3617721e-05	3.9369028e-05	3.2769403e-05	0.00088999677	0.008968716	0.08401534	0.89301634	0.005742408	0.007281514
f	2.8785762e-05	5.4895932e-05	2.2679258e-05	0.0006116653	0.0030322284	0.027740862	0.9547907	0.011566174	0.0021521095
r	8.602194e-05	0.0001564867	0.00014372698	0.0017990367	0.008777381	0.0025154834	0.55776256	0.41096014	0.017799199
a	0.00045288916	0.00024171808	0.00020944957	0.00030202646	0.0019875907	0.0011511568	0.0320646	0.53245246	0.43113807
b	2.7118083e-05	3.5185327e-05	1.4272357e-05	9.0154106e-05	0.00068873505	0.0117995385	0.45822412	0.3861483	0.14297262
b	0.0015951627	0.0015746078	0.0019124809	0.009918495	0.056376696	0.0041670683	0.13151537	0.6594235	0.13351664
i	0.00064800936	0.00031057495	0.00040863728	0.00068278454	0.016126392	0.001671992	0.021944275	0.6632582	0.29494902
k	0.00012911248	0.00017375243	8.309871e-05	0.00015814637	0.00060146354	0.026598413	0.6068742	0.18214025	0.18324153
a	0.0007010365	0.00079093396	0.0007627702	0.0015139348	0.004231526	0.0017584811	0.03441373	0.9094276	0.0464
t	3.513889e-05	8.712774e-05	2.4969562e-05	0.000108716864	0.00016249376	0.017884135	0.40963227	0.41247746	0.15958758
ò	0.008524653	0.0078845555	0.00621641	0.008735977	0.009028135	0.013648136	0.088235624	0.4132942	0.4444323
r	0.0005815253	0.0008719392	0.00066704553	0.0003893392	0.00092114846	0.110792436	0.16803333	0.16520506	0.55253816
i	0.0025899883	0.0026719256	0.0026032762	0.0029333653	0.0038216684	0.007910435	0.049303517	0.6356132	0.29255262
</S>	1.571741e-05	1.4270292e-05	7.2335015e-06	1.2315495e-05	2.6714039e-05	0.00064615876	0.029758856	0.4156191	0.5538996
