 	tutto	il	cibo	vuole	girato	</S>
ò	0.849496	0.07399867	0.024840605	0.015385671	0.009202119	0.02707696
l	0.832916	0.148804	0.0164527	0.0018256803	7.8149077e-07	9.2491456e-07
o	0.8175597	0.07139575	0.054590303	0.054642614	0.00059782516	0.0012138283
o	0.8981044	0.09804573	0.0036345713	0.00020713873	8.77868e-07	7.3124597e-06
m	0.0030748015	0.19611098	0.7865594	0.014140856	6.4500596e-06	0.000107592576
a	0.08621089	0.17456338	0.44012782	0.034041177	0.01465013	0.25040668
r	0.034713987	0.6371121	0.23569562	0.00819803	0.0012415341	0.08303872
ì	0.11696769	0.1613417	0.55105245	0.00594349	0.016023202	0.14867151
o	0.0838633	0.4033345	0.16841346	0.2961152	0.007184268	0.04108925
t	0.010332552	0.03507007	0.25002337	0.6551321	0.007710355	0.041731562
è	0.011880003	0.020162778	0.05019719	0.02491475	0.22519703	0.66764826
l	0.00042704982	0.0042442493	0.009657698	0.9695479	0.014124473	0.0019985524
i	0.022313809	0.030440968	0.042162616	0.08083903	0.32666132	0.49758226
v	3.0156089e-05	0.00031087408	0.00036111256	0.11654617	0.8719258	0.010825987
o	0.0040896493	0.005841697	0.008142295	0.015907995	0.90346575	0.06255257
t	0.00024807153	0.0017089811	0.0009861363	0.15242687	0.79570836	0.048921593
i	0.012811522	0.013968596	0.015242755	0.019414071	0.90198535	0.03657778
m	6.2581705e-05	0.00015551552	5.9969614e-05	0.01015876	0.9294391	0.06012404
m	0.0048250733	0.0053402325	0.00551073	0.005380831	0.952325	0.026618153
è	0.084301926	0.09941515	0.03978704	0.02856862	0.5486997	0.19922759
n	0.004827501	0.011303084	0.008124745	0.026168719	0.9380989	0.011477025
o	0.2318979	0.21124162	0.11635682	0.23014241	0.109265134	0.10109605
</S>	0.0001367224	0.00023800532	7.229053e-05	0.0021537319	0.2587939	0.7386053
