 	che	sapeva	che	non	può	fare	il	bagno	</S>
k	0.97717905	0.014851057	0.0011141862	0.0003266063	0.003722832	0.00013841862	0.0019024406	0.0005751152	0.0001903975
a	0.87472034	0.124956906	0.00028578856	1.5101772e-05	5.123933e-06	2.0282833e-07	2.4054589e-06	2.2172767e-06	1.1859792e-05
ì	0.1462438	0.8518359	0.0013128819	0.0005752593	2.7828773e-05	7.9042917e-07	8.827063e-07	4.7826416e-07	2.1470216e-06
s	0.006115214	0.9814463	0.007874373	0.003232823	0.0011030509	1.7996217e-05	0.00017035966	1.8002775e-05	2.184475e-05
s	0.056712784	0.68950224	0.11262043	0.015399693	0.028385459	0.005999621	0.043931294	0.026726332	0.020722084
e	0.07753926	0.24725044	0.049043927	0.024677541	0.07388623	0.17835598	0.09694774	0.08535767	0.16694114
r	0.00094126986	0.6100849	0.36213064	0.017962249	0.0073103714	8.794324e-05	0.0009435954	0.00049865834	4.0339644e-05
e	0.017032463	0.053153623	0.37242827	0.16176513	0.026845649	0.035220154	0.1799469	0.114264846	0.039342906
k	9.67219e-05	0.034720425	0.8701889	0.08004985	0.008014251	0.00036410906	0.0031189641	0.0029043343	0.00054240215
a	0.006885166	0.022383954	0.37729737	0.4389239	0.024483792	0.082742	0.019786717	0.0131938495	0.014303232
e	0.00010170329	0.0031588436	0.43254668	0.5392497	0.01815188	0.0032823668	0.00021213653	0.00013411221	0.0031625815
s	3.193805e-05	0.0012112472	0.031110933	0.1760567	0.78282094	0.0048099263	0.0024664144	0.00062804285	0.0008638539
ò	0.009212092	0.013014797	0.08061072	0.18087111	0.07099065	0.3404829	0.14565009	0.06252103	0.09664665
z	0.0002548874	0.0011538602	0.09089717	0.4662482	0.35944375	0.07978126	0.001409434	0.0004187167	0.00039275942
i	0.009652569	0.012347601	0.05558684	0.13032454	0.0607753	0.58808744	0.016994476	0.081102155	0.045129098
k	8.488406e-05	0.00012479498	0.0013550852	0.0061787786	0.37199104	0.21561491	0.21765651	0.06867061	0.11832346
à	0.0058180965	0.007085854	0.02337613	0.051986266	0.052164644	0.53212047	0.22881338	0.06561305	0.033022106
i	0.008819967	0.008377442	0.016928555	0.086014904	0.26515085	0.27506638	0.24355055	0.046708576	0.04938276
o	0.00018645843	0.00030453925	0.0004718681	0.0015356183	0.019968057	0.0067592566	0.27438545	0.0729594	0.62342936
b	1.2525608e-05	4.1226383e-05	2.7500144e-05	0.00013186832	0.006253032	0.00057197415	0.6602928	0.30181062	0.030858519
à	0.00020664305	0.00012336772	0.0010996275	0.003279908	0.0070403176	0.039394334	0.721552	0.21497552	0.012328199
g	0.0020549083	0.0010138273	0.0007178733	0.003697082	0.0081202425	0.007079036	0.118765876	0.7133568	0.14519435
n	0.0036247843	0.003303332	0.0041466467	0.004794369	0.005843796	0.013517291	0.07090796	0.7636757	0.13018614
o	0.07981215	0.07914692	0.06581932	0.06906711	0.07163959	0.026062125	0.12656528	0.25750646	0.22438106
</S>	0.0014354471	0.0008517466	0.0011912714	0.0014542796	0.004300762	0.00820258	0.045064036	0.31231472	0.62518513
