 	perché	aveva	lavorato	molto	</S>
j	0.9695556	0.01031084	0.008665492	0.0051560523	0.0063119493
a	0.99479866	0.0051704873	2.1540334e-06	6.853967e-07	2.7979897e-05
t	0.9986451	0.0013267689	8.144538e-06	3.6763101e-06	1.6282078e-05
ì	0.3313223	0.032249317	0.1413831	0.14747666	0.3475686
ì	0.43443513	0.5605901	0.004306625	0.00017526603	0.0004928596
c	0.012572289	0.98134273	0.0060449485	7.712559e-06	3.2292435e-05
h	0.066176236	0.7670091	0.07713097	0.013721945	0.07596177
e	0.44647124	0.5362286	0.0076929517	0.00017646796	0.009430681
p	0.009454454	0.12060058	0.8228423	0.0005435756	0.046558984
o	0.067770675	0.00461391	0.022616005	0.5448697	0.36012974
l	0.0040054894	0.022269905	0.93699247	0.0044585285	0.03227355
e	0.05138205	0.05357736	0.52490187	0.16982828	0.20031044
m	0.0006709589	0.004833902	0.3371407	0.2338807	0.42347372
ì	0.044870652	0.09135046	0.80005234	0.039966207	0.023760388
s	0.011500141	0.04110662	0.28075314	0.5158323	0.15080781
o	0.12329021	0.11513697	0.21178576	0.443769	0.10601795
n	2.7475937e-05	0.0001353972	0.0009854796	0.88902766	0.10982398
t	0.018637083	0.02245986	0.07394423	0.8303804	0.05457845
a	0.001088882	0.0015116795	0.0015145771	0.9339132	0.061971698
p	7.0775864e-06	4.52761e-05	0.00025888946	0.84318703	0.15650181
o	0.0016458031	0.0008361713	0.0028261223	0.65793186	0.33676007
d	7.634734e-07	9.894021e-06	9.476396e-05	0.8207006	0.17919399
d	0.000679369	0.0007877625	0.0018627383	0.87803483	0.118635245
h	0.00086922053	0.0014637893	0.003117983	0.81945336	0.17509568
ì	0.00016009898	0.00022407089	0.0005592226	0.7620605	0.23699613
</S>	4.010942e-05	0.00016732959	0.001203705	0.60232395	0.39626485
