 	vivendo	la	mia	figlia	la	avevo	portata	alla	chiesa	</S>
z	0.8947716	0.053719558	0.014186028	0.007583052	0.01505166	0.007758038	0.004196122	0.0014301586	0.00025590067	0.0010479612
ì	0.41602293	0.3923479	0.118373215	0.061992463	0.009381414	0.0004560587	0.0006068976	7.1228904e-05	0.00037864994	0.00036923357
s	0.23258197	0.7387156	0.013924874	0.014602337	0.00013265025	1.1579083e-05	1.554301e-05	1.786237e-06	1.2107644e-05	1.5815149e-06
o	0.26831728	0.50275964	0.15753369	0.013684154	0.029734427	0.014201267	0.00096680195	0.000134736	0.010386047	0.0022819224
n	0.0032869384	0.74135345	0.24406034	0.0107406005	0.0005353482	1.2697359e-06	2.7947474e-06	2.2560997e-07	1.8399198e-05	6.488171e-07
t	0.028672034	0.16690682	0.7420716	0.011959577	0.0015793048	0.0028804347	0.00041752777	0.0007737029	0.029415218	0.015323777
a	0.03373502	0.680901	0.27029163	0.0018855948	0.0017636047	0.00019697146	1.9152174e-05	0.000100012956	0.003461812	0.0076452433
e	0.0006002699	0.07540163	0.9043938	0.017424434	0.0020656923	2.1834188e-05	1.0710334e-05	3.0413075e-06	5.280255e-05	2.578456e-05
k	0.00022820794	0.008987045	0.25984126	0.7284393	0.0023455916	8.007685e-06	5.217408e-06	5.644245e-07	0.00012878474	1.6142298e-05
i	0.007641808	0.044663835	0.41829273	0.14708535	0.0077646254	0.0062210048	0.002063785	0.0048247785	0.15738228	0.20405975
a	0.00016655446	0.008967819	0.76371366	0.22133346	0.0016280347	0.00017150174	2.7305083e-05	9.252721e-06	0.0011728588	0.0028094838
t	0.00015778597	0.0012853398	0.033846322	0.94770455	0.015559192	3.6855552e-05	1.4221649e-05	8.622785e-07	0.0013536011	4.1255716e-05
è	0.014901105	0.025983479	0.106957704	0.15869816	0.10316552	0.053390898	0.007729471	0.010876252	0.27769193	0.24060544
r	0.00015875515	0.0007567749	0.031721506	0.93343735	0.032492798	0.0008466905	0.00019923109	3.207932e-05	0.00024440727	0.00011044522
a	0.029684251	0.047592532	0.191166	0.25074092	0.06766847	0.006992276	0.0015071315	0.0013038535	0.23559816	0.16774638
m	8.236853e-05	0.00029944567	0.007491934	0.12471861	0.7845807	0.027147565	0.0020536322	0.0011183062	0.028545527	0.02396187
u	0.009812031	0.015224878	0.053521875	0.13883916	0.52530336	0.07550687	0.0027639177	0.0015864072	0.0877321	0.08970937
