 	sul	muro	vuole	uno	specchio	</S>
s	0.5510399	0.26785925	0.014110137	0.030749545	0.11684698	0.019394252
t	0.93257964	0.043744177	0.0033886814	0.009371067	0.008369561	0.0025469013
o	0.99552214	0.0004570954	0.0007625325	0.0013881666	0.0014843898	0.00038570847
t	0.96951866	0.0043246257	0.026153821	1.8324106e-06	5.886099e-07	4.3948168e-07
ì	0.06228629	0.008923991	0.0005317387	0.036254928	0.74814856	0.14385447
c	0.019597331	0.9720748	0.008186931	6.0612623e-05	4.2116393e-05	3.8195067e-05
h	0.24323499	0.51909435	0.23511311	0.0013900861	0.0002075588	0.0009598681
o	0.81146014	0.18651688	0.001508727	2.8428209e-05	2.495349e-05	0.00046082737
t	0.2834936	0.018886637	0.6258321	0.0036653676	0.010192609	0.057929758
è	0.0798778	0.0018637081	0.002416928	0.0126991365	0.61935437	0.28378806
l	0.010637755	0.027854595	0.5119824	0.045905996	0.17646454	0.22715475
i	0.2420275	0.017796235	0.15001535	0.07084969	0.10914899	0.4101622
o	0.009632818	0.016624132	0.06622825	0.112369515	0.1779575	0.61718774
j	0.0009982625	0.00018651242	0.038561787	0.378581	0.20406003	0.37761247
e	0.05273294	0.0021132377	0.024862237	0.3704295	0.4619307	0.0879314
l	0.0014288082	0.0036346351	0.01415157	0.6189945	0.311912	0.04987851
ì	0.0057695736	0.0018558535	0.008095945	0.0910747	0.6764355	0.21676849
</S>	0.0009479888	0.0008144706	0.0016749243	0.046912078	0.44043955	0.50921094
