 	i	genitori	non	li	dimentichiamo	mai	</S>
u	0.9916706	0.0019177368	0.0009670486	0.00418658	0.00065561954	0.00013157159	0.00047090714
g	0.1912868	0.80730146	0.0012854205	0.00012549853	2.4613563e-08	8.657742e-09	7.925388e-07
e	0.16732389	0.16626498	0.3000083	0.17311075	0.00934384	0.065897614	0.118050545
n	0.37075293	0.62312055	0.004983246	0.00077927625	3.578232e-05	2.7123826e-05	0.00030107624
i	0.07215189	0.6657056	0.14244439	0.006483265	0.00030585474	0.03797195	0.07493704
t	0.1491892	0.7090807	0.1251808	0.011381648	9.593393e-05	0.00053319865	0.0045385505
ò	0.267731	0.38235304	0.1983636	0.051388163	0.007495748	0.02077076	0.07189778
r	0.078940354	0.25512356	0.52447635	0.12200678	0.0060159555	0.0038872056	0.009549802
u	0.28196707	0.39400816	0.13609008	0.013213689	0.01067478	0.057357352	0.106688835
e	0.002222454	0.07669613	0.7516053	0.13300687	0.0006611464	0.0061835623	0.02962464
n	0.0009101003	0.052972782	0.3278018	0.6129309	0.00039330075	0.0005744775	0.0044166744
è	0.028513439	0.0537231	0.24046625	0.17669919	0.03449678	0.17676584	0.28933543
n	0.0064844727	0.03518598	0.4769371	0.45547625	0.0029975006	0.0048220525	0.018096708
u	0.17451862	0.14721815	0.35821602	0.08095246	0.0048243655	0.054592073	0.1796783
s	0.0005305923	0.0019767825	0.018709661	0.8794695	0.08649057	0.004146997	0.008675786
s	0.0039467146	0.0052619847	0.008361552	0.028540801	0.91760147	0.030401522	0.0058859373
c	0.0047830404	0.0058120782	0.0073530753	0.039379615	0.48134774	0.30838662	0.1529378
e	0.0074301073	0.0049173185	0.0070845457	0.025899146	0.02498906	0.24562633	0.6840535
r	0.00235169	0.0037169366	0.014651796	0.24884155	0.17634322	0.07906317	0.4750316
r	0.014897786	0.015681053	0.017618999	0.039653014	0.8098651	0.09435957	0.0079244375
è	0.004020937	0.003903497	0.005223446	0.034225684	0.058316812	0.7964213	0.09788831
t	0.01229758	0.020443328	0.1098973	0.12037358	0.16537713	0.1958675	0.37574366
s	0.014609659	0.015406386	0.01690841	0.029495118	0.30841053	0.59759754	0.017572384
u	0.004482931	0.0046301046	0.0055157538	0.014714491	0.024771882	0.7688938	0.17699108
m	1.4271829e-05	2.1759784e-05	5.959409e-05	0.0014242822	0.0009837562	0.64984655	0.34764975
e	0.0063620573	0.006282845	0.007148055	0.0126123205	0.16231696	0.6225017	0.18277612
m	0.00011514894	0.00019229148	0.00031360035	0.010262257	0.005872456	0.3439767	0.63926756
à	0.0031835905	0.003635367	0.0036354796	0.013020228	0.070260264	0.6455976	0.26066756
i	0.005830724	0.0070261266	0.016906317	0.12046951	0.016508179	0.31077453	0.5224846
</S>	9.218921e-05	0.00019349901	0.00027609762	0.010019182	0.004244108	0.16628349	0.8188914
