 	sicuramente	stanno	ancora	svegli	</S>
s	0.97753793	0.015498383	0.002154461	0.001065234	0.0037440583
i	0.9914551	0.003631887	0.003282999	0.00084429485	0.00078589795
k	0.99941504	0.00038589182	0.0001891919	8.954354e-06	1.0090666e-06
u	0.77769345	0.116268285	0.0646346	0.00331091	0.03809279
r	0.99888724	0.00043243606	0.000454579	1.1117888e-05	0.00021455904
a	0.6248712	0.1006826	0.1932006	0.009411996	0.07183363
m	0.42459896	0.31391707	0.21395415	0.0029901331	0.044539735
è	0.14562634	0.74267125	0.0056347437	0.028059397	0.07800829
n	0.17219105	0.7332245	0.079406686	0.0062567703	0.008920983
t	0.42279398	0.24807741	0.004731953	0.177385	0.14701165
e	0.11000278	0.075621255	0.018946556	0.03360994	0.76181954
s	0.00034424066	0.9946861	0.0019125047	0.0015400043	0.0015170709
t	0.08798234	0.7088439	0.02702892	0.03562691	0.14051796
è	0.027071998	0.48703653	0.016269257	0.03571813	0.43390405
o	0.010472572	0.87131566	0.11008507	0.0016380961	0.0064885993
n	0.00061769644	0.62305105	0.32825345	0.041733958	0.0063438024
e	0.007443976	0.42757967	0.04697072	0.11906411	0.3989415
a	5.0693347e-05	0.16385463	0.7903482	0.0100145945	0.035731897
n	7.114651e-05	0.014975729	0.8010937	0.18306857	0.0007907977
k	0.003998601	0.16504766	0.23561504	0.43137473	0.1639639
ò	0.0038760025	0.06291745	0.037694287	0.013556474	0.8819558
r	0.0047257445	0.07118737	0.82739687	0.023018798	0.07367123
a	0.15947285	0.24087444	0.49238628	0.06175551	0.04551099
a	6.167701e-05	0.01646621	0.08862914	0.4183218	0.47652128
t	6.362768e-05	0.0005879276	0.070986316	0.8551776	0.07318458
s	0.00041359026	0.00602262	0.23018262	0.70563424	0.057746924
ù	3.99107e-05	0.00012514528	0.0019250787	0.047678728	0.95023113
n	0.00011376097	0.0004654166	0.035767473	0.91036475	0.053288653
n	0.0040355916	0.0057226242	0.040119343	0.8610863	0.08903607
i	0.034691267	0.038463723	0.071089044	0.48292422	0.3728318
t	8.28575e-05	0.0002175454	0.034494013	0.80676484	0.15844065
i	0.0017802344	0.0019539664	0.009132432	0.14006916	0.8470642
</S>	8.643601e-07	1.1962294e-05	0.000945232	0.14091977	0.8581222
