 	avete	cucinato	le	verdure	</S>
i	0.97655565	0.009431603	0.008324214	0.0010582325	0.0046303645
m	0.994668	0.0052575595	6.0971688e-05	5.752832e-07	1.2931503e-05
a	0.034333166	0.013058577	0.110754095	0.7732935	0.06856062
r	0.9465279	0.004176619	0.037249777	0.0034463778	0.008599371
è	0.21088846	0.028496929	0.065083176	0.53547734	0.16005415
t	0.06071035	0.50817066	0.35624024	0.0354915	0.039387263
s	0.15596506	0.6086549	0.07128733	0.053605	0.11048765
a	0.009617066	0.3445124	0.005080645	0.03856419	0.6022257
t	0.00017445523	0.7781805	0.21519502	0.00044014916	0.0060098437
o	0.033709936	0.21254675	0.43935215	0.24354786	0.07084331
l	2.2482292e-05	0.36814022	0.6155853	0.0021206462	0.0141313
a	0.009313773	0.0318538	0.36870253	0.54785466	0.042275194
l	8.923693e-06	0.038343124	0.9148788	0.015474215	0.031294864
à	0.0029123854	0.008446819	0.28370538	0.68244565	0.022489788
c	0.00015587486	0.008649975	0.49726713	0.47936413	0.014562838
h	0.00062255096	0.003144918	0.041424055	0.9364382	0.018370291
a	0.005694601	0.013281616	0.081429295	0.8131055	0.086488985
n	0.005346218	0.003689682	0.2827153	0.67395014	0.034298647
a	0.0024316881	0.002134167	0.032107715	0.94028586	0.02304058
</S>	0.00024569314	0.00036864716	0.04123869	0.20850845	0.7496385
