 	ora	io	sto	studiando	di	diventare	medico	</S>
à	0.8678104	0.03751609	0.040308505	0.0352677	0.013745474	0.0017531054	0.000782094	0.002816704
r	0.82911825	0.08893685	0.06994733	0.01182372	0.00015985526	1.2273377e-05	1.4235595e-06	3.0402373e-07
t	0.13036442	0.51956016	0.19719453	0.09587497	0.045617852	0.007942885	0.0027645733	0.0006805972
e	0.20318988	0.6363642	0.09552808	0.055812243	0.00699989	0.0008807885	0.00011473644	0.0011100891
n	0.009920039	0.9161776	0.055610567	0.016730955	0.0015187628	3.666253e-05	3.429745e-06	1.927036e-06
a	0.0070502083	0.63167083	0.34471482	0.013550665	0.0005871353	0.00023134683	0.0008591332	0.0013358926
i	0.00044786732	0.3556197	0.63815707	0.00484291	0.0002746297	1.3714819e-05	4.0237006e-05	0.00060381275
v	0.00036751048	0.38729858	0.4942144	0.11690459	0.0011225976	1.9713345e-05	3.3834847e-05	3.8778307e-05
ò	0.0043686246	0.12880495	0.25886628	0.45322052	0.0046997475	0.00030734652	0.013124798	0.1366077
s	0.0038495928	0.2518185	0.47724044	0.25551224	0.00973049	0.00055424747	0.00027683136	0.0010177196
t	0.051949807	0.22452737	0.34370872	0.2955434	0.008428605	0.0026448295	0.01846611	0.05473115
è	0.008287452	0.33625987	0.1046394	0.062549904	0.02355505	0.057573125	0.026612049	0.38052323
o	0.0033747002	0.09203535	0.31673002	0.48754513	0.08782025	0.0060281116	0.00034212077	0.006124273
s	0.0001851284	0.0061294064	0.013110337	0.8080461	0.16812299	0.0021924777	0.0005256371	0.0016878991
t	0.004504443	0.014456426	0.025261039	0.5474261	0.17109147	0.019045895	0.023538169	0.19467649
u	0.0032823563	0.25754815	0.080236174	0.4248588	0.04719292	0.03245725	0.010483844	0.14394043
d	6.05234e-05	0.004806631	0.0061935666	0.2553805	0.64888376	0.025286023	0.006137862	0.053251177
i	0.010871745	0.02141924	0.03339212	0.572724	0.32544518	0.023197638	0.0031317908	0.009818253
è	0.000111688816	0.0006980505	0.0014509327	0.034317218	0.81859934	0.06577972	0.0094971955	0.06954584
o	0.0067190565	0.00442899	0.01291669	0.055774447	0.7093068	0.14923699	0.050402414	0.011214554
n	0.00011194868	0.00013287085	0.000334857	0.005364543	0.47306228	0.45453015	0.06326793	0.0031954169
a	0.0033669702	0.004731579	0.007580749	0.11386475	0.41000673	0.13853784	0.22744127	0.094470136
g	4.8256352e-05	3.0868516e-05	0.00012688551	0.00064090104	0.11226891	0.82270217	0.058803134	0.00537889
h	0.0059154485	0.0071384967	0.008689945	0.054225605	0.21214141	0.5929835	0.08642122	0.03248435
e	0.0084242355	0.012370342	0.011701661	0.029768977	0.3181785	0.37120074	0.13461883	0.113736734
t	0.000101493424	9.452463e-05	0.00021767085	0.00040145332	0.04838579	0.79014605	0.11550809	0.045144882
t	0.02467163	0.023465512	0.025434688	0.031169962	0.034819882	0.6015326	0.22959743	0.029308304
ò	0.003356093	0.040429875	0.016720967	0.029784676	0.24835683	0.064757854	0.17849651	0.41809717
m	0.003664779	0.002565225	0.008093054	0.004456832	0.08520941	0.42618194	0.17460863	0.29522014
e	0.030527985	0.029822454	0.0314215	0.04247963	0.06494377	0.6914191	0.06385311	0.04553246
s	8.6907654e-05	0.0001559485	0.00018582199	0.00023715032	0.010709784	0.08882438	0.3239361	0.5758639
s	0.008404355	0.007932534	0.008374376	0.008576342	0.009207765	0.077885956	0.7923481	0.08727062
è	0.00066141476	0.0028149495	0.0013654312	0.0018393021	0.011046343	0.0048550307	0.20183326	0.7755843
r	0.0019388581	0.0012286011	0.0028090603	0.0013148487	0.011340245	0.065965384	0.20133105	0.7140719
e	0.0049816896	0.004609734	0.0049393196	0.0050561144	0.0065016844	0.027239658	0.65876096	0.2879109
</S>	1.1601118e-05	2.1041578e-05	1.9176196e-05	2.1213002e-05	0.00030461152	0.0013087647	0.0767502	0.9215634
