 	dovevo	comprare	il	pane	</S>
ì	0.99466103	0.0005066077	0.0019048769	0.0013163671	0.0016110049
c	0.9954342	0.0041099037	0.0004413351	4.251852e-06	1.0213202e-05
h	0.7473633	0.123641975	0.0079822475	0.011020477	0.109991886
a	0.9992704	0.00025508186	4.311316e-06	1.2198508e-05	0.00045816164
n	0.06218419	0.92524457	0.0011398407	0.00034788565	0.011083527
a	0.504131	0.34193859	0.003020043	0.008976862	0.1419335
a	0.026667224	0.95113087	0.0010053659	0.0005899927	0.02060649
f	0.0015036054	0.91833526	0.058087286	0.0043730005	0.01770076
o	0.01082817	0.06702552	0.39826825	0.2272012	0.29667684
r	0.00044941672	0.16447592	0.10129743	0.18636638	0.54741085
à	0.1317584	0.27585173	0.3588049	0.0903892	0.14319572
s	0.021923305	0.08454376	0.2108281	0.51392823	0.16877659
o	0.29808733	0.3329109	0.12701361	0.19095325	0.051034916
t	9.229257e-05	0.0045752167	0.1857416	0.5081766	0.30141422
o	0.08490399	0.10681025	0.21689779	0.5509626	0.040425334
t	1.3361659e-05	0.0002834795	0.05992368	0.86883366	0.07094592
s	0.0025312803	0.004285337	0.04184836	0.9026665	0.048668463
o	0.0013939326	0.0054344228	0.15037328	0.54316795	0.2996303
m	1.9909673e-06	4.3580327e-05	0.0044305264	0.9021352	0.093388624
ì	0.010763638	0.019586578	0.13102175	0.72889936	0.10972868
</S>	0.012406142	0.0150459735	0.0068287975	0.28122425	0.68449485
