 	il	lenzuolo	vuole	lavato	</S>
o	0.9773531	0.01889703	0.00065324793	0.0012579897	0.0018386438
p	0.7941308	0.20533532	0.0005319639	1.7792586e-07	1.657728e-06
l	0.87227505	0.048442394	0.025882108	0.011996527	0.041403987
a	0.8452013	0.05556414	0.0041091377	0.056475434	0.03864998
ù	0.900835	0.09166749	0.006993735	0.00016678279	0.0003370138
n	0.01139704	0.8990241	0.08928521	0.00014980855	0.00014378136
a	0.32511833	0.30824724	0.008586038	0.034782212	0.32326615
t	0.0065567414	0.68231136	0.085500985	0.011152802	0.21447818
è	0.08577408	0.11911471	0.021608418	0.058575574	0.71492726
l	0.0050324136	0.20649628	0.739506	0.02616436	0.022800958
i	0.17159206	0.121880926	0.06060359	0.09654422	0.5493792
p	4.7328165e-05	0.0021127784	0.03672159	0.83589196	0.12522635
l	0.0038536787	0.0060463757	0.027318005	0.8255893	0.13719274
i	0.018167416	0.28741094	0.07256699	0.41368273	0.2081719
m	5.64485e-05	0.00030927718	0.006235708	0.9078528	0.08554575
è	0.06848218	0.069565535	0.094139226	0.7150259	0.052787177
n	0.007671196	0.00809421	0.033198163	0.81763375	0.13340275
o	0.27868137	0.28863814	0.2221454	0.116673514	0.09386167
</S>	4.419007e-05	5.0224517e-05	0.0007358609	0.8182645	0.18090521
