 	Marika	è	che	si	sposa	domani	</S>
M	0.86211425	0.014530409	0.011389821	0.019161712	0.020287797	0.0637579	0.008757992
a	0.90836537	0.090148374	0.001400615	3.8385322e-05	9.117965e-06	7.3852e-06	3.0851388e-05
r	0.9779009	0.020512259	0.0009900553	0.00015000736	0.00015844205	0.00014114294	0.00014711267
ì	0.11107417	0.23161682	0.16214466	0.015467727	0.022365117	0.14445479	0.31287667
k	0.14815551	0.470826	0.21336484	0.07572217	0.03978562	0.032554492	0.019591443
a	0.075180694	0.55562377	0.27492404	0.019093858	0.016575297	0.034973733	0.023628645
è	0.0030851224	0.81308055	0.1710864	0.008749108	0.002535781	0.0009373665	0.0005257746
n	0.03356131	0.4056102	0.3799636	0.024209501	0.09355025	0.047483303	0.01562168
a	0.031557173	0.20185766	0.6035632	0.09007579	0.017526422	0.017028535	0.03839116
r	0.00044223646	0.06746221	0.16832879	0.541679	0.096532136	0.073342696	0.052212905
m	0.012891056	0.02000969	0.08312221	0.82149374	0.006155632	0.0024291726	0.053898413
a	0.016979909	0.25474358	0.07957424	0.5981598	0.020511948	0.0015727814	0.028457718
s	0.00039922382	0.052948296	0.022823948	0.2841195	0.5793423	0.022679627	0.03768711
t	0.057714548	0.064002976	0.077747226	0.3807249	0.009933245	0.0062522744	0.40362486
ì	0.026028303	0.3950524	0.1490563	0.26432505	0.0847554	0.011134046	0.069648646
à	0.0029923383	0.011992404	0.006955915	0.018409444	0.6348046	0.11989592	0.20494947
v	0.0009619333	0.0010576388	0.0014425856	0.004264039	0.15344189	0.47924146	0.35959053
v	0.043909516	0.047374703	0.06992796	0.25539243	0.22896068	0.20135209	0.1530826
r	0.02610443	0.031788804	0.015939986	0.017054666	0.50952774	0.32400346	0.07558089
i	0.00421956	0.0075019402	0.0052495096	0.0059787044	0.050117813	0.23944601	0.68748647
</S>	1.3181933e-05	0.00015752617	8.271459e-05	0.000113663285	0.0053596245	0.05806247	0.9362108
