 	è	che	sono	ancora	svegli	che	ha	la	luce	accesa	</S>
è	0.9331105	0.014169724	0.0073889797	0.005720384	0.0052950103	0.007526664	0.013793135	0.008067623	0.0036985404	0.00020078043	0.0010286552
n	0.7239078	0.18668938	0.009123164	0.058625296	0.021270068	0.0003098434	4.034248e-05	1.2907974e-05	2.0517742e-05	5.8035795e-07	1.1649089e-07
a	0.56359196	0.25486797	0.15665513	0.021446163	0.002123524	0.00077681016	0.00022449308	2.6573214e-05	4.6198093e-05	0.0002167292	2.4441551e-05
s	0.0070413454	0.5119067	0.37593225	0.103133164	0.0019184641	3.4235367e-05	7.4278996e-06	1.0194148e-06	1.1700496e-06	1.7239661e-05	6.978804e-06
t	0.013007937	0.17981875	0.6979066	0.07225563	0.014337988	0.002159715	0.0025878237	0.0007695287	0.0007173685	0.013679727	0.0027588806
a	0.03287409	0.24479789	0.67721516	0.0070360024	0.00741301	0.008735098	0.014715234	0.0015865942	0.0021012162	0.0015347383	0.0019910468
s	0.0020398118	0.07461343	0.8037264	0.09813201	0.013829984	0.0051084887	0.0021455667	0.00016347224	0.00013761556	5.163961e-05	5.1571693e-05
ù	0.07040099	0.14002618	0.4377855	0.084862664	0.076266	0.068152234	0.048399806	0.016297154	0.034871902	0.018145267	0.004792173
n	0.004955943	0.02066825	0.115490645	0.8185574	0.021766081	0.010125934	0.0041332645	0.0029145228	0.0008309927	0.0002096192	0.00034731385
a	0.029065903	0.14721815	0.6834808	0.07486839	0.00933665	0.0015708075	0.00083194353	0.0006978747	0.00026842215	0.030027775	0.022633309
n	0.0006434417	0.005996841	0.113443874	0.83728606	0.032703444	0.0057997573	0.00210355	0.00035796652	7.778193e-05	0.00021564779	0.0013716633
k	0.022089409	0.07134354	0.39317426	0.17374764	0.08055034	0.006755814	0.003617532	0.00484461	0.004811911	0.118726365	0.120338626
ò	0.048672665	0.08451684	0.48788676	0.28652248	0.0262323	0.0039255535	0.0011761267	0.00018115403	0.00013732052	0.016213048	0.04453579
r	0.0048492867	0.0056471564	0.02158574	0.6051793	0.20358536	0.1316865	0.018365512	0.0053955577	0.0015939659	0.00028769337	0.0018238842
a	0.05661691	0.06731111	0.1043968	0.09038157	0.03958865	0.063555814	0.062364615	0.089107014	0.1624342	0.14945668	0.11478666
a	0.0005103963	0.0028414486	0.019303396	0.30379787	0.38069922	0.22033557	0.053366084	0.01153849	0.0054774196	0.0008221118	0.0013080497
t	5.111055e-05	0.00016828203	0.00042940307	0.014688855	0.88668007	0.0790419	0.013013083	0.0034811036	0.001690901	0.00024124721	0.0005140005
s	0.002404011	0.004531814	0.013104648	0.018731326	0.25691226	0.25412968	0.0549665	0.027678194	0.0106433695	0.14371108	0.21318711
ù	0.008694273	0.016060397	0.04446639	0.047325358	0.054280397	0.1958473	0.0939764	0.029916523	0.07834911	0.04627973	0.3848042
n	0.002677989	0.0015329075	0.0022686436	0.0720592	0.52910936	0.20421426	0.14427558	0.032005783	0.008530996	0.0009916794	0.0023336262
n	0.03646499	0.038061276	0.045586955	0.052996397	0.19815086	0.31532076	0.0715895	0.024054348	0.0098437285	0.057709422	0.15022181
i	0.027662557	0.019931072	0.02678595	0.0960891	0.75853366	0.039088327	0.013193009	0.0024114747	0.00016220026	0.0026949258	0.013447708
t	0.00023795619	0.00045293735	0.0012229787	0.0042594997	0.116550244	0.39600694	0.42540076	0.034273606	0.0024640672	0.0004995102	0.018631455
i	0.018003931	0.018321509	0.02020013	0.022676263	0.060288996	0.39303112	0.17052332	0.081016764	0.052123357	0.051853497	0.11196102
k	4.9634404e-05	0.000112233574	0.00025807248	0.00081675535	0.021200797	0.18209848	0.6022971	0.12981565	0.046342716	0.003072786	0.0139357615
a	0.003703545	0.0041057398	0.0052915215	0.005795676	0.038302276	0.40160906	0.32827288	0.11776237	0.025698248	0.024477543	0.044981107
è	7.104769e-05	8.780786e-05	0.000112021386	0.00028478028	0.0053624343	0.08971216	0.6114679	0.2370585	0.034062587	0.0028484073	0.018932305
c	0.0022388143	0.0017173814	0.0013305789	0.004886212	0.01841199	0.058219284	0.32756302	0.40831766	0.10776091	0.06008074	0.009473453
h	0.0012036418	0.001245796	0.0016951188	0.0017982533	0.032359608	0.15691422	0.28305095	0.30432963	0.0220848	0.07965095	0.115666986
i	0.011862653	0.010221317	0.010585397	0.013623778	0.12728961	0.09190575	0.16319723	0.27479494	0.00994175	0.14619093	0.14038667
o	0.00037148056	0.0003539465	0.00028229813	0.00041624584	0.0012759602	0.010892379	0.14703101	0.4219857	0.38147125	0.018613147	0.017306568
l	0.00016038603	0.00016592034	0.00011803454	0.00018475606	0.00056408066	0.0019975018	0.03608989	0.11606444	0.7451577	0.08729586	0.012201428
ù	0.001119749	0.0011025508	0.00096487853	0.0009606509	0.0020054523	0.017465929	0.06488511	0.17287026	0.4322818	0.21299136	0.09335225
s	0.0008452298	0.0006570194	0.00054781104	0.0020996938	0.0027530817	0.008164384	0.041376904	0.13976824	0.1517664	0.4893362	0.16268508
t	0.011220452	0.010986123	0.010383444	0.010378549	0.012518239	0.03225344	0.058496486	0.18723972	0.24751887	0.31498203	0.10402256
r	0.00387287	0.0049443296	0.007441887	0.004436581	0.031706434	0.015146655	0.07410256	0.14353298	0.1626862	0.05046182	0.50166774
o	0.008311816	0.010117475	0.0142360255	0.008724875	0.034586962	0.020313034	0.07827762	0.15329814	0.22156747	0.07383944	0.37672716
a	8.5065825e-05	0.00011833694	0.00017478644	9.4241936e-05	0.0003420312	0.00071323034	0.013621915	0.04795454	0.18388253	0.14214031	0.61087304
n	0.00013065404	0.00014528452	7.610669e-05	0.00012942679	0.00032275566	0.000114348106	0.0027627458	0.017760156	0.6353667	0.24399023	0.09920161
a	0.0003739206	0.00035195987	0.0002797201	0.00024461397	0.00037720264	0.0042069764	0.016774269	0.0640232	0.2793204	0.5124047	0.12164308
m	0.00021916791	0.00020997072	0.00016457545	0.00016142584	0.00011051324	0.0003550241	0.0051668244	0.022567028	0.3836997	0.33330905	0.25403675
m	0.001436146	0.0014010345	0.001263991	0.0012119047	0.001309768	0.0038204675	0.007995719	0.031024687	0.1098933	0.57981265	0.26083034
è	0.008907148	0.008964785	0.008945625	0.0072515244	0.009122154	0.008731536	0.01352579	0.026255075	0.048199017	0.4225848	0.43751252
n	0.007819568	0.0069424687	0.004908176	0.00592113	0.004905109	0.0041691456	0.012059491	0.023762254	0.028674189	0.69416416	0.20667437
o	0.0597691	0.045581467	0.03782031	0.051460393	0.04177803	0.016410587	0.025774144	0.028101712	0.023753881	0.3648436	0.30470672
</S>	0.00011718816	0.00013232144	0.00014975134	8.859351e-05	9.3962844e-05	0.0001596733	0.0011782957	0.0017614078	0.007067287	0.22041802	0.7688335
